x0,x1,L,errV
0.0,0.0,0.13001013873112147,0.07626088253923856
1.5707963267948966,0.0,0.13001013873095071,0.07626088254045173
0.7853981633974483,0.7853981633974483,0.10781565817031401,0.23395558301287644
0.7853981633974483,-0.7853981633974483,0.1078156581731973,0.23395558299239022
0.7853981633974483,-0.39269908169872414,0.053946895995769156,0.6167002159736145
0.7853981633974483,0.0,0.10531157252039776,0.25174744056241455
0.39269908169872414,0.39269908169872414,0.13360989879096052,0.050684114348695554
-0.39269908169872414,0.39269908169872414,0.029532386244508584,0.7901685155306858
0.4908738521234052,0.09817477042468103,0.13769793067829805,0.021638110670701965
0.8835729338221293,0.4908738521234052,0.13952203749530642,0.008677592070054337
1.325359400733194,0.7363107781851077,0.11505758154698069,0.1825007659196063
0.9817477042468103,0.19634954084936207,0.12528080079490586,0.10986344995445001
0.5399612373357456,0.3436116964863836,0.14010574148663119,0.0045302985199737866
0.9326603190344699,0.7363107781851078,0.11597459027023008,0.1759852984569488
0.6013204688511713,0.25770877236478773,0.1400124465675896,0.00519317117759994
0.2577087723647876,0.11044661672776612,0.1392154213796145,0.01085613985773315
0.7271068934577939,0.3957670432744954,0.14069738020025363,0.00032662772544068416
0.6657476619423683,0.48166996739609136,0.13755215326031714,0.022673878378864237
0.6174272671239706,0.31369907112261364,0.1406901712320345,0.0003778483918096046
0.8045729232460188,0.3658544179107254,0.1403502030211804,0.0027933671976819435
0.7384200017684506,0.36029373755464,0.14059967895425687,0.0010208079150219734
0.6061141588133139,0.34917237684246905,0.14062825977061183,0.0008177374596427295
0.6391906195520981,0.3519527170205118,0.1407255241185266,0.0001266614883372488
0.7488702458859214,0.43402068917239356,0.14028177201736458,0.0032795784708082084
0.6502880118144583,0.3437794756350586,0.1407397848064258,2.5337427129738664e-05
0.5623717379087624,0.299965149381075,0.1407413723434618,1.4057767905594233e-05
0.4800041601342466,0.2520642024343649,0.1406921210323094,0.0003639948046760177
0.5734691301711227,0.2917919079956218,0.14071799875068752,0.00018013021557709033
0.6227602472068543,0.3369125147642893,0.14074122018264953,1.5138890468716504e-05
