azi,l
0.0,0.06309694941220587
0.0031447373909807737,0.06354625577348857
0.006289474781961547,0.06399555438826042
0.009434212172942323,0.06444477507170165
0.012578949563923095,0.0648938491022871
0.01572368695490387,0.0653427091813765
0.018868424345884646,0.065791289393494
0.02201316173686542,0.06623952516862511
0.02515789912784619,0.0666873532445893
0.028302636518826967,0.06713471163099476
0.03144737390980774,0.06758153957416067
0.034592111300788514,0.06802777752280284
0.03773684869176929,0.06847336709524518
0.04088158608275006,0.0689182510470871
0.04402632347373084,0.06936237324029498
0.04717106086471161,0.06980567861252157
0.05031579825569238,0.07024811314847561
0.05346053564667315,0.07068962385103691
0.05660527303765393,0.07113015871433373
0.0597500104286347,0.07156966669675527
0.06289474781961547,0.07200809769515323
0.06603948521059626,0.07244540252057784
0.06918422260157703,0.0728815328732313
0.07232895999255778,0.07331644131994411
0.07547369738353858,0.07375008127121578
0.07861843477451935,0.07418240695947723
0.08176317216550012,0.07461337341790544
0.08490790955648089,0.07504293646040418
0.08805264694746168,0.0754710526612309
0.09119738433844243,0.07589767933637454
0.09434212172942322,0.07632277452497024
0.09748685912040399,0.07674629697174064
0.10063159651138476,0.07716820610917517
0.10377633390236554,0.07758846204146651
0.1069210712933463,0.07800702552812779
0.11006580868432708,0.07842385796846187
0.11321054607530787,0.07883892138670942
0.11635528346628862,0.07925217841732754
0.1195000208572694,0.07966359229107807
0.12264475824825016,0.0800731268213559
0.12578949563923095,0.08048074639121505
0.12893423303021173,0.08088641594096078
0.13207897042119252,0.08129010095514293
0.13522370781217327,0.08169176745168048
0.13836844520315406,0.0820913819699843
0.1415131825941348,0.08248891155978269
0.14465791998511557,0.08288432377091692
0.14780265737609635,0.08327758664261448
0.15094739476707716,0.08366866869403158
0.15409213215805792,0.08405753891422801
0.1572368695490387,0.0844441667530556
0.1603816069400195,0.08482852211231433
0.16352634433100025,0.085210575336918
0.16667108172198103,0.08559029720663025
0.16981581911296179,0.08596765892791979
0.17296055650394257,0.08634263212635358
0.17610529389492335,0.0867151888387846
0.1792500312859041,0.08708530150614643
0.18239476867688487,0.08745294296671532
0.18553950606786565,0.08781808644876415
0.18868424345884643,0.08818070556452938
0.19182898084982722,0.08854077430345791
0.19497371824080797,0.0888982670262727
0.19811845563178873,0.08925315845919697
0.20126319302276952,0.08960542368784771
0.2044079304137503,0.08995503815186362
0.20755266780473108,0.09030197763973595
0.21069740519571184,0.09064621828352366
0.2138421425866926,0.0909877365537486
0.21698687997767338,0.09132650925469933
0.22013161736865416,0.09166251351968727
0.22327635475963495,0.09199572680662325
0.22642109215061573,0.09232612689363694
0.22956582954159646,0.09265369187474747
0.23271056693257725,0.09297840015606186
0.23585530432355803,0.0933002304515932
0.2390000417145388,0.09361916177950462
0.2421447791055196,0.09393517345849484
0.24528951649650033,0.09424824510430291
0.2484342538874811,0.09455835662631058
0.2515789912784619,0.09486548822376256
0.25472372866944265,0.09516962038330232
0.25786846606042346,0.09547073387527305
0.2610132034514042,0.09576880975098113
0.26415794084238503,0.09606382933991131
0.2673026782333658,0.09635577424651778
0.27044741562434654,0.09664462634807847
0.2735921530153273,0.09693036779151114
0.2767368904063081,0.09721298099130135
0.2798816277972888,0.09749244862685211
0.2830263651882696,0.09776875364013932
0.2861711025792504,0.09804187923333166
0.28931583997023114,0.09831180886693588
0.29246057736121195,0.09857852625726761
0.2956053147521927,0.09884201537451051
0.29875005214317346,0.09910226044090349
0.30189478953415433,0.09935924592852748
0.3050395269251351,0.09961295655774109
0.30818426431611584,0.09986337729509862
0.31132900170709665,0.10011049335185872
0.3144737390980774,0.10035429018217129
0.31761847648905817,0.10059475348146912
0.320763213880039,0.10083186918491978
0.32390795127101973,0.10106562346585787
0.3270526886620005,0.10129600273442592
0.33019742605298125,0.10152299363615849
0.33334216344396206,0.10174658305045782
0.3364869008349428,0.10196675808932877
0.33963163822592357,0.1021835060963431
0.3427763756169043,0.10239681464495376
0.34592111300788514,0.10260667153785685
0.3490658503988659,0.10281306480537322
0.3522105877898467,0.10301598270453664
0.35535532518082746,0.10321541371809566
0.3585000625718082,0.10341134655319818
0.36164479996278903,0.10360377014086997
0.36478953735376973,0.10379267363449565
0.3679342747447505,0.10397804640933235
0.3710790121357313,0.1041598780613878
0.37422374952671206,0.10433815840655687
0.37736848691769287,0.10451287747991128
0.3805132243086736,0.10468402553478452
0.38365796169965444,0.10485159304208633
0.3868026990906352,0.10501557068937983
0.38994743648161595,0.10517594938039003
0.39309217387259676,0.10533272023418974
0.39623691126357746,0.10548587458444512
0.3993816486545582,0.10563540397900559
0.40252638604553903,0.10578130017898792
0.4056711234365198,0.1059235551584485
0.4088158608275006,0.10606216110360915
0.41196059821848136,0.10619711041245147
0.41510533560946217,0.1063283956941508
0.4182500730004429,0.10645600976846739
0.4213948103914237,0.10657994566526297
0.42453954778240444,0.10670019662425745
0.4276842851733852,0.10681675609425918
0.43082902256436595,0.10692961773290353
0.43397375995534676,0.10703877540639743
0.4371184973463275,0.1071442231887401
0.44026323473730833,0.10724595536151633
0.4434079721282891,0.10734396641379576
0.4465527095192699,0.10743825104136015
0.44969744691025065,0.10752880414661778
0.45284218430123147,0.10761562083821856
0.45598692169221217,0.10769869643082572
0.4591316590831929,0.10777802644468015
0.4622763964741737,0.10785360660551908
0.4654211338651545,0.10792543284422161
0.46856587125613525,0.10799350129647874
0.47171060864711606,0.10805780830282499
0.4748553460380968,0.10811835040804385
0.4780000834290776,0.10817512436138732
0.4811448208200584,0.10822812711598907
0.4842895582110392,0.10827735582905768
0.4874342956020199,0.1083228078614044
0.49057903299300065,0.10836448077748768
0.4937237703839814,0.10840237234517829
0.4968685077749622,0.10843648053567981
0.500013245165943,0.10846680352339978
0.5031579825569238,0.10849333968591075
0.5063027199479047,0.10851608760358335
0.5094474573388853,0.10853504605999693
0.5125921947298662,0.10855021404142502
0.5157369321208469,0.10856159073694277
0.5188816695118277,0.108569175538452
0.5220264069028084,0.10857296804055916
0.5251711442937892,0.10857296804055097
0.5283158816847701,0.10856917553844382
0.5314606190757508,0.1085615907369346
0.5346053564667316,0.10855021404144138
0.5377500938577123,0.10853504605998875
0.5408948312486931,0.10851608760361606
0.5440395686396738,0.10849333968583706
0.5471843060306546,0.10846680352341616
0.5503290434216355,0.108436480535688
0.5534737808126162,0.1084023723451291
0.556618518203597,0.10836448077743853
0.5597632555945776,0.10832280786137159
0.5629079929855585,0.10827735582901665
0.5660527303765392,0.10822812711599729
0.56919746776752,0.10817512436135449
0.5723422051585008,0.10811835040808493
0.5754869425494815,0.10805780830276744
0.5786316799404623,0.10799350129652809
0.581776417331443,0.10792543284418046
0.5849211547224239,0.10785360660548614
0.5880658921134047,0.10777802644465542
0.5912106295043854,0.1076986964307927
0.5943553668953662,0.10761562083820206
0.5975001042863469,0.10752880414660952
0.6006448416773278,0.10743825104140149
0.6037895790683087,0.1073439664138123
0.6069343164592894,0.10724595536155773
0.6100790538502702,0.10714422318869865
0.6132237912412509,0.10703877540643063
0.6163685286322317,0.10692961773292844
0.6195132660232125,0.1068167560942675
0.6226580034141933,0.10670019662423247
0.625802740805174,0.1065799456652713
0.6289474781961548,0.10645600976844236
0.6320922155871356,0.1063283956941842
0.6352369529781163,0.10619711041250167
0.6383816903690971,0.10606216110364264
0.641526427760078,0.10592355515840658
0.6446711651510587,0.10578130017896273
0.6478159025420395,0.10563540397900559
0.6509606399330202,0.10548587458444511
0.654105377324001,0.10533272023420662
0.6572501147149817,0.10517594938039847
0.6603948521059625,0.1050155706893883
0.6635395894969432,0.10485159304207786
0.6666843268879241,0.10468402553476755
0.6698290642789049,0.1045128774799113
0.6729738016698856,0.10433815840655689
0.6761185390608664,0.10415987806137927
0.6792632764518471,0.1039780464093238
0.682408013842828,0.10379267363449565
0.6855527512338087,0.10360377014084426
0.6886974886247894,0.10341134655321536
0.6918422260157703,0.10321541371807845
0.694986963406751,0.10301598270453666
0.6981317007977318,0.10281306480534731
0.7012764381887125,0.10260667153784819
0.7044211755796934,0.10239681464497111
0.7075659129706742,0.10218350609625618
0.7107106503616549,0.10196675808930263
0.7138553877526357,0.10174658305044038
0.7170001251436164,0.10152299363616724
0.7201448625345972,0.10129600273446975
0.7232895999255781,0.10106562346585787
0.7264343373165587,0.10083186918488454
0.7295790747075395,0.10059475348145147
0.7327238120985203,0.10035429018218898
0.735868549489501,0.10011049335184098
0.7390132868804818,0.09986337729510751
0.7421580242714626,0.0996129565576965
0.7453027616624435,0.09935924592852748
0.7484474990534241,0.0991022604409035
0.751592236444405,0.09884201537454644
0.7547369738353857,0.09857852625730365
