out
13.0
11.0
31.0
10.0
20.0
74.0
37.0
78.0
25.0
12.0
27.0
75.0
82.0
76.0
76.0
76.0
78.0
41.0
32.0
15.0
36.0
77.0
81.0
19.0
77.0
76.0
56.0
49.0
10.0
76.0
13.0
14.0
42.0
18.0
76.0
16.0
55.0
22.0
81.0
78.0
10.0
52.0
10.0
79.0
13.0
35.0
20.0
13.0
8.0
24.0
74.0
78.0
79.0
78.0
26.0
76.0
75.0
77.0
75.0
78.0
57.0
8.0
74.0
8.0
76.0
81.0
74.0
2.0
13.0
10.0
77.0
75.0
23.0
82.0
77.0
13.0
52.0
41.0
10.0
24.0
75.0
36.0
38.0
54.0
25.0
15.0
12.0
25.0
15.0
76.0
78.0
75.0
79.0
76.0
75.0
33.0
81.0
32.0
12.0
76.0
