out
118.0
52.0
25.0
46.0
60.0
24.0
42.0
43.0
40.0
104.0
105.0
15.0
31.0
26.0
16.0
13.0
25.0
136.0
28.0
18.0
78.0
8.0
35.0
2.0
26.0
23.0
38.0
69.0
35.0
19.0
22.0
47.0
22.0
10.0
21.0
47.0
8.0
22.0
20.0
127.0
27.0
16.0
49.0
153.0
84.0
46.0
59.0
35.0
31.0
79.0
20.0
38.0
70.0
26.0
39.0
107.0
13.0
28.0
35.0
47.0
196.0
96.0
44.0
23.0
34.0
55.0
144.0
32.0
50.0
141.0
25.0
48.0
24.0
47.0
91.0
8.0
12.0
186.0
149.0
80.0
30.0
7.0
20.0
20.0
27.0
35.0
69.0
114.0
33.0
25.0
10.0
25.0
38.0
92.0
17.0
67.0
19.0
77.0
11.0
29.0
30.0
73.0
32.0
42.0
143.0
56.0
22.0
165.0
103.0
23.0
31.0
108.0
44.0
49.0
22.0
17.0
13.0
42.0
21.0
43.0
33.0
13.0
36.0
53.0
180.0
110.0
29.0
141.0
52.0
16.0
28.0
43.0
18.0
13.0
69.0
59.0
33.0
184.0
56.0
32.0
10.0
14.0
190.0
25.0
76.0
40.0
50.0
35.0
14.0
12.0
125.0
43.0
118.0
30.0
14.0
29.0
34.0
36.0
72.0
30.0
62.0
45.0
18.0
63.0
261.0
8.0
13.0
8.0
17.0
22.0
35.0
60.0
60.0
95.0
46.0
48.0
48.0
11.0
18.0
46.0
29.0
6.0
42.0
41.0
8.0
60.0
67.0
61.0
25.0
28.0
48.0
27.0
179.0
34.0
110.0
21.0
9.0
41.0
94.0
43.0
37.0
34.0
43.0
22.0
12.0
13.0
55.0
39.0
21.0
131.0
207.0
16.0
30.0
34.0
35.0
16.0
55.0
43.0
14.0
95.0
33.0
21.0
69.0
68.0
17.0
31.0
16.0
28.0
143.0
29.0
7.0
60.0
53.0
20.0
20.0
10.0
55.0
39.0
99.0
66.0
47.0
21.0
75.0
27.0
82.0
55.0
22.0
29.0
59.0
52.0
26.0
104.0
27.0
140.0
74.0
21.0
15.0
53.0
22.0
32.0
22.0
43.0
59.0
27.0
103.0
14.0
30.0
98.0
19.0
27.0
25.0
19.0
26.0
24.0
30.0
47.0
34.0
38.0
12.0
56.0
97.0
41.0
29.0
13.0
13.0
90.0
15.0
78.0
63.0
49.0
84.0
65.0
18.0
58.0
97.0
50.0
80.0
149.0
12.0
34.0
36.0
19.0
33.0
133.0
23.0
56.0
28.0
60.0
117.0
9.0
118.0
52.0
60.0
55.0
23.0
73.0
23.0
19.0
269.0
23.0
16.0
15.0
21.0
26.0
46.0
32.0
17.0
21.0
84.0
36.0
26.0
45.0
16.0
62.0
98.0
53.0
23.0
35.0
12.0
4.0
72.0
13.0
22.0
13.0
64.0
24.0
20.0
19.0
83.0
79.0
83.0
60.0
113.0
32.0
37.0
40.0
58.0
125.0
26.0
22.0
30.0
49.0
6.0
22.0
104.0
159.0
18.0
20.0
11.0
51.0
123.0
6.0
48.0
75.0
15.0
31.0
88.0
87.0
8.0
32.0
50.0
30.0
38.0
17.0
29.0
28.0
171.0
46.0
37.0
48.0
24.0
189.0
63.0
44.0
62.0
15.0
34.0
35.0
15.0
68.0
20.0
24.0
143.0
225.0
38.0
79.0
25.0
36.0
31.0
14.0
29.0
94.0
27.0
11.0
126.0
101.0
20.0
66.0
10.0
44.0
15.0
15.0
112.0
45.0
46.0
84.0
42.0
160.0
102.0
15.0
121.0
19.0
65.0
25.0
65.0
151.0
14.0
45.0
16.0
100.0
50.0
15.0
10.0
36.0
72.0
231.0
6.0
114.0
62.0
30.0
18.0
10.0
14.0
13.0
41.0
26.0
20.0
27.0
37.0
20.0
27.0
16.0
31.0
94.0
23.0
43.0
28.0
15.0
24.0
20.0
120.0
30.0
45.0
22.0
38.0
269.0
55.0
21.0
43.0
36.0
84.0
23.0
45.0
55.0
267.0
37.0
29.0
21.0
90.0
54.0
25.0
37.0
16.0
36.0
45.0
16.0
17.0
53.0
97.0
61.0
10.0
10.0
62.0
67.0
38.0
148.0
51.0
143.0
10.0
28.0
61.0
73.0
25.0
128.0
23.0
22.0
36.0
77.0
24.0
10.0
12.0
150.0
37.0
57.0
23.0
42.0
89.0
16.0
76.0
33.0
16.0
122.0
155.0
15.0
30.0
63.0
85.0
34.0
15.0
33.0
53.0
13.0
94.0
14.0
61.0
22.0
21.0
92.0
50.0
38.0
96.0
91.0
21.0
76.0
61.0
7.0
66.0
45.0
17.0
28.0
11.0
56.0
42.0
32.0
20.0
75.0
35.0
13.0
73.0
36.0
59.0
29.0
28.0
185.0
88.0
20.0
97.0
6.0
19.0
34.0
15.0
9.0
29.0
50.0
36.0
14.0
119.0
68.0
50.0
21.0
16.0
54.0
65.0
46.0
17.0
36.0
18.0
81.0
18.0
25.0
21.0
17.0
33.0
12.0
30.0
25.0
54.0
29.0
13.0
28.0
27.0
42.0
18.0
77.0
62.0
42.0
88.0
24.0
76.0
13.0
32.0
70.0
24.0
67.0
49.0
45.0
124.0
27.0
12.0
61.0
70.0
23.0
13.0
7.0
21.0
56.0
97.0
50.0
41.0
8.0
34.0
31.0
15.0
20.0
78.0
34.0
62.0
69.0
103.0
13.0
4.0
30.0
29.0
25.0
43.0
45.0
15.0
100.0
14.0
48.0
23.0
41.0
6.0
58.0
136.0
24.0
69.0
39.0
38.0
183.0
28.0
21.0
45.0
22.0
41.0
33.0
81.0
50.0
82.0
75.0
68.0
10.0
18.0
86.0
76.0
44.0
15.0
26.0
27.0
25.0
27.0
17.0
13.0
21.0
13.0
15.0
58.0
13.0
15.0
15.0
9.0
22.0
19.0
56.0
14.0
111.0
264.0
67.0
35.0
23.0
72.0
15.0
70.0
47.0
45.0
263.0
93.0
36.0
36.0
18.0
12.0
68.0
15.0
34.0
33.0
94.0
67.0
14.0
51.0
83.0
17.0
10.0
19.0
41.0
78.0
54.0
32.0
22.0
18.0
12.0
33.0
43.0
58.0
24.0
90.0
97.0
18.0
69.0
23.0
16.0
107.0
13.0
16.0
49.0
54.0
275.0
19.0
80.0
23.0
19.0
12.0
15.0
67.0
8.0
31.0
59.0
30.0
46.0
19.0
25.0
31.0
15.0
54.0
48.0
29.0
76.0
6.0
106.0
26.0
39.0
35.0
21.0
10.0
14.0
15.0
11.0
52.0
26.0
29.0
16.0
90.0
32.0
118.0
26.0
73.0
118.0
95.0
8.0
80.0
118.0
33.0
53.0
16.0
20.0
189.0
35.0
33.0
44.0
30.0
