1.000000000000000000e+05 5.064091588749433485e-03
3.000000000000000000e+05 4.936938979634432692e-03
5.000000000000000000e+05 5.200673856656299991e-03
7.000000000000000000e+05 5.828671713350174616e-03
9.000000000000000000e+05 6.548817320991591993e-03
1.100000000000000000e+06 7.040289443737657651e-03
1.300000000000000000e+06 7.155867712222791811e-03
1.500000000000000000e+06 6.987408804855930675e-03
1.700000000000000000e+06 6.743241070954484988e-03
1.900000000000000000e+06 6.570466758903654829e-03
2.100000000000000000e+06 6.476078501113114241e-03
2.300000000000000000e+06 6.388785132319950259e-03
2.500000000000000000e+06 6.274603206481225472e-03
2.700000000000000000e+06 6.185184388482701558e-03
2.900000000000000000e+06 6.201087082173546705e-03
3.100000000000000000e+06 6.339694069966433573e-03
3.300000000000000000e+06 6.524842904885581711e-03
3.500000000000000000e+06 6.647719847357299629e-03
3.700000000000000000e+06 6.655862430500847880e-03
3.900000000000000000e+06 6.583177888725812513e-03
4.100000000000000000e+06 6.501026216712212438e-03
4.300000000000000000e+06 6.448680726048038568e-03
4.500000000000000000e+06 6.411721608465537070e-03
4.700000000000000000e+06 6.360640642843704354e-03
4.900000000000000000e+06 6.299938594802301749e-03
5.100000000000000000e+06 6.272284837501561523e-03
5.300000000000000000e+06 6.314696708045337489e-03
5.500000000000000000e+06 6.414806599314578327e-03
5.700000000000000000e+06 6.514372218563629913e-03
5.900000000000000000e+06 6.557736982748196830e-03
6.100000000000000000e+06 6.535985642106990207e-03
6.300000000000000000e+06 6.484445672292735510e-03
6.500000000000000000e+06 6.441888622453436665e-03
6.700000000000000000e+06 6.416132503008441929e-03
6.900000000000000000e+06 6.388785112209186511e-03
7.100000000000000000e+06 6.348591592479890452e-03
7.300000000000000000e+06 6.313468671654389255e-03
7.500000000000000000e+06 6.316139542264367218e-03
7.700000000000000000e+06 6.368903003804046899e-03
7.900000000000000000e+06 6.445502542923499216e-03
8.100000000000000000e+06 6.500606974546027129e-03
8.300000000000000000e+06 6.507844170197081730e-03
8.500000000000000000e+06 6.478009023016647466e-03
8.700000000000000000e+06 6.441704502994216076e-03
8.900000000000000000e+06 6.417729388705632407e-03
9.100000000000000000e+06 6.400133053684136687e-03
9.300000000000000000e+06 6.374582004327207160e-03
9.500000000000000000e+06 6.342980692006647964e-03
9.700000000000000000e+06 6.327522562005240443e-03
9.900000000000000000e+06 6.349062164852564694e-03
1.010000000000000000e+07 6.402865065460526528e-03
1.030000000000000000e+07 6.458206265956271952e-03
1.050000000000000000e+07 6.483682645382448165e-03
1.070000000000000000e+07 6.472701983597895815e-03
1.090000000000000000e+07 6.444083080853788698e-03
1.110000000000000000e+07 6.419879756410111493e-03
1.130000000000000000e+07 6.404992086762908467e-03
1.150000000000000000e+07 6.388785087047549847e-03
1.170000000000000000e+07 6.364401068837564554e-03
1.190000000000000000e+07 6.342575211385499852e-03
1.210000000000000000e+07 6.343714133825245453e-03
1.230000000000000000e+07 6.376264615887094339e-03
1.250000000000000000e+07 6.424556652033328909e-03
1.270000000000000000e+07 6.460063992108944740e-03
1.290000000000000000e+07 6.465389266075320836e-03
1.310000000000000000e+07 6.446699189400542304e-03
1.330000000000000000e+07 6.423417365198492816e-03
1.350000000000000000e+07 6.407870817628033393e-03
1.370000000000000000e+07 6.396326577274985548e-03
1.390000000000000000e+07 6.379295967188429277e-03
1.410000000000000000e+07 6.357938581602978062e-03
1.430000000000000000e+07 6.347222755022112126e-03
1.450000000000000000e+07 6.361623363142897107e-03
1.470000000000000000e+07 6.398397150460478390e-03
1.490000000000000000e+07 6.436719932663786080e-03
1.510000000000000000e+07 6.454747462832424558e-03
1.530000000000000000e+07 6.447471212968351913e-03
1.550000000000000000e+07 6.427677631401967732e-03
1.570000000000000000e+07 6.410767803902909893e-03
1.590000000000000000e+07 6.400297686268908992e-03
1.610000000000000000e+07 6.388785056699044021e-03
1.630000000000000000e+07 6.371287395112628163e-03
1.650000000000000000e+07 6.355452661478270746e-03
1.670000000000000000e+07 6.356097953558012721e-03
1.690000000000000000e+07 6.379618726932173405e-03
