1.000000000000000000e+05 1.282269947140885109e-02 2.197449878362385881e-02 3.631644352497096634e-02 3.549952986630014462e-02 2.069769791544153262e-02
2.000000000000000000e+05 1.306666296780604163e-02 2.203505069798091312e-02 3.611638601480575417e-02 3.534595738409639781e-02 2.076672270649607480e-02
3.000000000000000000e+05 1.343932048621238225e-02 2.209452641027979600e-02 3.572749240590511466e-02 3.502179317773106149e-02 2.086591986000072355e-02
4.000000000000000000e+05 1.386587911483133130e-02 2.208780251468851763e-02 3.509706391331288838e-02 3.447687158416214842e-02 2.093453809911647104e-02
5.000000000000000000e+05 1.425524683182791304e-02 2.193609842007537489e-02 3.416124676167569402e-02 3.364816885232448096e-02 2.089518929210689227e-02
6.000000000000000000e+05 1.451276300255733079e-02 2.155861880640887185e-02 3.285544242690278255e-02 3.246996904436712239e-02 2.066524893345194833e-02
7.000000000000000000e+05 1.455312665784664998e-02 2.088471457781419793e-02 3.112579463732811219e-02 3.088526234550002456e-02 2.016909307116376490e-02
8.000000000000000000e+05 1.431196071936356035e-02 1.986517665662890231e-02 2.894061533081229015e-02 2.885722779279225464e-02 1.934972434179100739e-02
9.000000000000000000e+05 1.375479099311063824e-02 1.848144626220106154e-02 2.630055565446136681e-02 2.637961483679905975e-02 1.817852626444371039e-02
1.000000000000000000e+06 1.288251726997666907e-02 1.675165299019112583e-02 2.324619311501749386e-02 2.348473107094166401e-02 1.666204893058293932e-02
1.200000000000000000e+06 1.037611996379137619e-02 1.251609658376721251e-02 1.627195397769488905e-02 1.678473465043391760e-02 1.280754510265328695e-02
1.400000000000000000e+06 7.440722442819803703e-03 7.982513280051893242e-03 9.127481296443147596e-03 9.803652702551169523e-03 8.528180682066927032e-03
1.600000000000000000e+06 4.921142396287177430e-03 4.175315113188408055e-03 3.165338467557449100e-03 3.867384721094713207e-03 4.813300901648180988e-03
1.800000000000000000e+06 3.443548610052611127e-03 1.846016966983055063e-03 6.119530087517988061e-04 3.582394113376115587e-06 2.440497562287426928e-03
2.000000000000000000e+06 3.145257096833200140e-03 1.162532143921009200e-03 1.960046406496549105e-03 1.486364741818280849e-03 1.641122642040951070e-03
2.200000000000000000e+06 3.709691307756795946e-03 1.755204964036714615e-03 1.336858654383315994e-03 1.007931134043345972e-03 2.104855335166847061e-03
2.400000000000000000e+06 4.627105594510212173e-03 3.017883323224571958e-03 4.776751569287929276e-04 6.856591925182147244e-04 3.255231949296042739e-03
2.600000000000000000e+06 5.479544156462204559e-03 4.423320358630198137e-03 2.763043241792250901e-03 2.876941382581224994e-03 4.566038299630432139e-03
2.800000000000000000e+06 6.099023538008831354e-03 5.691517866437290074e-03 5.053032944153362099e-03 5.092440554784511027e-03 5.746312231384882556e-03
3.000000000000000000e+06 6.551243433100792206e-03 6.777839368620421426e-03 7.132849872165203907e-03 7.112478716852453468e-03 6.746384672809392635e-03
3.200000000000000000e+06 6.987793331690772894e-03 7.736846891094465058e-03 8.915595142798993233e-03 8.853614338192419483e-03 7.630516082239773533e-03
3.400000000000000000e+06 7.476476199992877422e-03 8.567899003864594756e-03 1.030219234636971064e-02 1.022658416915506879e-02 8.418318087943172864e-03
3.600000000000000000e+06 7.923223016271237901e-03 9.144107254854040925e-03 1.111409803374398785e-02 1.106186004519992862e-02 9.001147880288384862e-03
3.800000000000000000e+06 8.125813269641396844e-03 9.262507699193603741e-03 1.113662637087308241e-02 1.114518713621643307e-02 9.180145967192824760e-03
4.000000000000000000e+06 7.911998111702036457e-03 8.777403773055645134e-03 1.024926701929967411e-02 1.034312026242469387e-02 8.794036955391987612e-03
