1.000000000000000000e+05 1.296513277827776589e-02 1.386249083579881719e-02 1.502352354960923529e-02 1.449709860430622999e-02 1.302396880448941294e-02
2.000000000000000000e+05 1.231434873729565956e-02 1.164565724448722930e-02 1.194483799985086164e-02 1.254221694914798776e-02 1.254445774013642281e-02
3.000000000000000000e+05 1.131050012043696706e-02 9.089668821774928020e-03 8.511810077357609763e-03 1.022816620933260541e-02 1.170072382647466616e-02
4.000000000000000000e+05 1.002279636024802981e-02 6.298479888394067569e-03 4.844502085079875967e-03 7.645453018886473953e-03 1.055187872629714634e-02
5.000000000000000000e+05 8.551698061083560023e-03 3.409987712631118353e-03 1.100995114239281892e-03 4.920348754540202624e-03 9.190133447393425761e-03
6.000000000000000000e+05 7.017804718353047935e-03 5.835416530406413406e-04 2.535379199998375865e-03 2.203791629897120224e-03 7.730600669242557871e-03
7.000000000000000000e+05 5.547604780241547837e-03 2.016997966163492501e-03 5.874470194180695520e-03 3.443484818747466654e-04 6.297719332121279497e-03
8.000000000000000000e+05 4.257900872574827723e-03 4.242417612683347695e-03 8.741063379265105737e-03 2.573735798993293574e-03 5.009939215510093857e-03
9.000000000000000000e+05 3.241332449538555666e-03 5.976242618229395294e-03 1.099614063575579323e-02 4.361764584345898671e-03 3.964958532353500889e-03
1.000000000000000000e+06 2.555519026266178054e-03 7.148223146702861221e-03 1.255327286860859030e-02 5.628032790073892420e-03 3.228030745658790578e-03
1.100000000000000000e+06 2.217744685006327928e-03 7.740533670188266824e-03 1.338666219084163819e-02 6.342225348777137325e-03 2.825409797499464117e-03
1.200000000000000000e+06 2.205920557080535017e-03 7.785772705597531623e-03 1.352949296917805092e-02 6.524082858010661276e-03 2.743935647316975493e-03
1.300000000000000000e+06 2.465205413662971759e-03 7.357834767308265266e-03 1.306376631601122509e-02 6.236057267070102723e-03 2.936428265439776104e-03
1.400000000000000000e+06 2.918608166825392095e-03 6.558166873743924256e-03 1.210464708389514740e-02 5.570814096900036060e-03 3.331428347333234650e-03
1.500000000000000000e+06 3.479422852547839427e-03 5.500412442384908750e-03 1.078297525773259415e-02 4.636441882243224483e-03 3.845226566180742246e-03
1.600000000000000000e+06 4.063444692168559705e-03 4.296077202794840524e-03 9.229093150409753074e-03 3.542055490805360012e-03 4.394107935062493107e-03
1.700000000000000000e+06 4.599363805052741894e-03 3.043024943056653244e-03 7.560051348218009906e-03 2.385765072733903296e-03 4.905118791852146332e-03
1.800000000000000000e+06 5.036273834100251506e-03 1.817737944455972456e-03 5.871132512452702061e-03 1.246136263741904737e-03 5.324185168138420229e-03
1.900000000000000000e+06 5.347707457778191377e-03 6.715927441850746103e-04 4.231786367378663483e-03 1.775598939461633626e-04 5.620892664061516442e-03
2.000000000000000000e+06 5.531995973080513357e-03 3.690586122699314941e-04 2.685551893961499442e-03 7.905460950061679072e-04 5.789631634951336245e-03
2.100000000000000000e+06 5.609110267360672281e-03 1.299529058864739260e-03 1.253253601891919948e-03 1.651124059979892488e-03 5.847169917135033868e-03
2.200000000000000000e+06 5.614542600928001080e-03 2.130950877762568738e-03 6.142422303197567343e-05 2.414159087515647863e-03 5.827110737933226606e-03
2.300000000000000000e+06 5.591226801444047767e-03 2.882977428802734315e-03 1.265021452641964996e-03 3.099627416776897914e-03 5.772137171412494543e-03
2.400000000000000000e+06 5.580864655826007700e-03 3.576235513834593021e-03 2.367164504749040901e-03 3.729890814398726002e-03 5.725348615208640871e-03
2.500000000000000000e+06 5.616172492184303734e-03 4.225744016555882561e-03 3.374299285185150977e-03 4.322782117134705421e-03 5.722204212981462160e-03
2.600000000000000000e+06 5.715373658803829353e-03 4.836312181562758480e-03 4.285202276950451396e-03 4.886476442210125129e-03 5.784472860449101431e-03
2.700000000000000000e+06 5.879759185329010845e-03 5.400536081787302677e-03 5.088847953376567437e-03 5.416878494864019525e-03 5.917138715754435493e-03
2.800000000000000000e+06 6.094475354242770773e-03 5.899525279437823656e-03 5.764807119062503177e-03 5.897768871887653502e-03 6.108558702646655313e-03
2.900000000000000000e+06 6.332082375508155114e-03 6.306041547354182021e-03 6.285967169329845228e-03 6.303474265981690548e-03 6.333524364879643959e-03
3.000000000000000000e+06 6.558017677632626413e-03 6.589408584324953598e-03 6.623070018096516472e-03 6.603465722293593194e-03 6.558419626091140965e-03
