2.000000000000000000e+05 1.522893329590631686e-02 6.612117970247417820e-02 1.380837552766781273e-01
4.000000000000000000e+05 1.589597722705380842e-02 6.468231364467195987e-02 1.350274030605603248e-01
6.000000000000000000e+05 1.682385590326390332e-02 6.110165865375932065e-02 1.273889393330421560e-01
8.000000000000000000e+05 1.716121205317016479e-02 5.486448679660417549e-02 1.143465519155088955e-01
1.000000000000000000e+06 1.622762659518478881e-02 4.566564541540189814e-02 9.506891269378527076e-02
1.200000000000000000e+06 1.387737806471724296e-02 3.387662129591762633e-02 6.956304472599411648e-02
1.400000000000000000e+06 1.061421680448876130e-02 2.088487452477715695e-02 4.006252240480057125e-02
1.600000000000000000e+06 7.379487742871570360e-03 8.918328643007990275e-03 1.182943438145739497e-02
1.800000000000000000e+06 5.083812338332257229e-03 1.483707768071649701e-04 8.958886805622864533e-03
2.000000000000000000e+06 4.161405180422938707e-03 4.361490321910591050e-03 1.928395927591959602e-02
2.200000000000000000e+06 4.445118559440386016e-03 4.943491202458442750e-03 2.037727212328252144e-02
2.400000000000000000e+06 5.391135645431738461e-03 2.769497625386769385e-03 1.540641111006766165e-02
2.600000000000000000e+06 6.433776104997377537e-03 8.738151463411318208e-04 7.331043879631907005e-03
2.800000000000000000e+06 7.246836108932704426e-03 5.001383204062169810e-03 1.791774358727104329e-03
3.000000000000000000e+06 7.809620042908781319e-03 9.008247999361560995e-03 1.069942774973561307e-02
3.200000000000000000e+06 8.286954108919308490e-03 1.255384731904079718e-02 1.861584551785708599e-02
3.400000000000000000e+06 8.822119762564270204e-03 1.539123781267046770e-02 2.497139099468641266e-02
3.600000000000000000e+06 9.386310900277200150e-03 1.724309741110993666e-02 2.920762745582783024e-02
3.800000000000000000e+06 9.777059628890067897e-03 1.778604391178300118e-02 3.069165761102713927e-02
4.000000000000000000e+06 9.749482687711133119e-03 1.676269277880084591e-02 2.879937733025499449e-02
4.200000000000000000e+06 9.190191365982893629e-03 1.419255051027639748e-02 2.328814524448332562e-02
4.400000000000000000e+06 8.226982111516196322e-03 1.056616719071203081e-02 1.497326787783298703e-02
4.600000000000000000e+06 7.192752667614866341e-03 6.808466189666044152e-03 6.084881340790661633e-03
4.800000000000000000e+06 6.448448920692317378e-03 3.899524337895563658e-03 7.281204005047523702e-04
5.000000000000000000e+06 6.187833643679321004e-03 2.413451752519048862e-03 4.051837473584339253e-03
5.200000000000000000e+06 6.366248256339011348e-03 2.367508186552888527e-03 4.062824043727551564e-03
5.400000000000000000e+06 6.779972788504394152e-03 3.410679541600661249e-03 1.710422180093203876e-03
5.600000000000000000e+06 7.212476974400757780e-03 5.095013758925488224e-03 2.011534536584679619e-03
5.800000000000000000e+06 7.549789652434209415e-03 7.046660646390619578e-03 6.332396713432791695e-03
6.000000000000000000e+06 7.808266717472113309e-03 9.009678203700886151e-03 1.070506099816116892e-02
6.200000000000000000e+06 8.071347154715519459e-03 1.080532497581319744e-02 1.471724795379300392e-02
6.400000000000000000e+06 8.386927061241731055e-03 1.226304424025074710e-02 1.799251481296116131e-02
6.600000000000000000e+06 8.702079145573785382e-03 1.317497607020830588e-02 2.011503480952656422e-02
6.800000000000000000e+06 8.879595281784696814e-03 1.331078741215703520e-02 2.060997127861784184e-02
7.000000000000000000e+06 8.782344083664406220e-03 1.250719557622035141e-02 1.904082869008462756e-02
7.200000000000000000e+06 8.372710880059360677e-03 1.081010140421205350e-02 1.531321037385043569e-02
7.400000000000000000e+06 7.762869021754737267e-03 8.578462420524903334e-03 1.012160232372846282e-02
7.600000000000000000e+06 7.170527558689936652e-03 6.409313837296182724e-03 4.989337121805323579e-03
7.800000000000000000e+06 6.799126332383245014e-03 4.865023861216285356e-03 1.419751634660941118e-03
8.000000000000000000e+06 6.730005903080454877e-03 4.218765731518739001e-03 1.284137519099749690e-05
8.200000000000000000e+06 6.902815095723220662e-03 4.420804175523496311e-03 5.129651032485885989e-04
8.400000000000000000e+06 7.180685558117527040e-03 5.237488301218421079e-03 2.333502469153941709e-03
8.600000000000000000e+06 7.441928073293204403e-03 6.404546321429918816e-03 4.910572152624643159e-03
8.800000000000000000e+06 7.641225225563923196e-03 7.710658523567570817e-03 7.808798664637460127e-03
9.000000000000000000e+06 7.810191225703805654e-03 9.008200803955189809e-03 1.070332559199755305e-02
9.200000000000000000e+06 8.003458043524752999e-03 1.017936219229423692e-02 1.332247090931698401e-02
9.400000000000000000e+06 8.232307268834891320e-03 1.109316485277535638e-02 1.538812273918631172e-02
9.600000000000000000e+06 8.435597786335468501e-03 1.158649566215404735e-02 1.657518244444373262e-02
9.800000000000000000e+06 8.507855749182897942e-03 1.149200267529134137e-02 1.651943374944185583e-02
1.000000000000000000e+07 8.366156630925648124e-03 1.071880307178832599e-02 1.493111719917543205e-02
1.020000000000000000e+07 8.015158457864331176e-03 9.358344543570580251e-03 1.187106957742031267e-02
1.040000000000000000e+07 7.564951594075402901e-03 7.731491983652544892e-03 8.046413241326093313e-03
1.060000000000000000e+07 7.178782794253619343e-03 6.283733041479058583e-03 4.636251700828378924e-03
1.080000000000000000e+07 6.981710991882029115e-03 5.370516814165575761e-03 2.559743383565434797e-03
1.100000000000000000e+07 6.998701547923921046e-03 5.114786942384120898e-03 2.029491878043860296e-03
1.120000000000000000e+07 7.161995053645389339e-03 5.430945912226369486e-03 2.759104861100703399e-03
1.140000000000000000e+07 7.369198284561402634e-03 6.137261939634356192e-03 4.323633507617111876e-03
1.160000000000000000e+07 7.547004820743319180e-03 7.052792676214835431e-03 6.347306654923113613e-03
1.180000000000000000e+07 7.683550590999834937e-03 8.039912535243399702e-03 8.542643034275368072e-03
1.200000000000000000e+07 7.814073537900888267e-03 8.999317274900308847e-03 1.068495627934547797e-02
1.220000000000000000e+07 7.973243283917975585e-03 9.840076327437809189e-03 1.256841941974644848e-02
1.240000000000000000e+07 8.150791591473164829e-03 1.045113210890427115e-02 1.396486316898161786e-02
1.260000000000000000e+07 8.283437855961688079e-03 1.069767442787007000e-02 1.460223488023046357e-02
1.280000000000000000e+07 8.288690946880668958e-03 1.045706121652867360e-02 1.419249826616651201e-02
1.300000000000000000e+07 8.119902318923661808e-03 9.693176125625148701e-03 1.256205960443859508e-02
1.320000000000000000e+07 7.808550594525242444e-03 8.534327608024926820e-03 9.903093886755294159e-03
1.340000000000000000e+07 7.460795903631360811e-03 7.277011865616511525e-03 6.931416031899653198e-03
1.360000000000000000e+07 7.201953095482415898e-03 6.264629454603692221e-03 4.568147784450146166e-03
1.380000000000000000e+07 7.106811616519142366e-03 5.721923386041830734e-03 3.358724315640233132e-03
1.400000000000000000e+07 7.167799364699450199e-03 5.685843092867173473e-03 3.311438014078619228e-03
1.420000000000000000e+07 7.316964032961397087e-03 6.056574957417061762e-03 4.146582168476577526e-03
1.440000000000000000e+07 7.476899001502121736e-03 6.687297650682222545e-03 5.539788963732490863e-03
1.460000000000000000e+07 7.605358119324768379e-03 7.446597342407075895e-03 7.221412833603609721e-03
1.480000000000000000e+07 7.708968102404646465e-03 8.237960335722546018e-03 8.984692155216895612e-03
1.500000000000000000e+07 7.820582305227840800e-03 8.987045401354505983e-03 1.065858491981898706e-02
1.520000000000000000e+07 7.958355681345258281e-03 9.615961732397983533e-03 1.207241220575303899e-02
1.540000000000000000e+07 8.097823804755174479e-03 1.002545060806629522e-02 1.302649657212826689e-02
1.560000000000000000e+07 8.177495988695404963e-03 1.010217138753427731e-02 1.328484337429993584e-02
1.580000000000000000e+07 8.134693807237015212e-03 9.760018874830507160e-03 1.262143495902760988e-02
1.600000000000000000e+07 7.950321393802063652e-03 9.007657572249300540e-03 1.096591961079835913e-02
1.620000000000000000e+07 7.673424623053820212e-03 8.000510699242974894e-03 8.619569759104791715e-03
1.640000000000000000e+07 7.402891750810099841e-03 7.009818605452594435e-03 6.277998408822501805e-03
1.660000000000000000e+07 7.233064948042114417e-03 6.297728555960782452e-03 4.637226352770083479e-03
1.680000000000000000e+07 7.203070444337070395e-03 5.997859242740309106e-03 3.986971565646983857e-03
