2.000000000000000000e+05 1.308705932467433761e-02 1.308747836211565305e-02 1.308544905547634647e-02 1.308380711629142726e-02 1.308484685575997050e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.308705932467433761e-02 1.047313014386250934e-02 1.793080048825940968e-03 9.022569404175591681e-03 1.421427164513705023e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+05 1.389727156975684857e-02 1.389756974407399016e-02 1.389522458820661999e-02 1.389351326494448619e-02 1.389482692284975222e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.389727156975684857e-02 1.258415054903205647e-02 2.845573728026938760e-03 1.089485202245268729e-02 1.120709237490664228e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+05 1.453201410403649751e-02 1.453246559015727510e-02 1.453006600213838616e-02 1.452816867947558967e-02 1.452942458609022061e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.453201410403649751e-02 1.274971539798794122e-02 6.520191926398741407e-03 1.046185893227520938e-02 7.151314581557525855e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+05 1.429929655713145682e-02 1.430005477501894266e-02 1.429795749298355158e-02 1.429593570523211322e-02 1.429681426033217566e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.429929655713145682e-02 1.284870581198978463e-02 8.841156057817279798e-03 8.162389166076901292e-03 3.015411292074859483e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+06 1.283103150756040138e-02 1.283208359801152332e-02 1.283058448558312310e-02 1.282862934017146503e-02 1.282894990015053145e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.283103150756040138e-02 1.324083373033348512e-02 9.990951223566663097e-03 4.941558485140674570e-03 1.425920161013491557e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+06 1.029530226054504310e-02 1.029652775852805090e-02 1.029576051502721461e-02 1.029407300584542044e-02 1.029382302542663358e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.029530226054504310e-02 1.366524947513011318e-02 1.049692394128845345e-02 1.769329229469100663e-03 1.658434537683691271e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+06 7.352134169572798264e-03 7.353412022690588266e-03 7.353340339517287425e-03 7.352019619093709026e-03 7.351295159040018880e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.352134169572798264e-03 1.361980981105107014e-02 1.088397763536295103e-02 7.398064758206185539e-04 1.526537897274663109e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000000e+06 4.847759120331466241e-03 4.849043410887097713e-03 4.849533197562413966e-03 4.848544382640393099e-03 4.847458491535944561e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.847759120331466241e-03 1.272749710819756803e-02 1.138672447269069299e-02 2.457815137987781704e-03 2.872862452616391097e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000000e+06 3.398854185776888429e-03 3.400166783251334056e-03 3.401074549327475025e-03 3.400309320665481812e-03 3.398940188004247187e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.398854185776888429e-03 1.099088512550237470e-02 1.187262785612954764e-02 3.626793301976156438e-03 1.333484441086442993e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+06 3.128981826420058551e-03 3.130345608163392131e-03 3.131554256295552424e-03 3.130919195814640347e-03 3.129327606550068742e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.128981826420058551e-03 8.830658880999660287e-03 1.199316739640641019e-02 4.591329895973671020e-03 2.777856295083067344e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
