2.000000000000000000e+05 1.306121684823985558e-02 1.306163989004678963e-02 1.305961438766535185e-02 1.305797073129419048e-02 1.305900562987007997e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.306121684823985558e-02 1.040247849941006338e-02 2.025958925408631248e-03 8.854783248753227837e-03 1.430468599212006593e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+05 1.386089667431704593e-02 1.386119033646711698e-02 1.385884551906128685e-02 1.385713890624014344e-02 1.385845506170735493e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.386089667431704593e-02 1.257072922992563679e-02 2.626360574570426286e-03 1.080631653733304075e-02 1.135065953097873746e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+05 1.450850408282945876e-02 1.450894482063692231e-02 1.450653819089115122e-02 1.450464736788766376e-02 1.450591422886354787e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.450850408282945876e-02 1.274833322954577533e-02 6.339519035653599054e-03 1.045432075031082347e-02 7.325342079915959578e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+05 1.430861076792774855e-02 1.430935660593109747e-02 1.430724474449860360e-02 1.430522654709348064e-02 1.430612183959849119e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.430861076792774855e-02 1.284057841630507034e-02 8.705529203559417631e-03 8.215286064519313966e-03 3.186124523854960092e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+06 1.288018323103420036e-02 1.288122529820073456e-02 1.287970699880260431e-02 1.287775031222181815e-02 1.287808912451739868e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.288018323103420036e-02 1.322509977240790557e-02 9.891312904562800726e-03 5.024112259065732257e-03 6.143981474917381882e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+06 1.037482173797965590e-02 1.037604092515946770e-02 1.037525381592742553e-02 1.037356064553605385e-02 1.037332711406052134e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.037482173797965590e-02 1.365330114875784248e-02 1.041723846941022130e-02 1.854320256189481968e-03 1.571672389145242158e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+06 7.440378768708656720e-03 7.441652647110167523e-03 7.441563075454240075e-03 7.440235550003292814e-03 7.439524873712965135e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.440378768708656720e-03 1.362587823227779694e-02 1.081128041829547935e-02 6.675139115005731573e-04 1.485767014888946663e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000000e+06 4.921569829934014512e-03 4.922850175801722454e-03 4.923324361878767159e-03 4.922330090710747875e-03 4.921256509817030327e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.921569829934014512e-03 1.275935008205910000e-02 1.131746612249480595e-02 2.400135868221113782e-03 2.761889021217939525e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000000e+06 3.444491386432071284e-03 3.445799028262392684e-03 3.446692372984252756e-03 3.445923409149076640e-03 3.444566445842824932e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.444491386432071284e-03 1.104467372959596141e-02 1.181238671966867125e-02 3.577456507148195092e-03 1.333258804611266645e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+06 3.146439551045652691e-03 3.147798183809616662e-03 3.148993029481382284e-03 3.148354799455963145e-03 3.146775102072977334e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.146439551045652691e-03 8.892329266378073277e-03 1.195099924363335515e-02 4.543625073450384584e-03 2.778458736187545530e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
