2.000000000000000000e+05 4.880881197141716255e-03 5.042486891834269298e-03 5.204092580509895802e-03 5.365698263348458834e-03 5.527303939915145618e-03 5.688909610316914001e-03 5.850515274646313213e-03 6.012120933254627361e-03 6.173726585749390872e-03 6.335332231889333199e-03
4.000000000000000000e+05 4.776717863942903965e-03 4.938265674772701098e-03 5.099813465138432027e-03 5.261361234676442331e-03 5.422908983972301797e-03 5.584456712549435917e-03 5.746004420491954492e-03 5.907552107834780977e-03 6.069099774711503824e-03 6.230647421151952470e-03
6.000000000000000000e+05 4.627372092613950619e-03 4.788884001785966536e-03 4.950395915150681593e-03 5.111907833119815926e-03 5.273419755419599814e-03 5.434931682274327797e-03 5.596443613640149535e-03 5.757955549590017957e-03 5.919467490097158474e-03 6.080979435124317899e-03
8.000000000000000000e+05 4.576637390472751941e-03 4.738228321210917818e-03 4.899819351420883415e-03 5.061410481059720398e-03 5.223001710228564014e-03 5.384593039095780451e-03 5.546184467655403127e-03 5.707775995977135836e-03 5.869367624065780289e-03 6.030959352070494953e-03
1.000000000000000000e+06 4.736225746623822820e-03 4.898040031303302171e-03 5.059854540937230687e-03 5.221669275613851149e-03 5.383484235307201687e-03 5.545299420134280725e-03 5.707114830165053998e-03 5.868930465482292101e-03 6.030746325918356562e-03 6.192562411784893056e-03
1.200000000000000000e+06 5.122151170627524397e-03 5.284262162952412488e-03 5.446373434171740240e-03 5.608484984157257811e-03 5.770596812802832216e-03 5.932708920160463528e-03 6.094821306107915324e-03 6.256933970611814125e-03 6.419046913582714987e-03 6.581160135010723049e-03
1.400000000000000000e+06 5.643383384686229132e-03 5.805725987069475062e-03 5.968068760916357685e-03 6.130411706116948439e-03 6.292754822353766042e-03 6.455098109376849851e-03 6.617441566954200549e-03 6.779785194827210766e-03 6.942128992737770128e-03 7.104472960508428567e-03
1.600000000000000000e+06 6.147370607275952706e-03 6.309758455323026191e-03 6.472146217839327108e-03 6.634533894337510049e-03 6.796921484442282335e-03 6.959308987889671963e-03 7.121696404221002433e-03 7.284083733137231703e-03 7.446470974222757326e-03 7.608858127147104938e-03
1.800000000000000000e+06 6.495744225512802353e-03 6.657966394835642884e-03 6.820188203482992206e-03 6.982409651278155722e-03 7.144630737927379696e-03 7.306851463139109153e-03 7.469071826669905143e-03 7.631291828249943572e-03 7.793511467662691920e-03 7.955730744566276089e-03
2.000000000000000000e+06 6.626640053198090512e-03 6.788574264138820535e-03 6.950507990525686512e-03 7.112441232363111120e-03 7.274373989753890601e-03 7.436306262753554323e-03 7.598238051428226475e-03 7.760169355901657025e-03 7.922100176062783772e-03 8.084030512155964202e-03
2.200000000000000000e+06 6.570169002619063656e-03 6.731835861147211948e-03 6.893502340438267990e-03 7.055168440843170678e-03 7.216834162850017421e-03 7.378499506844673171e-03 7.540164473256604286e-03 7.701829062522261987e-03 7.863493275093337911e-03 8.025157111326697637e-03
2.400000000000000000e+06 6.414701830459331594e-03 6.576228442875241623e-03 6.737754931483844363e-03 6.899281296810368114e-03 7.060807539458231231e-03 7.222333659872334777e-03 7.383859658658426840e-03 7.545385536370449731e-03 7.706911293519272572e-03 7.868436930663106829e-03
2.600000000000000000e+06 6.250667117380250166e-03 6.412191675333843779e-03 6.573716330481872185e-03 6.735241083111972483e-03 6.896765933518764040e-03 7.058290881993463557e-03 7.219815928739173327e-03 7.381341074125375573e-03 7.542866318377558325e-03 7.704391661795715988e-03
2.800000000000000000e+06 6.126839590186219583e-03 6.288425189326018669e-03 6.450010920142355483e-03 6.611596782453125695e-03 6.773182776056263510e-03 6.934768900802924449e-03 7.096355156462772797e-03 7.257941542874656211e-03 7.419528059855968159e-03 7.581114707188680787e-03
3.000000000000000000e+06 6.041051083324166550e-03 6.202666571204395324e-03 6.364282045484520416e-03 6.525897505730390846e-03 6.687512951503662810e-03 6.849128382356371725e-03 7.010743797831858574e-03 7.172359197484328916e-03 7.333974580863801551e-03 7.495589947572754187e-03
3.200000000000000000e+06 5.964091651686903583e-03 6.125668467688519768e-03 6.287245121751621271e-03 6.448821613704785322e-03 6.610397943387652346e-03 6.771974110650917297e-03 6.933550115368998339e-03 7.095125957342534109e-03 7.256701636447105905e-03 7.418277152530645263e-03
3.400000000000000000e+06 5.875868878210894868e-03 6.037387462659355233e-03 6.198905949036673246e-03 6.360424337937934519e-03 6.521942629931796152e-03 6.683460825670181973e-03 6.844978925740373941e-03 7.006496930737459404e-03 7.168014841265428309e-03 7.329532657976755260e-03
3.600000000000000000e+06 5.787837722482962015e-03 5.949375148539871178e-03 6.110912823507872599e-03 6.272450748664559761e-03 6.433988925324390755e-03 6.595527354734303030e-03 6.757066038137482696e-03 6.918604976831702405e-03 7.080144172096236588e-03 7.241683625183585951e-03
3.800000000000000000e+06 5.737831817586587502e-03 5.899531002532151965e-03 6.061230901213558557e-03 6.222931514792511692e-03 6.384632844417111215e-03 6.546334891267316901e-03 6.708037656522233307e-03 6.869741141278982825e-03 7.031445346753309109e-03 7.193150274057038933e-03
4.000000000000000000e+06 5.763260802586329945e-03 5.925238663138006519e-03 6.087217499102349529e-03 6.249197310510673335e-03 6.411178097379859400e-03 6.573159859706531084e-03 6.735142597506521209e-03 6.897126310802297912e-03 7.059110999544500505e-03 7.221096663756412445e-03
4.200000000000000000e+06 5.872388175181556848e-03 6.034644888070456181e-03 6.196902374558683341e-03 6.359160632969412114e-03 6.521419661638238642e-03 6.683679458867714321e-03 6.845940022984563916e-03 7.008201352270275811e-03 7.170463445017646181e-03 7.332726299544530153e-03
4.400000000000000000e+06 6.033510870960413774e-03 6.195905986379366022e-03 6.358301221198952614e-03 6.520696572599805549e-03 6.683092037734194961e-03 6.845487613774708935e-03 7.007883297922513390e-03 7.170279087316752675e-03 7.332674979177219304e-03 7.495070970631204262e-03
4.600000000000000000e+06 6.189519895456690665e-03 6.351838525440746744e-03 6.514156489567426642e-03 6.676473785355565779e-03 6.838790410330478770e-03 7.001106362024362741e-03 7.163421638004441490e-03 7.325736235770922977e-03 7.488050152911075730e-03 7.650363386940696800e-03
4.800000000000000000e+06 6.288221988627725779e-03 6.450290684598149020e-03 6.612358233862711786e-03 6.774424635812562566e-03 6.936489889761432610e-03 7.098553995099694987e-03 7.260616951209959008e-03 7.422678757462417704e-03 7.584739413273054731e-03 7.746798918033600580e-03
5.000000000000000000e+06 6.308340652905218560e-03 6.470115481988713071e-03 6.631889238264038894e-03 6.793661923318729083e-03 6.955433538698218426e-03 7.117204086000472607e-03 7.278973566794022521e-03 7.440741982694156799e-03 7.602509335262700764e-03 7.764275626157037848e-03
5.200000000000000000e+06 6.265163107711571241e-03 6.426733356711383099e-03 6.588303054147578997e-03 6.749872202714188828e-03 6.911440805147867246e-03 7.073008864175062659e-03 7.234576382471714397e-03 7.396143362773045099e-03 7.557709807799592103e-03 7.719275720255950636e-03
5.400000000000000000e+06 6.194741284393153261e-03 6.356253094464299307e-03 6.517764937969752759e-03 6.679276816916168875e-03 6.840788733376086846e-03 7.002300689334084102e-03 7.163812686871495750e-03 7.325324727946340604e-03 7.486836814582175335e-03 7.648348948798591035e-03
5.600000000000000000e+06 6.129379023982411447e-03 6.290936216610716787e-03 6.452493705703776783e-03 6.614051491384660524e-03 6.775609573724879382e-03 6.937167952818397258e-03 7.098726628722755796e-03 7.260285601509302439e-03 7.421844871231920299e-03 7.583404437939503424e-03
