2.000000000000000000e+05 1.014541833919822313e-02 1.017238067670885385e-02 9.978489053571102524e-03 1.574843307458373767e-02 1.580130889256397414e-02 1.556780495451283094e-02
4.000000000000000000e+05 1.077833077111179511e-02 1.080553817854321141e-02 1.052176420876159597e-02 1.672546741295271103e-02 1.678029041257410314e-02 1.643911633546624174e-02
6.000000000000000000e+05 1.125169777926969539e-02 1.129521759077169347e-02 1.108668193389622872e-02 1.746186618325843917e-02 1.754328607555323549e-02 1.729996115518151953e-02
8.000000000000000000e+05 1.103419795021356488e-02 1.110057941691527938e-02 1.111509981295996131e-02 1.714546594546249164e-02 1.726247730005867065e-02 1.729974418821453655e-02
1.000000000000000000e+06 9.860330663500819007e-03 9.941178704269462360e-03 1.023811224614246812e-02 1.535655342495697608e-02 1.549421640689019157e-02 1.588600152778439287e-02
1.200000000000000000e+06 7.884781073262178003e-03 7.959350397236218330e-03 8.481181706005591625e-03 1.231080833382846261e-02 1.243432346901022015e-02 1.310871634864228981e-02
1.400000000000000000e+06 5.629609891821829755e-03 5.674871423403965269e-03 6.275068691395489437e-03 8.804279086272830818e-03 8.875409338480260216e-03 9.645659938147458159e-03
1.600000000000000000e+06 3.737944583412318011e-03 3.740892549340933421e-03 4.256424477508844936e-03 5.846523619045329058e-03 5.844430732322798173e-03 6.500897426832962477e-03
1.800000000000000000e+06 2.663245223928760366e-03 2.627515380823234464e-03 2.955311843683011870e-03 4.160179302633429561e-03 4.092487801792772488e-03 4.504218035869093223e-03
2.000000000000000000e+06 2.483834085422684419e-03 2.426235316117294344e-03 2.557339987796847843e-03 3.871830237853922906e-03 3.767818818238913292e-03 3.926975508628878682e-03
2.200000000000000000e+06 2.943417432125107654e-03 2.883519812635865903e-03 2.881510956847024244e-03 4.579501343963413885e-03 4.471992512752767483e-03 4.462628223680552113e-03
2.400000000000000000e+06 3.652271474174146031e-03 3.602236799310194401e-03 3.551303016049205379e-03 5.677377247334419383e-03 5.586372210847718664e-03 5.516219648499973496e-03
2.600000000000000000e+06 4.301482365109886470e-03 4.261563447490513724e-03 4.219963922276555660e-03 6.687291647731505306e-03 6.613433052603907500e-03 6.556200485460173671e-03
2.800000000000000000e+06 4.776792342583981339e-03 4.737973214407019407e-03 4.719228397839969093e-03 7.429213856732405988e-03 7.358265332209578541e-03 7.331331866525911747e-03
3.000000000000000000e+06 5.136516632826222672e-03 5.088158878518423550e-03 5.073448754616547568e-03 7.988660053542815873e-03 7.903440348985915978e-03 7.883279031548184185e-03
3.200000000000000000e+06 5.492350846158951944e-03 5.430145547813299001e-03 5.398496108445542500e-03 8.538364636516925649e-03 8.431068511342600102e-03 8.390479701280418451e-03
3.400000000000000000e+06 5.882094499953091117e-03 5.811607972517171712e-03 5.765286229201455233e-03 9.143614966448478099e-03 9.021328431422795391e-03 8.961243169660652527e-03
3.600000000000000000e+06 6.219081467700371922e-03 6.153362895245534717e-03 6.121728845092390056e-03 9.679789203742208276e-03 9.561084014573780626e-03 9.516243093832810196e-03
3.800000000000000000e+06 6.343027344907535905e-03 6.296499093459723140e-03 6.318087217599202554e-03 9.901912895556612068e-03 9.808247939927234108e-03 9.826405447938748455e-03
4.000000000000000000e+06 6.130498098164447775e-03 6.112793505775043421e-03 6.208942931869299887e-03 9.607902677727630722e-03 9.555153678052477270e-03 9.665215250479057205e-03
4.200000000000000000e+06 5.592424561073892561e-03 5.605072910318905331e-03 5.762300130462251826e-03 8.793703890908510096e-03 8.787420482121164819e-03 8.976282127885636467e-03
4.400000000000000000e+06 4.894245222918265636e-03 4.931429999363820191e-03 5.104941214908506782e-03 7.701250311564019138e-03 7.737035054709677506e-03 7.951403879510366562e-03
4.600000000000000000e+06 4.277952581216257211e-03 4.330393228209982251e-03 4.468116140218410942e-03 6.709652169234848335e-03 6.777564353147602985e-03 6.953002711207322863e-03
4.800000000000000000e+06 3.933894942282931649e-03 3.993041622243084440e-03 4.063859217320180475e-03 6.130383728587961330e-03 6.219794586397280403e-03 6.317009996137543278e-03
5.000000000000000000e+06 3.911289864455908850e-03 3.971289526502415693e-03 3.977649619913287138e-03 6.055577241708524211e-03 6.157182322969846806e-03 6.178273335084877999e-03
5.200000000000000000e+06 4.122093442924714551e-03 4.179361006946912156e-03 4.148204542816473148e-03 6.358589220335528029e-03 6.463712862519762140e-03 6.440447069174753784e-03
5.400000000000000000e+06 4.418950038902737416e-03 4.471114590143853915e-03 4.433028040362383890e-03 6.814153777867451751e-03 6.914132396904061617e-03 6.882315551604627386e-03
5.600000000000000000e+06 4.686174149593238386e-03 4.732022420553257808e-03 4.703329807533716128e-03 7.238191565356349999e-03 7.326059529430931604e-03 7.304368760724817659e-03
5.800000000000000000e+06 4.889792521156467384e-03 4.930272748730595185e-03 4.908078730117112348e-03 7.567062602814865133e-03 7.641096908291159298e-03 7.625533369982550984e-03
6.000000000000000000e+06 5.064897635815354855e-03 5.103763044915006486e-03 5.075277742570266128e-03 7.844994823263026426e-03 7.911048849105524125e-03 7.886272829360017889e-03
6.200000000000000000e+06 5.257644396030433827e-03 5.300168731918017580e-03 5.258515522525375463e-03 8.141424307165396820e-03 8.210761878767290287e-03 8.169143845650157776e-03
6.400000000000000000e+06 5.467474198909622225e-03 5.517134979925176520e-03 5.471671703730680500e-03 8.462734130149182632e-03 8.545187822700391414e-03 8.499123996097186426e-03
6.600000000000000000e+06 5.631556041165198222e-03 5.686401026127860074e-03 5.660237500114140459e-03 8.722446750667172538e-03 8.818456642240370819e-03 8.797164681511931636e-03
6.800000000000000000e+06 5.660540224801995091e-03 5.711652333156397657e-03 5.728277120200013506e-03 8.787493353139554444e-03 8.883730184151379314e-03 8.916908631966558377e-03
7.000000000000000000e+06 5.500346585852626535e-03 5.534131570654921180e-03 5.601689534303998588e-03 8.568082829996810298e-03 8.640117533731806257e-03 8.738264723200085682e-03
7.200000000000000000e+06 5.179031656232999103e-03 5.183189022991444191e-03 5.286532145056925709e-03 8.093999492512472804e-03 8.116696491923390544e-03 8.260160247699306277e-03
7.400000000000000000e+06 4.804684286237744482e-03 4.774983587391875596e-03 4.881865198549033974e-03 7.522274031117054914e-03 7.483470884125579051e-03 7.629559001096498927e-03
7.600000000000000000e+06 4.510568255223211011e-03 4.453857166529143208e-03 4.532301123210498960e-03 7.059174930348159280e-03 6.967404745808116612e-03 7.073430959108824821e-03
7.800000000000000000e+06 4.383805500535198525e-03 4.314717535321386209e-03 4.349489674868348490e-03 6.847028954409253680e-03 6.726861985836608306e-03 6.772709885079843638e-03
8.000000000000000000e+06 4.427549607404390915e-03 4.361026349931722106e-03 4.358086095792823057e-03 6.899466765094082639e-03 6.778044055790291220e-03 6.772068288035807022e-03
8.200000000000000000e+06 4.577429631515860485e-03 4.521776617685809539e-03 4.499867544338993428e-03 7.122947438351196620e-03 7.017126530586605300e-03 6.984690971267295753e-03
8.400000000000000000e+06 4.752501004134703985e-03 4.706564710130249629e-03 4.683676784387346206e-03 7.393367276705158433e-03 7.304067303676357523e-03 7.269819131465850640e-03
8.600000000000000000e+06 4.903691952377557846e-03 4.859127226957921618e-03 4.842771169612790881e-03 7.630739836100229080e-03 7.545850608682389861e-03 7.520984105020328027e-03
8.800000000000000000e+06 5.030957876191559375e-03 4.978144673703830889e-03 4.964618125958368371e-03 7.829345791995609427e-03 7.732922144581098542e-03 7.713519407258030529e-03
9.000000000000000000e+06 5.162391293965073319e-03 5.096720651049580462e-03 5.078641314748674231e-03 8.031034356161745325e-03 7.913733834788824056e-03 7.889705226480546452e-03
9.200000000000000000e+06 5.313737046854246845e-03 5.238749335328643335e-03 5.214614643017032210e-03 8.265164232273060352e-03 8.130077425321848364e-03 8.097495232268601614e-03
9.400000000000000000e+06 5.459811921271872336e-03 5.385790881773535807e-03 5.364172612893137668e-03 8.501296707921403989e-03 8.362566311824472590e-03 8.330055456402255670e-03
9.600000000000000000e+06 5.539283525406887149e-03 5.478753948176939143e-03 5.474126617808554481e-03 8.649401186893035040e-03 8.525907265320032541e-03 8.510837952182822436e-03
9.800000000000000000e+06 5.490282354522496404e-03 5.453108905438067318e-03 5.476233678743889707e-03 8.608117531444497983e-03 8.516474412557459989e-03 8.533896683020973997e-03
1.000000000000000000e+07 5.294490960161760650e-03 5.284751138016209430e-03 5.333976331533491454e-03 8.332833104015887477e-03 8.282693034176343005e-03 8.334054409695789908e-03
