Iref,0 Ex,0 Ey,1 Ex,1 Ey,2 Ex,2 Ey,3 Ex,3 Ey,4 Ex,4 Ey,5 Ex,5 Ey,6 Ex,6 Ey,7 Ex,7 Ey,8 Ex,8 Ey,9 Ex,9 Ey
12600000.0,(0.9831353980555803-0.002475472978266559j),(-0.17754957313398828-0.04375854419062318j),(0.9835120743990149+0.03433101240697366j),(-0.17754957313398645-0.0012369981844783302j),(0.9840878750454835+0.00030183834233462204j),(-0.1775495731339856-0.0068638289697594305j),(0.9835398977678467-0.025564203553160005j),(-0.17754957313398673-0.021723030671631248j),(0.9826412947519467-0.04408026178377035j),(-0.17754957313398373+0.030808528613599277j),(0.9837769951263703+0.00634000471919252j),(-0.17754957313398761+0.02487523399560084j),(0.9834180997563018-0.00774641217821917j),(-0.17754957313398595-0.03612455170805917j),(0.9840936144829221+0.0032819635360539752j),(-0.17754957313398212+0.005013553163241057j),(0.9832758967999654-0.021987106133641916j),(-0.17754957313398834+0.034076780982771615j),(0.9835051754774603-0.025458160257314937j),(-0.1775495731339887-0.023358102478406438j)
12800000.0,(0.9946965345249783-0.0025047412368506203j),(0.092803127226793-0.04427313007465715j),(0.9950776466878422+0.034734568471300284j),(0.09280312722679376-0.0012515536612347031j),(0.9956602129930651+0.0003052294899114847j),(0.09280312722679585-0.006944542377300727j),(0.9951057876264107-0.02586498293592415j),(0.09280312722679589-0.021978481781520592j),(0.9941966146776262-0.044598779783822456j),(0.09280312722679754+0.031170816104237876j),(0.9953456781664409+0.006414401453187982j),(0.09280312722679283+0.025167756766390846j),(0.9949825600586282-0.007837664027452803j),(0.09280312722679451-0.03654936077458454j),(0.9956660203638336+0.0033203994238713173j),(0.09280312722679764+0.005072515329330105j),(0.9948386826471068-0.022245820792469194j),(0.09280312722679428+0.03447750770452526j),(0.9950706570657589-0.025757692626032103j),(0.09280312722678954-0.02363277995818596j)
13000000.0,(0.9334215071538375-0.002350564197978337j),(0.35636036422566425-0.04154582564754157j),(0.9337791464814915+0.03259473968979408j),(0.3563603642256639-0.0011744526272026486j),(0.9343258216408651+0.00028630794962063665j),(0.35636036422566814-0.006516735455830223j),(0.9338055468492698-0.02427177419033303j),(0.35636036422566897-0.020624559372700517j),(0.9329523778411288-0.04185153686109462j),(0.3563603642256691+0.02925064684865662j),(0.9340306630350704+0.006019144507717776j),(0.35636036422566425+0.023617392061396784j),(0.933689912502698-0.0073549695525501665j),(0.3563603642256653-0.034297849957403245j),(0.9343312714771462+0.0031157385207286814j),(0.35636036422566825+0.00476005372630795j),(0.9335548958093515-0.020875558526303906j),(0.35636036422566747+0.03235364530830209j),(0.9337725804442322-0.02417109307288418j),(0.35636036422565814-0.022176949030231197j)
13200000.0,(0.8037971497096417-0.0020242304405078872j),(0.5938232888540034-0.03577633622248977j),(0.804105126289186+0.02806821493171715j),(0.5938232888540022-0.0010113405558648519j),(0.804575881643548+0.0002464602131976119j),(0.5938232888540069-0.005611734009331148j),(0.8041278554599526-0.02090123827422473j),(0.5938232888540088-0.01776040359079424j),(0.8033931634138919-0.03603969756322984j),(0.5938232888540077+0.025188624477875912j),(0.80432171156227+0.005183177351354945j),(0.5938232888540018+0.02033766470872863j),(0.8040282810877362-0.0063336728536642975j),(0.5938232888540036-0.029534884848261316j),(0.8045805746532044+0.0026829679953228112j),(0.593823288854005+0.00409904832423881j),(0.8039120114667407-0.0179766551440624j),(0.5938232888540073+0.027860712716252775j),(0.8040994671671926-0.02081453859969185j),(0.5938232888539942-0.01909721204864694j)
13400000.0,(0.6153151419897397-0.0015496342933544842j),(0.7878037952399031-0.027387129589561916j),(0.61555090237982+0.021486448044294407j),(0.7878037952399007-0.0007741610157477839j),(0.6159112685060457+0.0001886054243001923j),(0.7878037952399062-0.004295806177764944j),(0.6155682986315839-0.01600017971064355j),(0.787803795239909-0.01359574067481292j),(0.6150058811668071-0.02758882965687795j),(0.7878037952399066+0.019282188772262968j),(0.6157166978761045+0.003967714582243278j),(0.7878037952399004+0.015568731258150868j),(0.6154920749828828-0.004848556572135301j),(0.7878037952399025-0.022609231032484904j),(0.6159148608096245+0.0020537785724383277j),(0.7878037952399022+0.0031379010305795695j),(0.6154030660505261-0.01376138010601552j),(0.7878037952399074+0.021327702844960807j),(0.6155465671776668-0.01593380994406858j),(0.7878037952398914-0.014619081089523398j)
13600000.0,(0.3817769863526756-0.0009615262325530678j),(0.92409775622677-0.01699250102767811j),(0.381923265036389+0.013331387264608856j),(0.9240977562267668-0.00048028111156479987j),(0.3821468557641041+0.00011698157833966733j),(0.9240977562267736-0.0026653099857048518j),(0.38193405724805907-0.009927474498383744j),(0.9240977562267771-0.008435525859273861j),(0.3815850972825087-0.017117742189789845j),(0.9240977562267736+0.01196383578212248j),(0.3820261313578159+0.0024617594726684972j),(0.9240977562267668+0.009659794639629495j),(0.38188676520147424-0.003008366016599675j),(0.9240977562267695-0.014028015906221596j),(0.38214908407440784+0.0012742439482759625j),(0.9240977562267679+0.0019469914863317111j),(0.38183153443484275-0.00853839324689664j),(0.9240977562267754+0.013232992265441904j),(0.38192057391563666-0.009886294456137297j),(0.9240977562267574-0.009070464942737562j)
13800000.0,(0.12028339936213106-0.00030296836334558j),(0.9927251135589789-0.005353591833100952j),(0.12032948299697098+0.004200184723415551j),(0.9927251135589749-0.00015121979036972905j),(0.1203999275306068+3.683512825257071e-05j),(0.9927251135589815-0.0008396375718723097j),(0.12033288373926596-0.0031277916590501578j),(0.9927251135589853-0.002657613174303068j),(0.12022293389477282-0.005393173565626403j),(0.9927251135589814+0.0037694485111071617j),(0.12036188875163943+0.0007755866783174196j),(0.9927251135589744+0.0030435339486325815j),(0.12031798564190181-0.0009478464092328581j),(0.9927251135589781-0.004419594519190173j),(0.1204006284311316+0.0004014469972432812j),(0.9927251135589747+0.0006135235530919441j),(0.12030057714293259-0.002690143377359691j),(0.9927251135589839+0.004169312310322276j),(0.12032863584612945-0.0031148166511717063j),(0.9927251135589655-0.002857658148514901j)
14000000.0,(-0.1500178796802078+0.000377818695881358j),(0.9886606627657913+0.00667734486806083j),(-0.1500753677886983-0.005238529807825907j),(0.988660662765787+0.0001889278673028079j),(-0.15016322612163213-4.59632697638792e-05j),(0.9886606627657939+0.0010475272411933519j),(-0.15007960458562813+0.003900967345601844j),(0.9886606627657979+0.0033149127273167864j),(-0.1499424930590458+0.006726352409133949j),(0.9886606627657937-0.004700942852880051j),(-0.15011579450003942-0.0009673326538950245j),(0.9886606627657867-0.003795578264015883j),(-0.15006101844922656+0.0011821236808279498j),(0.9886606627657911+0.005512461408757544j),(-0.15016410421099957-0.0005007001784596906j),(0.988660662765786-0.0007648601438364447j),(-0.15003933007919854+0.003355136254664352j),(0.9886606627657961-0.005199653382448974j),(-0.1500743059824496+0.003884787310003003j),(0.9886606627657784+0.0035644097183707858j)
14200000.0,(-0.4093341725276669+0.0010309866490402497j),(0.9122020212320517+0.018219349930193765j),(-0.409491025170866-0.014293609098665984j),(0.9122020212320476+0.0005152549923204859j),(-0.4097307513234435-0.0001253487279451633j),(0.9122020212320541+0.002857997880125344j),(-0.40950258619641355+0.010644127107556571j),(0.912202021232058+0.009044716735636083j),(-0.40912845296863015+0.01835339141300245j),(0.9122020212320537-0.012827097855577178j),(-0.4096013230723961-0.002639372095586774j),(0.9122020212320466-0.010356751254293275j),(-0.40945187744056305+0.003225580250748032j),(0.9122020212320521+0.015040882178291949j),(-0.4097331443696249-0.0013661362768160146j),(0.912202021232046-0.002087228045384594j),(-0.40939268043227717+0.009154785037172972j),(0.9122020212320558-0.014187866776213897j),(-0.4094881290776624+0.010599976884256597j),(0.9122020212320404+0.009725486043553843j)
14400000.0,(-0.6386771712193534+0.0016087095408811106j),(0.7689478353913408+0.028427265986581143j),(-0.6389219053541825-0.0223019974778158j),(0.7689478353913366+0.000803866714209794j),(-0.6392959437651375-0.00019550632428830955j),(0.7689478353913433+0.004459203665768089j),(-0.638939940862635+0.01660792502992396j),(0.7689478353913467+0.014112236933568365j),(-0.6383561813744497+0.028636561189209046j),(0.7689478353913427-0.020013982584697155j),(-0.6390939968345787-0.004118095418861248j),(0.7689478353913369-0.016159546241680086j),(-0.6388608232960231+0.005032894153357826j),(0.7689478353913421+0.02346795407737336j),(-0.6392996768105006-0.0021314882015059412j),(0.7689478353913359-0.003256750320019425j),(-0.6387684524156385+0.01428412850308926j),(0.7689478353913449-0.022137170235909262j),(-0.6389173838371076+0.016539037579095812j),(0.7689478353913324+0.015174429192084504j)
14600000.0,(-0.8212533474343446+0.0020686856939650927j),(0.5693878225492709+0.03655362366896717j),(-0.8215680450174314-0.0286772828476927j),(0.5693878225492672+0.0010336298452716785j),(-0.8220490051136033-0.0002512969921757359j),(0.5693878225492726+0.005733897235345027j),(-0.8215912310592903+0.021355666751313257j),(0.5693878225492754+0.01814640680797733j),(-0.8208405905074988+0.03682288349090722j),(0.5693878225492723-0.025735340733381195j),(-0.8217893276132819-0.005295222022715521j),(0.5693878225492668-0.020779056296850465j),(-0.8214894987405996+0.006471727521797432j),(0.5693878225492733+0.03017660911607127j),(-0.8220538050867288-0.0027407116200157547j),(0.5693878225492658-0.004187789176829276j),(-0.8213707178806683+0.01836757481087458j),(0.5693878225492734-0.028465479790737772j),(-0.8215622258476915+0.021267086405616725j),(0.5693878225492648+0.019512243129272522j)
14800000.0,(-0.9436936504669271+0.00237723514469676j),(0.32813466645477835+0.04200337468481279j),(-0.9440552704851928-0.0329526365098994j),(0.3281346664547753+0.0011877203430205128j),(-0.9446079323508316-0.00028863390998804363j),(0.32813466645478+0.006588739924386857j),(-0.9440819058669313+0.02453970279494084j),(0.32813466645478195+0.020851826415076512j),(-0.9432193492124543+0.04231292046464777j),(0.3281346664547799-0.029572228465626252j),(-0.9443095396969184-0.006084555811514115j),(0.32813466645477485-0.02387701994400664j),(-0.94396500883373+0.007436724061777828j),(0.3281346664547819+0.03467560952884087j),(-0.9446134480613717-0.003149194866637256j),(0.3281346664547743-0.004812169648541163j),(-0.9438285157337244+0.02110611719123358j),(0.32813466645478-0.032709407949864946j),(-0.9440485763553687+0.02443791589073947j),(0.3281346664547756+0.022421293712398625j)
15000000.0,(-0.9970324493506283+0.0025117657753380897j),(0.06285401082797523+0.04437746392988311j),(-0.9974145149761217-0.03481499653233268j),(0.06285401082797315+0.0012548552381985425j),(-0.9979984083242353-0.00030478182339354145j),(0.06285401082797622+0.006961136444531739j),(-0.9974426458475204+0.025926884962798026j),(0.06285401082797681+0.02203039289477561j),(-0.9965313330385321+0.04470466812392093j),(0.06285401082797652-0.031243691373469523j),(-0.9976831508431441-0.006428296928240165j),(0.06285401082797173-0.025226590188948766j),(-0.9973191445857702+0.007857223647345559j),(0.06285401082797913+0.03663551841483197j),(-0.9980042361778095-0.003327025676389493j),(0.0628540108279717-0.005084171667800762j),(-0.9971749339485492+0.022299228503078892j),(0.06285401082797507-0.03455819502155652j),(-0.9974074325669079+0.025819344881366994j),(0.06285401082797511+0.023688567293777784j)
15200000.0,(-0.9773640367501296+0.00246242756596902j),(-0.2070290988335593+0.043502050098119485j),(-0.9777385740789137-0.03412799159892825j),(-0.2070290988335605+0.0012301188219679168j),(-0.9783109416799927-0.00029855737775538857j),(-0.2070290988335599+0.006823818392875342j),(-0.9777661370237818+0.02541563845234912j),(-0.2070290988335599+0.021595806454479973j),(-0.9768727981457511+0.04382299284747169j),(-0.20702909883355866-0.03062733722573726j),(-0.9780019046270494-0.006301274165179785j),(-0.20702909883356352-0.024728945277073713j),(-0.9776450756245444+0.007702436328899526j),(-0.20702909883355516+0.035912822590738934j),(-0.9783166552302136-0.0032611815405608462j),(-0.20702909883356282-0.004983877895016208j),(-0.9775037072639379+0.02185954468947844j),(-0.20702909883356221-0.03387646433728604j),(-0.9777316184430667+0.025310219849697838j),(-0.20702909883355727+0.023221268539937785j)
15400000.0,(-0.8861286225006175+0.0022328338378569193j),(-0.4617526045612922+0.039441235126179204j),(-0.8864682089135352-0.030941926753208643j),(-0.46175260456129247+0.001115322594944742j),(-0.8869871374852103-0.0002704157883501347j),(-0.4617526045612908+0.006186840967573067j),(-0.8864931820645351+0.023043399602906675j),(-0.46175260456129225+0.019579889629586192j),(-0.8856832310690252+0.03973245543478894j),(-0.46175260456129036-0.027768298081002982j),(-0.8867069506361293-0.005712788133130261j),(-0.46175260456129325-0.022420524868592216j),(-0.8863834259685962+0.006983696892795209j),(-0.46175260456128614+0.03256044127380069j),(-0.8869923186589778-0.0029564832932794556j),(-0.46175260456129114-0.00451863215553288j),(-0.886255251577264+0.01981926194902533j),(-0.46175260456129386-0.03071413514307743j),(-0.8864618857834762+0.02294782179196017j),(-0.46175260456128486+0.021053615325115366j)
15600000.0,(-0.7300068749167752+0.001839796677004419j),(-0.6826645029587611+0.03249237035963626j),(-0.7302866470729361-0.025490099827721185j),(-0.6826645029587605+0.0009188726214027221j),(-0.7307141363717581-0.00022241750012143464j),(-0.6826645029587605+0.005096846680664468j),(-0.7303071981835757+0.01898387464452977j),(-0.6826645029587627+0.016130257093302885j),(-0.7296399429902021+0.03273258367909284j),(-0.6826645029587595-0.022875925513476218j),(-0.7304833169664466-0.004705930221210906j),(-0.682664502958762-0.018470361761568493j),(-0.7302167850077743+0.005753634884238183j),(-0.6826645029587547+0.026823851097153184j),(-0.730718406081447-0.002435242100873551j),(-0.682664502958759-0.0037225016916466024j),(-0.7301111901645493+0.01632777919158378j),(-0.6826645029587648-0.025302767286128444j),(-0.7302814158503959+0.018905136352235247j),(-0.6826645029587521+0.017344333143457315j)
15800000.0,(-0.5204307321624598+0.0013120959108165846j),(-0.8535886289038974+0.023164283149859573j),(-0.5206302065921772-0.018171718292415033j),(-0.8535886289038956+0.0006551540013119469j),(-0.5209349519739046-0.00015807727921820624j),(-0.8535886289038961+0.003633649982928289j),(-0.520644827221875+0.013534320178709092j),(-0.8535886289038991+0.01149950664531788j),(-0.5201691269308312+0.023335939626314414j),(-0.8535886289038951-0.01630846094673262j),(-0.5207704023498357-0.0033544272178310016j),(-0.853588628903897-0.013167704549678609j),(-0.5205803782030067+0.004102320868278029j),(-0.8535886289038904+0.01912311120574656j),(-0.5209379978749512-0.001735625704378647j),(-0.853588628903893-0.002653782606787545j),(-0.5205050951229715+0.011640758410465253j),(-0.853588628903901-0.01803860536008672j),(-0.5206264467283567+0.013478187067693478j),(-0.8535886289038862+0.012365032513074258j)
16000000.0,(-0.2727463042383344+0.000688371776385116j),(-0.9620091473750728+0.012140018226593422j),(-0.27285087722443885-0.00952266742843846j),(-0.9620091473750705+0.00034347753191061453j),(-0.27301056192043327-8.210678898462175e-05j),(-0.9620091473750713+0.0019043928898428652j),(-0.2728584932096004+0.0070937767678771226j),(-0.9620091473750747+0.0060267228631506724j),(-0.27260918042279303+0.012230587529973424j),(-0.9620091473750699-0.008546803601254396j),(-0.2729243318457814-0.001757242646125496j),(-0.9620091473750711-0.006900837538295399j),(-0.27282472836302474+0.002150671114255088j),(-0.9620091473750657+0.010022104635010524j),(-0.2730121612818575-0.0009088635486280042j),(-0.9620091473750663-0.0013907311640576697j),(-0.2727852697135427+0.006101404016525305j),(-0.9620091473750764-0.009453563891568088j),(-0.2728488604510634+0.007064359248629158j),(-0.9620091473750605+0.006480320430073646j)
16200000.0,(-0.005090161483887876+1.4295584421473995e-05j),(-0.9999870192265984+0.00022682208203420387j),(-0.005092178404073206-0.0001762703104802102j),(-0.9999870192265955+6.66568854263902e-06j),(-0.005095107662194754-6.950389450869482e-08j),(-0.9999870192265973+3.569955875108904e-05j),(-0.00509222852476938+0.0001338494595966959j),(-0.999987019226601+0.0001126477979291017j),(-0.005087558749152201+0.00022971075501737256j),(-0.9999870192265954-0.00015929687891346606j),(-0.005093511996445124-3.133013096071231e-05j),(-0.9999870192265972-0.00012864881511233167j),(-0.005091621020358011+4.1593637097585984e-05j),(-0.999987019226592+0.0001872482499493569j),(-0.005095143675425466-1.5495454126578708e-05j),(-0.9999870192265918-2.5833511555195835e-05j),(-0.005090876261349375+0.0001153319376070161j),(-0.9999870192266029-0.00017627815655784848j),(-0.005092048847498948+0.00013330170768847092j),(-0.9999870192265867+0.0001211021969796059j)
16400000.0,(0.2629387066614997-0.0006607744490678205j),(-0.9647413334485577-0.011702967241903681j),(0.26303939083268557+0.009183087047117525j),(-0.9647413334485546-0.0003306185341845694j),(0.26319343340210544+8.202676365700982e-05j),(-0.9647413334485562-0.0018355957019523075j),(0.263046913751584-0.006835825165217397j),(-0.9647413334485602-0.005809663160383701j),(0.26280659885285723-0.011787933074494168j),(-0.9647413334485542+0.00823988829925975j),(0.2631102771112367+0.0016969305619750526j),(-0.9647413334485558+0.006652971597427992j),(0.2630143186878173-0.0020704760796187403j),(-0.9647413334485518-0.009661305291979796j),(0.263194963070264+0.0008790614713904319j),(-0.9647413334485498+0.001340966566390811j),(0.26297629488180607-0.005879131313149277j),(-0.9647413334485618+0.009113927320329104j),(0.263037627199003-0.006807462947590824j),(-0.964741333448547-0.006246971401626323j)
16600000.0,(0.5117140181867558-0.0012874073364909505j),(-0.8588529380860672-0.022775796679003417j),(0.5119100282585998+0.017870069623183382j),(-0.8588529380860641-0.0006436775523428317j),(0.5122097648377084+0.00015816988049896247j),(-0.8588529380860652-0.0035724680595137547j),(0.5119245768219167-0.01330489678662825j),(-0.8588529380860688-0.011306551554211931j),(0.5114568744475306-0.022942358579767626j),(-0.858852938086063+0.016035725864694372j),(0.5120479449616466+0.003300987721395787j),(-0.8588529380860648+0.01294744304742785j),(0.5118611652194874-0.004030883449360801j),(-0.8588529380860617-0.018802400368302167j),(0.5122127478742384+0.0017093030669901794j),(-0.8588529380860583+0.0026095859814188787j),(0.5117871569627852-0.011443044786384986j),(-0.8588529380860704+0.01773678197465592j),(0.5119065040513965-0.013249701314430092j),(-0.8588529380860581-0.012157601153075508j)
16800000.0,(0.7230193232635728-0.0018197187803751617j),(-0.6900754587990517-0.03218086362212607j),(0.7232963038700577+0.025248576804065424j),(-0.690075458799049-0.0009095876550104659j),(0.7237197882494312+0.00022278372614971485j),(-0.6900754587990496-0.00504773573268457j),(0.7233168162008958-0.018799671396448052j),(-0.6900754587990526-0.015975510283126614j),(0.7226559738669084-0.032416789021782175j),(-0.6900754587990474+0.022657369582622485j),(0.7234911532602164+0.004663384474609609j),(-0.6900754587990497+0.018293856123359147j),(0.7232272306273645-0.005696079189977259j),(-0.6900754587990473-0.026566684650997856j),(0.7237240059188967+0.002414434726149479j),(-0.6900754587990432+0.003687130872558361j),(0.7231226569591174-0.016168994231599485j),(-0.690075458799054+0.025060881675379225j),(0.7232912805912814-0.018721684235371724j),(-0.690075458799045-0.017177983945187696j)
17000000.0,(0.8813818948908109-0.0022187309376687867j),(-0.47076754345365407-0.0392294865426263j),(0.8817195616477597+0.030778320631403254j),(-0.4707675434536517-0.0011088775763144106j),(0.8822357862332597+0.00027113659266866106j),(-0.4707675434536516-0.0061533728161221974j),(0.881744539154305-0.02291779721957145j),(-0.47076754345365374-0.019474656989399826j),(0.8809389469399475-0.039517464288153975j),(-0.4707675434536495+0.027619952991498175j),(0.8819570771039529+0.0056843596008093016j),(-0.47076754345365246+0.022300722518907197j),(0.8816353387623319-0.0069441305586819884j),(-0.4707675434536505-0.032385622101301775j),(0.8822409293940755+0.0029428231432420005j),(-0.4707675434536463+0.00449469871095415j),(0.8815078568426274-0.019710924715580495j),(-0.4707675434536554+0.030549922982990568j),(0.8817134105475567-0.022822728844376965j),(-0.4707675434536503-0.020940504563174964j)
17200000.0,(0.9752057116587479-0.0024552264759525513j),(-0.21698790631241632-0.04340553334908717j),(0.9755793364672961+0.034054388197000116j),(-0.21698790631241494-0.0012269542645240742j),(0.9761505028049777+0.0002996877387896769j),(-0.21698790631241335-0.006808419424192644j),(0.9756069535925462-0.02535772664609466j),(-0.21698790631241477-0.021547768223827327j),(0.9747156008052188-0.04372444105637024j),(-0.21698790631241174+0.030560093511519636j),(0.9758421271586731+0.006289152574155328j),(-0.2169879063124153+0.02467464156866709j),(0.9754861338246297-0.007683649739559792j),(-0.21698790631241396-0.035833123737049805j),(0.9761561945454037+0.0032557772138720803j),(-0.21698790631240947+0.0049731558960249425j),(0.9753450782463849-0.021809480246190446j),(-0.21698790631241646+0.03380197370214845j),(0.9755725113754077-0.02525253829390474j),(-0.2169879063124159-0.02316965413174253j)
17400000.0,(0.9976205707368763-0.0025118879403102576j),(0.052680563544643934-0.04440321490320609j),(0.9980027924734451+0.034836891250138495j),(0.05268056354464479-0.0012551714474926998j),(0.9985870790338509+0.0003063467170703112j),(0.05268056354464833-0.006964909939181918j),(0.998031030390341-0.025940796849256636j),(0.05268056354464812-0.022043041281951878j),(0.9971191861083489-0.04472966533086394j),(0.05268056354464907+0.03126250095781861j),(0.9982716168037054+0.006433477924757508j),(0.052680563544645696+0.025241784367143878j),(0.9979074375109421-0.007860485613548017j),(0.05268056354464622-0.03665674778791203j),(0.9985929022702591+0.003330381230121744j),(0.05268056354465084+0.0050874677826791195j),(0.9977631367833943-0.022310994929755773j),(0.052680563544646425+0.03457890416924748j),(0.997995796587277-0.025833190786390473j),(0.05268056354464216-0.02370220411762574j)
17600000.0,(0.9469851550945386-0.0023845657812883777j),(0.31849152504844885-0.04214947627680486j),(0.9473479831013817+0.03306853193078864j),(0.3184915250484487-0.0011914627495968476j),(0.9479026076527339+0.0002906264800933394j),(0.3184915250484536-0.006611385270237009j),(0.9473747775621231-0.02462431224877747j),(0.31849152504845424-0.02092420988222686j),(0.9465092113448896-0.04245952951103374j),(0.318491525048454+0.029675742059270795j),(0.9476031576754692+0.006106768054618002j),(0.31849152504844996+0.02396062230414832j),(0.9472574608881833-0.007461688913272037j),(0.31849152504845046-0.0347961846187713j),(0.9479081356693455+0.003161172906182892j),(0.31849152504845424+0.004829264074891448j),(0.9471204811418167-0.021178745046285367j),(0.3184915250484529+0.03282382417944166j),(0.9473413321612194-0.02452216777608588j),(0.3184915250484439-0.022499158658699666j)
17800000.0,(0.8270072181666033-0.0020825821954492674j),(0.5609811012810567-0.03680934616387804j),(0.8273240818393554+0.028878798386636432j),(0.5609811012810555-0.0010404930005037515j),(0.8278084341680131+0.0002536790525570977j),(0.5609811012810606-0.005773731939827656j),(0.827347474351138-0.021504670866323204j),(0.5609811012810624-0.018273199747237498j),(0.8265915670775312-0.03708026226483037j),(0.5609811012810612+0.025916006635874587j),(0.8275469227808974+0.005332947053285162j),(0.5609811012810555+0.020924967977651872j),(0.8272450236140338-0.006516460418777953j),(0.560981101281057-0.030387672873969086j),(0.8278132618619178+0.0027605433599319487j),(0.5609811012810587+0.004217451736535507j),(0.8271253949059109-0.018495638118278396j),(0.5609811012810607+0.028665248745089536j),(0.8273182663856404-0.021415467361252768j),(0.5609811012810482-0.019648610017513234j)
18000000.0,(0.6464720853660774-0.0016280485304643912j),(0.7623931123113422-0.028773852733856742j),(0.6467197797593137+0.022574483046354885j),(0.7623931123113397-0.0008133166563469227j),(0.6470983953445831+0.00019821115625970982j),(0.7623931123113448-0.004513286555293532j),(0.6467380610150711-0.016810305644621486j),(0.7623931123113478-0.014284129631574504j),(0.6461471638559347-0.028985756531891824j),(0.7623931123113457+0.02025859965374236j),(0.6468939708382367+0.004168678849187712j),(0.762393112311339+0.01635710581114134j),(0.6466579773758266-0.005094012762802646j),(0.7623931123113418-0.02375402346769308j),(0.647102168888223+0.002157829760653361j),(0.7623931123113411+0.00329683053850877j),(0.6465644592483808-0.014458142065248846j),(0.7623931123113459+0.022407687645124314j),(0.6467152292340366-0.016740574887480396j),(0.7623931123113306-0.015359288067058812j)
