Iref,0 Ex,0 Ey,1 Ex,1 Ey,2 Ex,2 Ey,3 Ex,3 Ey,4 Ex,4 Ey,5 Ex,5 Ey,6 Ex,6 Ey,7 Ex,7 Ey,8 Ex,8 Ey,9 Ex,9 Ey
6200000.0,(-0.8461841325892464+0.0021316413388754625j),(-0.5315537163283558+0.03766319851916723j),(-0.8465083856973377-0.0295476825442504j),(-0.5315537163283558+0.0010649242480757909j),(-0.8470039414321529-0.0002587750483142876j),(-0.531553716328355+0.005907867396521323j),(-0.8465322681329891+0.022004112062771704j),(-0.5315537163283567+0.0186971849553609j),(-0.845758832638195+0.037940868961964955j),(-0.5315537163283544-0.026516676642999677j),(-0.8467363787479393-0.005455819700156139j),(-0.5315537163283571-0.021409941604878205j),(-0.8464274514641453+0.0066683434489824825j),(-0.5315537163283499+0.031092591832444012j),(-0.8470088864154413-0.0028237632473790434j),(-0.5315537163283551-0.004315015374957551j),(-0.8463050561121621+0.018925309101593485j),(-0.5315537163283585-0.029329700607201584j),(-0.8465023826245579+0.021912841994726515j),(-0.5315537163283486+0.020104482832223495j)
6400000.0,(-0.6728288962728812+0.0016951019358078176j),(-0.7391898021535434+0.029947276268327293j),(-0.6730867278362322-0.023494172842330702j),(-0.7391898021535422+0.000846781797416438j),(-0.673480754808598-0.0002055955718618641j),(-0.739189802153542+0.004697554592191728j),(-0.6731057072313997+0.017496359636924676j),(-0.7391898021535446+0.014866764214914731j),(-0.6724907210780648+0.030168199868427666j),(-0.739189802153541-0.021084263488350696j),(-0.6732680083244411-0.004337936922516778j),(-0.7391898021535434-0.017023738024846934j),(-0.673022366645905+0.005302384082519625j),(-0.7391898021535368+0.024722764886460087j),(-0.6734846873818534-0.002245101928872136j),(-0.73918980215354-0.003431000689469851j),(-0.6729250448832861+0.015048302172135309j),(-0.7391898021535463-0.02332099819502609j),(-0.6730819442956077+0.017423787913714132j),(-0.739189802153533+0.015985751912887508j)
6600000.0,(-0.45020609464005523+0.001134463789998097j),(-0.8926990783194102+0.02003848587443602j),(-0.4503786262552224-0.01572028963456615j),(-0.8926990783194088+0.0005666405765080446j),(-0.4506422711694845-0.00013733681742200427j),(-0.892699078319409+0.0031432704445671787j),(-0.4503913112644385+0.011707469466358164j),(-0.8926990783194121+0.009947737002774008j),(-0.4499798063412274+0.02018650362380665j),(-0.8926990783194079-0.014107959875070948j),(-0.45049991943971857-0.0029023861449753562j),(-0.8926990783194096-0.011390975144886795j),(-0.45033554968620626+0.0035481847103614877j),(-0.8926990783194034+0.016542631270882246j),(-0.4506449035014759-0.0015020193692627196j),(-0.8926990783194052-0.0022957485130093375j),(-0.4502704278601019+0.010069415384012034j),(-0.8926990783194141-0.015604622513449202j),(-0.45037541092826466+0.01165891015361832j),(-0.8926990783193985+0.01069647701370567j)
6800000.0,(-0.19461717281156346+0.0004907788967957183j),(-0.9808409035678798+0.008662393765228715j),(-0.19469177211020183-0.0067952721509292255j),(-0.9808409035678773+0.0002450139150550132j),(-0.19480572884763242-5.899744617336635e-05j),(-0.9808409035678793+0.0013588268024363297j),(-0.19469723231571728+0.005061329736895085j),(-0.9808409035678828+0.0043002968187685585j),(-0.19451934071471613+0.008726684572880686j),(-0.9808409035678772-0.006098602062134129j),(-0.19474419580780308-0.0012542853123596043j),(-0.9808409035678791-0.004924109093182442j),(-0.19467313319950097+0.001534195265859982j),(-0.9808409035678733+0.007151177386366277j),(-0.19480686831726257-0.0006489278667398547j),(-0.9808409035678741-0.0009923869596162333j),(-0.19464497984965873+0.004353224826412646j),(-0.9808409035678847-0.006745601216494368j),(-0.19469035887074052+0.005040338604461349j),(-0.9808409035678682+0.004623962842589858j)
7000000.0,(0.07522249611405774-0.00018881985555019645j),(-0.997161136113144-0.0033479911935067374j),(0.07525129047280879+0.0026273489716986j),(-0.9971611361131416-9.454711617211051e-05j),(0.07529536716726835+2.368556773868751e-05j),(-0.9971611361131438-0.0005251111683509211j),(0.07525345642161924-0.0019553998519823736j),(-0.9971611361131475-0.0016620251554342724j),(0.07518470880962608-0.0033721182868296697j),(-0.9971611361131414+0.0023573287998241987j),(0.07527157548889267+0.0004856835922856257j),(-0.9971611361131434+0.0019033272097299463j),(0.0752441281020242-0.0005921114817221441j),(-0.9971611361131384-0.002763912038764397j),(0.07529580386683983+0.0002517047649687996j),(-0.9971611361131377+0.00038364613521286615j),(0.07523325141496139-0.0016817048694037356j),(-0.9971611361131492+0.0026073683791270705j),(0.07525079967394413-0.0019472856995780604j),(-0.9971611361131333-0.0017871335805549234j)
7200000.0,(0.3395540351228165-0.0008545698752987635j),(-0.9404647349579821-0.015113214359952876j),(0.3396841135512011+0.011857606244773139j),(-0.9404647349579788-0.00042717821544442994j),(0.33988299698931795+0.00010465711784435078j),(-0.9404647349579798-0.002370592878554009j),(0.33969374854480927-0.008828923412654004j),(-0.9404647349579837-0.007502640675034509j),(0.3393833958434896-0.015223976755251417j),(-0.9404647349579781+0.010640651467146853j),(0.33977562242384435+0.0021901115205107853j),(-0.9404647349579794+0.008591398266087534j),(0.3396516755371162-0.002675038455304507j),(-0.9404647349579761-0.012476609324579294j),(0.339884977750778+0.001133929465237092j),(-0.9404647349579731+0.001731591600409875j),(0.3396025651873965-0.0075934696274779535j),(-0.9404647349579854+0.011769419837296964j),(0.33968175614717244-0.008792298089904579j),(-0.9404647349579712-0.008067362717550357j)
7400000.0,(0.5790218972912903-0.0014577226097786354j),(-0.8149032661766835-0.0257717729417725j),(0.5792437337453586+0.020219617955055225j),(-0.8149032661766803-0.0007285225203330584j),(0.5795828615691984+0.00017798744633324825j),(-0.814903266176682-0.004042483679897017j),(0.5792601337200173-0.015055931220563978j),(-0.8149032661766852-0.012793873390226659j),(0.5787309014467751-0.025961044985766065j),(-0.8149032661766795+0.018144823846573555j),(0.5793997662622359+0.0037341919218536286j),(-0.8149032661766821+0.014650373528761172j),(0.5791883964991142-0.004562065012750123j),(-0.8149032661766785-0.021275706854840398j),(0.5795862412220434+0.001933145112669421j),(-0.8149032661766755+0.0029527469667082872j),(0.5791046484821508-0.012949184035981349j),(-0.8149032661766871+0.020069666607697826j),(0.5792396838139531-0.014993476557247655j),(-0.8149032661766754-0.013756857722780562j)
7600000.0,(0.7760911662113911-0.0019541130377793148j),(-0.6296709065700555-0.03454319910928405j),(0.7763885157259202+0.02710107936776917j),(-0.629670906570053-0.0009765141211100156j),(0.7768430562336276+0.00023830644430770454j),(-0.6296709065700538-0.005418360033904699j),(0.7764104812259435-0.020180454225178102j),(-0.6296709065700564-0.01714827523659859j),(0.7757011222292934-0.03479710697488858j),(-0.6296709065700515+0.024320356745188114j),(0.776597646942845+0.005004859738883361j),(-0.6296709065700541+0.019636587678426933j),(0.7763143324254989-0.006115015099434875j),(-0.6296709065700515-0.02851689490285366j),(0.7768475871738538+0.0025908290071157093j),(-0.6296709065700479+0.003957693903523662j),(0.7762020790445994-0.017356679072419764j),(-0.6296709065700582+0.026900327363166263j),(0.7763830712503133-0.02009674339069087j),(-0.6296709065700501-0.018439007967571946j)
7800000.0,(0.9163315415858713-0.0023073935438970485j),(-0.3983312045436032-0.040785209361464875j),(0.9166826297954689+0.03199809852591638j),(-0.3983312045436012-0.0011529938207685319j),(0.9172193002376959+0.00028119696304147127j),(-0.3983312045435998-0.006397473915565038j),(0.9167085538156705-0.023827252070887407j),(-0.39833120454360194-0.020246997127958223j),(0.9158710106207711-0.0410851467533179j),(-0.3983312045435983+0.028715049947768686j),(0.9169295466284084+0.00590907062786534j),(-0.39833120454360105+0.023184927795823315j),(0.916595033602987-0.0072201750339632165j),(-0.3983312045435996-0.0336699408905094j),(0.9172246505578835+0.0030588222531340433j),(-0.3983312045435947+0.00467284582931265j),(0.9164624944373986-0.020493218398992725j),(-0.3983312045436034+0.03176123048626396j),(0.916676190857382-0.023728414706164856j),(-0.3983312045435998-0.021770965148043137j)
8000000.0,(0.989473990944626-0.002491695383026557j),(-0.13782389603160292-0.04404073541827007j),(0.9898531084895889+0.03455209356549231j),(-0.13782389603160144-0.0012450388290207942j),(0.9904326121922341+0.0003035183296343023j),(-0.13782389603159864-0.006908130038858957j),(0.9898810941647113-0.02572928981734853j),(-0.13782389603159997-0.021863136525199146j),(0.9889766955125331-0.044364725743393264j),(-0.13782389603159753+0.03100710435954196j),(0.9901197310158912+0.006380614157618892j),(-0.13782389603160056+0.0250355685761858j),(0.9897585147230626-0.007796620065082676j),(-0.13782389603160014-0.036357515408683413j),(0.9904383899845017+0.0033028562437234393j),(-0.13782389603159492+0.0050458362509263775j),(0.9896153947572427-0.022129130501786706j),(-0.13782389603160108+0.034296438891714395j),(0.9898461479906845-0.025622563194916j),(-0.1378238960316024-0.02350874818554491j)
8200000.0,(0.9901626944101543-0.002493522855134283j),(0.13277549950587608-0.04407139281358777j),(0.9905420794782626+0.03457604974421341j),(0.13277549950587655-0.0012459090240159543j),(0.9911219833336224+0.00030363637246687514j),(0.13277549950587866-0.0069129357084867565j),(0.9905700790003983-0.025747291388164974j),(0.13277549950587883-0.021878352260977105j),(0.9896650490868385-0.04439569809240317j),(0.13277549950588025+0.0310286855854223j),(0.9908088848397517+0.006384962086468001j),(0.1327754995058752+0.02505299790625766j),(0.9904474158677519-0.007802139994885932j),(0.1327754995058771-0.03638282197295047j),(0.991127765385945+0.0033050620131594346j),(0.1327754995058799+0.005049353272295444j),(0.990304194853302-0.022144626221233768j),(0.132775499505877+0.03432031334085842j),(0.9905351085324579-0.025640490466418427j),(0.13277549950587167-0.023525108619234177j)
8400000.0,(0.918347222019267-0.0023127414945136714j),(0.3936524744027086-0.04087493648079986j),(0.9186990931763442+0.032068213532449354j),(0.3936524744027082-0.001155540492793595j),(0.919236934799006+0.00028154310952995j),(0.39365247440271206-0.006411538881985552j),(0.9187250577666808-0.023879937967359217j),(0.3936524744027133-0.020291530014295848j),(0.9178856670148406-0.04117579520971239j),(0.39365247440271317+0.028778213523323097j),(0.9189465451414233+0.005921796702937043j),(0.39365247440270806+0.023235939672847723j),(0.9186112926001366-0.007236329973252527j),(0.39365247440270934-0.0337440073501758j),(0.9192422975836807+0.003065278710259694j),(0.3936524744027117+0.004683139494054589j),(0.9184784576861418-0.02053857022853181j),(0.39365247440271167+0.031831105784948674j),(0.9186926237056623-0.02378088314407604j),(0.39365247440270174-0.02181884831312199j)
8600000.0,(0.7792862264228804-0.0019625879157728465j),(0.6257044404875857-0.03468542514639058j),(0.7795848168801564+0.02721222101442035j),(0.6257044404875841-0.0009805502114044722j),(0.7800412139067493+0.00023885733307223373j),(0.6257044404875893-0.005440653947948015j),(0.7796068468318336-0.020263964568607965j),(0.6257044404875913-0.017218863906049504j),(0.7788945592793471-0.034940791882587106j),(0.62570444048759+0.024420478065910238j),(0.7797947963851928+0.005025034090133088j),(0.6257044404875844+0.019717447205196123j),(0.7795103097239875-0.006140620142554494j),(0.6257044404875859-0.02863429726039005j),(0.7800457645919829+0.002601065376771841j),(0.6257044404875871+0.003974010861281579j),(0.7793975875456998-0.01742856415914703j),(0.6257044404875899+0.02701108736467582j),(0.7795793241514245-0.02017990903616435j),(0.6257044404875762-0.018514907188912827j)
8800000.0,(0.5831623806322193-0.001468700595503386j),(0.8119395066775373-0.025956082496181688j),(0.5833858249933158+0.020363651200006355j),(0.811939506677535-0.0007337515214110822j),(0.5837273588482533+0.00017870604803643013j),(0.8119395066775416-0.004071373332544079j),(0.5834023087969641-0.01516414770741499j),(0.8119395066775447-0.0128853482415059j),(0.5828692814280536-0.026147241809648527j),(0.8119395066775416+0.01827457244129043j),(0.5835429569118291+0.0037603406109505454j),(0.8119395066775357+0.014755160511169738j),(0.583330068303216-0.004595241962153104j),(0.8119395066775376-0.02142784751896826j),(0.583730764062125+0.0019464151688992344j),(0.8119395066775373+0.002973893080212443j),(0.5832457127586035-0.013042335317196736j),(0.8119395066775428+0.020213201696126355j),(0.5833817128373295-0.015101246341337714j),(0.8119395066775266-0.013855214561328998j)
9000000.0,(0.3443367567887719-0.0008672425582171607j),(0.9387207018842121-0.015326110096837438j),(0.34446869212118725+0.012023988875637898j),(0.9387207018842091-0.00043321588248162665j),(0.3446703550852322+0.00010549544776205545j),(0.9387207018842153-0.0024039617913824414j),(0.34447842448425003-0.008953917321694026j),(0.9387207018842189-0.007608302413169796j),(0.34416368806530145-0.015439046731357695j),(0.9387207018842155+0.010790527766486303j),(0.3445614711081297+0.002220324470015654j),(0.9387207018842088+0.008712440715047289j),(0.34443577002642356-0.0027133533500660716j),(0.9387207018842116-0.012652346662434612j),(0.3446723653258839+0.0011492661742598933j),(0.9387207018842094+0.001756019385350916j),(0.3443859578924949-0.007701061506337644j),(0.9387207018842172+0.01193522074826951j),(0.3444662633796637-0.008916775992925872j),(0.9387207018841992-0.008180973982843624j)
9200000.0,(0.08029724378214019-0.00020225342836576593j),(0.9967645354416639-0.0035738821826234416j),(0.08032800777641097+0.0028039035581265952j),(0.9967645354416599-0.00010094960295941799j),(0.08037503417198429+2.458820098483628e-05j),(0.9967645354416667-0.0005605145719974952j),(0.08033027789308131-0.0020880126215111292j),(0.9967645354416708-0.0017741353458976226j),(0.08025687896772223-0.0036003071161566282j),(0.9967645354416667+0.002516359740226133j),(0.080349640747549+0.0005177544521840077j),(0.9967645354416595+0.0020317631209621364j),(0.08032033244044974-0.0006327528222164341j),(0.9967645354416634-0.0029503762191583206j),(0.0803755020766652+0.0002679910975627647j),(0.9967645354416597+0.00040956807456548087j),(0.08030871108472462-0.0017958530161201833j),(0.9967645354416691+0.0027832957384321556j),(0.08032744213947142-0.0020793509337679403j),(0.9967645354416509-0.0019076787824963224j)
9400000.0,(-0.18962199494038096+0.00047757526252064503j),(0.9818207761532017+0.00844005041532802j),(-0.18969465645789457-0.006621466572040375j),(0.9818207761531975+0.00023871755609156456j),(-0.18980570905293978-5.8089314441406824e-05j),(0.9818207761532052+0.0013239829519991583j),(-0.18970001285060217+0.004930815881789948j),(0.9818207761532092+0.004189949109026866j),(-0.1895266995310172+0.008502093129056072j),(0.9818207761532045-0.005942059543592889j),(-0.1897457529021181-0.0012226976045233255j),(0.981820776153198-0.004797682825184441j),(-0.18967652146135608+0.0014942106496976769j),(0.9818207761532022+0.006967642009174652j),(-0.189806817917663-0.0006328771398238014j),(0.9818207761531974-0.0009668675258272699j),(-0.18964910115579037+0.0042408861520221944j),(0.9818207761532073-0.006572427995902838j),(-0.18969331560180913+0.004910363733657268j),(0.9818207761531897+0.004505312232088858j)
9600000.0,(-0.4456562558829244+0.0011224653926172265j),(0.8949836734954038+0.019835973669973916j),(-0.445827023890454-0.015561951424765576j),(0.8949836734953998+0.0005609139097226372j),(-0.44608802257214336-0.00013648106421722522j),(0.8949836734954066+0.0031115395184125446j),(-0.44583961248284143+0.011588619935329935j),(0.8949836734954101+0.009847233963207871j),(-0.4454322775222596+0.01998196370565744j),(0.894983673495406-0.013965366281605695j),(-0.4459471075204239-0.0028735859388806344j),(0.8949836734953993-0.011275814187885543j),(-0.44578440484361165+0.003511793219379604j),(0.8949836734954046+0.016375466228141195j),(-0.44609062718910236-0.001487370887519069j),(0.8949836734953985-0.0022724985053180395j),(-0.4457199507832059+0.009967120756278576j),(0.8949836734954084-0.015446882055230815j),(-0.44582387262990414+0.01154055160394558j),(0.8949836734953932+0.010588411095437462j)
9800000.0,(-0.6690575561651346+0.0016851971296205429j),(0.7426118315560667+0.029779426977940143j),(-0.6693139279254655-0.023362886463268607j),(0.7426118315560626+0.0008420470599780783j),(-0.6697057599939483-0.00020484490650240182j),(0.7426118315560684+0.004671262319158008j),(-0.6693328247124976+0.017397887053230005j),(0.7426118315560718+0.014783467476786945j),(-0.6687212948082295+0.02999869867211912j),(0.7426118315560681-0.02096605757280487j),(-0.6694942049072994-0.0043140231182121624j),(0.7426118315560616-0.016928272866407315j),(-0.6692499438530761+0.005272260333508109j),(0.742611831556068+0.02458421334489173j),(-0.6697096698276189-0.00223291831351866j),(0.7426118315560601-0.003411720584356386j),(-0.6691531757068309+0.014963552028241952j),(0.7426118315560694-0.023190238772521788j),(-0.6693091947941708+0.01732572237382242j),(0.7426118315560577+0.01589618603169456j)
10000000.0,(-0.8434674454879408+0.002124566486574029j),(0.5358626035308406+0.03754230612719723j),(-0.8437906500487068-0.029453050291163914j),(0.5358626035308369+0.0010615314320933378j),(-0.8442846225319661-0.0002581731511778532j),(0.5358626035308418+0.0058889415632537995j),(-0.843814468999749+0.021933238288575425j),(0.5358626035308445+0.0186371965410289j),(-0.8430435229000599+0.037818829313321596j),(0.5358626035308417-0.026431511036642354j),(-0.8440179188731411-0.0054385320557887185j),(0.5358626035308355-0.0213411602351992j),(-0.8437099843361487+0.006646704429183099j),(0.5358626035308428+0.03099280209622163j),(-0.8442895514798807-0.002814925289949008j),(0.5358626035308343-0.004301114688508434j),(-0.8435879879424222+0.018864320528442648j),(0.5358626035308423-0.029235494528359704j),(-0.8437846793011519+0.021842261540763918j),(0.5358626035308343+0.02003997798094489j)
10200000.0,(-0.9561148454601397+0.002408402381627709j),(0.2898750999670447+0.04255617835817839j),(-0.9564812181377693-0.03338649213447016j),(0.28987509996704164+0.0012032956380121423j),(-0.9570411588287622-0.00029255932712952005j),(0.2898750999670455+0.006675413432093481j),(-0.9565082127028779+0.02486257631199201j),(0.2898750999670472+0.021126233900833267j),(-0.9556343023096006+0.04286973193811727j),(0.2898750999670458-0.029961521332271944j),(-0.9567388363012088-0.006164769599314838j),(0.28987509996704-0.02419134466172656j),(-0.9563897756031392+0.007534484043970324j),(0.2898750999670477+0.03513196692060405j),(-0.9570467461705295-0.0031907731023662947j),(0.2898750999670394-0.0048755552657495805j),(-0.9562514841160196+0.02138379593882242j),(0.28987509996704497-0.03313998830586894j),(-0.9564744445561495+0.02475944928101655j),(0.2898750999670413+0.022716359964478284j)
10400000.0,(-0.9987512056237764+0.002515922286231793j),(0.02266163477203203+0.044453905572980956j),(-0.9991339208259716-0.03487518643453638j),(0.022661634772030103+0.0012569592919562773j),(-0.9997188269853349-0.0003054842955214331j),(0.022661634772033312+0.006973089057061781j),(-0.9991621118449271+0.025971403013827388j),(0.022661634772034197+0.022068321179293006j),(-0.9982492285561897+0.04478155790783128j),(0.022661634772033375-0.03129760500266349j),(-0.999403023478527-0.0064395561321583675j),(0.02266163477202904-0.025270122662589517j),(-0.9990383953561617+0.00787059317442554j),(0.02266163477203666+0.036698619699485124j),(-0.9997246637953451-0.0033329392482588393j),(0.022661634772029118-0.0050929790716066296j),(-0.9988939351239171+0.022337492140522164j),(0.022661634772031966-0.0346178153285629j),(-0.9991268379021689+0.025863677184595465j),(0.022661634772033156+0.02372935537829242j)
10600000.0,(-0.9682544994534501+0.0024392539741445885j),(-0.24621121748753497+0.04309652783729043j),(-0.9686255349559852-0.03381012341738995j),(-0.24621121748753616+0.0012185931066041144j),(-0.9691925757294765-0.0002960007538430015j),(-0.24621121748753455+0.006760171436109881j),(-0.9686528556026047+0.025178525980049382j),(-0.2462112174875348+0.021394474656511692j),(-0.9677678445804414+0.04341431557732241j),(-0.24621121748753377-0.03034192779809847j),(-0.9688864162808916-0.006242769665639798j),(-0.24621121748753785-0.02449850111125764j),(-0.9685329193653887+0.007630421266970149j),(-0.2462112174875301+0.03557804323273386j),(-0.9691982348192886-0.0032310127999224843j),(-0.2462112174875369-0.004937465227881039j),(-0.9683928684384382+0.021655576076709822j),(-0.246211217487537-0.03356076229463765j),(-0.96861865877705+0.02507408958336797j),(-0.24621121748753147+0.023004788282566253j)
10800000.0,(-0.8668578332598034+0.0021840119460426397j),(-0.4970553744383826+0.038583438654216026j),(-0.8671900221055006-0.03026929129784483j),(-0.49705537443838266+0.0010910066122170482j),(-0.8676976748048195-0.00026480261712605183j),(-0.49705537443838205+0.006052251508798453j),(-0.8672144692521938+0.022542003752607023j),(-0.49705537443838343+0.01915403656940199j),(-0.8664221347249222+0.03886812110101612j),(-0.49705537443838116-0.027164468543019998j),(-0.8674235782783836-0.005588819277500195j),(-0.49705537443838427-0.021932981471919584j),(-0.8671070961065742+0.006831555298510428j),(-0.4970553744383768+0.03185229135033806j),(-0.8677027420027913-0.0028924567551157072j),(-0.4970553744383824-0.0044204010210054335j),(-0.8669817096699953+0.019387981229422105j),(-0.49705537443838543-0.03004623124434025j),(-0.8671838535855523+0.022448504153355666j),(-0.497055374438376+0.020595714899401717j)
11000000.0,(-0.701985928038134+0.0017688863214452184j),(-0.7115028961009882+0.03124510692284186j),(-0.7022549478097619-0.024511965618360828j),(-0.7115028961009875+0.0008835424308163541j),(-0.7026660384031534-0.00021417419524719919j),(-0.7115028961009867+0.004901166517097591j),(-0.7022747287271113+0.018254894531304838j),(-0.7115028961009893+0.015511062049843538j),(-0.701633088737917+0.03147586748602344j),(-0.7115028961009859-0.02199789496943098j),(-0.7024440758769744-0.004525590002915975j),(-0.7115028961009879-0.017761422506731j),(-0.7021877815873917+0.0055324919894810705j),(-0.7115028961009814+0.025794180559936243j),(-0.7026701428809563-0.0023420615514920425j),(-0.7115028961009848-0.003579648073713321j),(-0.7020862410349353+0.015700751275100237j),(-0.7115028961009909-0.024331571832353682j),(-0.7022499360322507+0.0181791782539025j),(-0.7115028961009782+0.01667853859609325j)
11200000.0,(-0.48571144795684446+0.001224274301017264j),(-0.8738509681688797+0.021618878519234913j),(-0.48589760176146923-0.01695972388906327j),(-0.8738509681688778+0.0006113921694737984j),(-0.48618202693483437-0.00014782288837252022j),(-0.873850968168879+0.0033912042487447384j),(-0.4859112654092528+0.012631119619987342j),(-0.8738509681688821+0.010732306269094914j),(-0.4854673034791494+0.02177884870390079j),(-0.8738509681688773-0.015220526736669923j),(-0.48602845200459144-0.003130936439463333j),(-0.8738509681688793-0.012289284411956921j),(-0.48585111150052257+0.00382835444759623j),(-0.873850968168873+0.01784731319436351j),(-0.4861848683602784-0.001620129762023632j),(-0.8738509681688755-0.0024767699477572834j),(-0.4857808521359444+0.010863881655847108j),(-0.8738509681688839-0.01683523702752046j),(-0.48589411111446534+0.012578731015004199j),(-0.8738509681688689+0.011540092835850056j)
11400000.0,(-0.23387098541286283+0.0005900544066249451j),(-0.9722117329239406+0.01040962941052132j),(-0.23396064416685317-0.008165575720012112j),(-0.9722117329239383+0.00029448402595257106j),(-0.23409757563293282-7.060765403031719e-05j),(-0.9722117329239395+0.001632931104746045j),(-0.23396718746137393+0.006082476752546027j),(-0.972211732923943+0.005167691420749743j),(-0.23375341224858695+0.010487123763920083j),(-0.9722117329239378-0.0073286331571618055j),(-0.2340236342488932-0.0015069818218439272j),(-0.9722117329239395-0.005917261645259643j),(-0.23393823207818268+0.0018439268850250733j),(-0.9722117329239339+0.008593594848960676j),(-0.23409894616091578-0.000779524898426885j),(-0.9722117329239346-0.0011925241840250746j),(-0.23390439867233226+0.005231549355232002j),(-0.9722117329239447-0.008106142099008552j),(-0.233958927676462+0.0060572520143606454j),(-0.9722117329239289+0.005556637937167036j)
11600000.0,(0.035094565607150525-8.733352476994125e-05j),(-0.9993827717483035-0.0015618485340173217j),(0.035107965202288524+0.0012265311126030867j),(-0.9993827717483004-4.3976438956632585e-05j),(0.035128555556698554+1.1816866712721988e-05j),(-0.9993827717483021-0.0002449040711108976j),(0.0351090239270779-0.0009115135132464446j),(-0.9993827717483058-0.0007753161583804319j),(0.03507695905447224-0.0015724769274132779j),(-0.9993827717483001+0.001099905880551262j),(0.035117448569863936+0.00022735998046970705j),(-0.9993827717483016+0.0008880577260522429j),(0.03510465999929354-0.00027548256473909974j),(-0.9993827717482966-0.0012893753653396367j),(0.03512875606533922+0.00011819957233832738j),(-0.9993827717482957+0.00017905112589236267j),(0.03509958992934421-0.0007838214569563587j),(-0.9993827717483073+0.0012165294316005427j),(0.035107784388873325-0.0009077272498979345j),(-0.9993827717482916-0.0008336904020409663j)
11800000.0,(0.30149033490860777-0.0007582887832179204j),(-0.9533744986926854-0.01341894961773351j),(0.30160580977534396+0.010528863517309759j),(-0.9533744986926823-0.00037920551163417304j),(0.3017824155827746+9.341449981563853e-05j),(-0.9533744986926843-0.0021047975635210916j),(0.3016143954928735-0.007838720360221645j),(-0.953374498692688-0.006661542509790511j),(0.30133883866563727-0.013516895723590834j),(-0.9533744986926819+0.009447914884728879j),(0.30168707302435754+0.0019450919650075543j),(-0.9533744986926838+0.007628357704709218j),(0.3015770312727298-0.0023746818711808046j),(-0.9533744986926795-0.011077921680625855j),(0.3017841722288632+0.0010073075425870881j),(-0.9533744986926777+0.0015375232297292001j),(0.3015334288774858-0.0067417588892257595j),(-0.9533744986926898+0.010450129687865014j),(0.3016037474020493-0.007806200275782833j),(-0.9533744986926751-0.007162963375518442j)
12000000.0,(0.5458096233207501-0.0013736816753510232j),(-0.8375558469043766-0.024293443333657162j),(0.5460187159904004+0.019060262104490237j),(-0.8375558469043735-0.0006866560949543889j),(0.5463384067061827+0.0001682096324869091j),(-0.8375558469043737-0.0038105594284873496j),(0.5460342024760467-0.014191903141964037j),(-0.8375558469043775-0.012059971453005577j),(0.5455353313832746-0.024471509103891592j),(-0.8375558469043721+0.017104115136633295j),(0.546165809482536+0.0035204333879745543j),(-0.8375558469043735+0.013810083306651223j),(0.5459665734260051-0.004299958868957806j),(-0.8375558469043709-0.020055282473105313j),(0.5463415906431572+0.0018226938565114002j),(-0.8375558469043668+0.0027834188506114304j),(0.5458876313464226-0.01220599656875816j),(-0.8375558469043788+0.018918532994059628j),(0.5460149255402086-0.014133030435655317j),(-0.8375558469043669-0.012967722926825085j)
12200000.0,(0.7501622711661607-0.0018884509246356474j),(-0.6604075802193106-0.03338905011111355j),(0.7504496690684787+0.02619601884560457j),(-0.6604075802193079-0.0009438151515733621j),(0.7508890368073353+0.0002307248720965281j),(-0.6604075802193092-0.005237285935748797j),(0.7504709247612659-0.01950585373252076j),(-0.6604075802193118-0.016575305533442122j),(0.7497852691509691-0.03363417145378161j),(-0.6604075802193067+0.023507885277324576j),(0.7506518227578128+0.004838030095035056j),(-0.6604075802193096+0.018980580880471252j),(0.7503779824828405-0.00591033665817403j),(-0.6604075802193067-0.027564094778341527j),(0.7508934146756643+0.0025046517007975876j),(-0.6604075802193033+0.0038255080657840666j),(0.7502694810722946-0.01677641893478655j),(-0.6604075802193133+0.02600164484463403j),(0.7504444305313893-0.019424939260193938j),(-0.6604075802193049-0.017822918238365848j)
12400000.0,(0.8995846562839096-0.0022649031718105055j),(-0.4349012933259194-0.040039748484690024j),(0.8999293129944974+0.03141362109613417j),(-0.43490129332591715-0.0011318522043627603j),(0.9004561865682459+0.0002763822147648614j),(-0.4349012933259179-0.006280505582593925j),(0.8999547838672288-0.0233914610702661j),(-0.4349012933259199-0.019876911480985655j),(0.8991325506771449-0.04033395168848386j),(-0.43490129332591565+0.02819031252983671j),(0.9001717250645414+0.0058014013609800005j),(-0.4349012933259191+0.022761243443754884j),(0.8998433335189867-0.007087896478383043j),(-0.43490129332591665-0.03305452936393085j),(0.900461437582501+0.0030032446954664817j),(-0.4349012933259133+0.004587484569514112j),(0.8997132175825182-0.020118359411823997j),(-0.4349012933259216+0.031180808014311598j),(0.8999230123774814-0.023294429684112848j),(-0.4349012933259174-0.021373029865808787j)
