0 Ex,0 Ey,2 Ex,2 Ey,4 Ex,4 Ey,6 Ex,6 Ey,8 Ex,8 Ey,10 Ex,10 Ey,12 Ex,12 Ey,14 Ex,14 Ey,16 Ex,16 Ey,18 Ex,18 Ey,20 Ex,20 Ey,22 Ex,22 Ey,24 Ex,24 Ey,26 Ex,26 Ey,28 Ex,28 Ey,30 Ex,30 Ey,32 Ex,32 Ey,34 Ex,34 Ey,36 Ex,36 Ey,38 Ex,38 Ey,40 Ex,40 Ey,42 Ex,42 Ey,44 Ex,44 Ey,46 Ex,46 Ey,48 Ex,48 Ey
(1.22421839634134e-13-3.467972436999034e-14j),(0.9999999999994572-7.274111868404987e-13j),(-0.006972426227153805+0.0002106067176013797j),(0.9999756307048385-0.00028091400579211j),(-0.013941939793768506+0.0007264194723528962j),(0.9999025240087684-0.0001926378922301672j),(-0.020930003279261204-0.0005941940552469261j),(0.9997806834743103+0.0004084687290970227j),(-0.02785020032894215-0.0016591196646970272j),(0.999610115039808+0.0011097623932473828j),(-0.03489747260921682-0.0003744244894500692j),(0.9993908270185652-3.289159297904711e-05j),(-0.041804891522528066+0.0006447248453848829j),(0.9991228300983467+0.002346433432256975j),(-0.04881427711540961+0.0015881294715058957j),(0.9988061373408957+0.0009717013675400767j),(-0.05573823352815922+0.002083587997562527j),(0.9984407641814507+0.0022245008183576255j),(-0.06277862246427174-0.0010776209229364769j),(0.9980267284277544+0.0005767472041453628j),(-0.06961113198701968-0.003808797132313845j),(0.9975640502592088-0.002397706664737015j),(-0.07645743201178729+0.0034730764626001165j),(0.997052752226446+0.005292268570587625j),(-0.08367224857918674+0.0008919565597630989j),(0.9964928592489637-0.0003750945579768083j),(-0.09046165928934986+0.004172403221266191j),(0.9958843986154308-0.00368019609036074j),(-0.09758010524404591+0.0007232328623048032j),(0.995227399981312-0.00014939922537482615j),(-0.10450000028503824-0.0003871053131367288j),(0.9945218953677584-0.002408261388992991j),(-0.11099444039897614-0.005491191142886494j),(0.9937679191601375+0.008683540026012997j),(-0.11826266564081252+0.004361877612645261j),(0.9929655081059647-0.0037967947032329884j),(-0.12489046114254496+0.006108656460854844j),(0.9921147013140634+0.008571841532450854j),(-0.13214349115425345+0.004601067354047151j),(0.9912155402510612+0.002946300810076772j),(-0.13901686705237773-0.004604071883741271j),(0.9902680687409242-0.004718604457509818j),(-0.14601952705200394+0.0007031774006242761j),(0.9892723329625093+0.004249058118581284j),(-0.15269945476527122-0.003176406983158981j),(0.9882283814459011-0.008800741830073552j),(-0.15971005560539026-0.0015687516241888189j),(0.9871362650724327-0.007227124920981974j),(-0.16652970810781614-0.00028831313085481494j),(0.9859960370700498+0.008921214835148536j)
(-7.606933574382264e-14+1.0045696913207891e-12j),(0.9999999999994628-3.684127655723124e-13j),(-0.006974979377603818+9.637740384448382e-05j),(0.9999756307048686+0.00027994536573702853j),(-0.013896193068199201+0.0006825555480967777j),(0.9999025240087536-0.0011715015887459983j),(-0.020932184692968966+0.00044687365193169654j),(0.9997806834743062+0.00047843335127079056j),(-0.027853351032625248+0.0011681449914575474j),(0.999610115039826+0.0015633881530453773j),(-0.03489726993874485+0.00023332975482762662j),(0.9993908270185384+0.0003177705704195495j),(-0.04186813931631468+0.0007145494398824257j),(0.9991228300983234-0.0003445351798983306j),(-0.048847403165632367-0.0003882079154291871j),(0.998806137340895+0.0002837387382858079j),(-0.05576050304234675-0.0019393613472573797j),(0.9984407641814135-0.0017451641101346692j),(-0.06275309312948382-0.0016741466767593322j),(0.9980267284277603+0.0013769089567205045j),(-0.06972699760844685-0.0019305897138130758j),(0.9975640502592551-0.0006198847622760715j),(-0.07660734539836223-0.0025947397959650287j),(0.9970527522264124+0.0032235435571395486j),(-0.08363822964949877-0.0011843445953480594j),(0.9964928592489716+0.002285898882525573j),(-0.09062248443674101-0.0007352975258832547j),(0.9958843986153829-0.0011354494401974685j),(-0.09750287922713928-0.0008234810340789628j),(0.9952273999812342-0.0038642912561387003j),(-0.10444945128504668+0.0016887074630413598j),(0.9945218953677687+0.003695947287781394j),(-0.11141125735899206-0.0031512593776858253j),(0.9937679191599852-0.0017100132638513503j),(-0.11834576051142369+0.00016213546565118503j),(0.9929655081059243-0.003708691400785549j),(-0.12532613632148928+0.0010907058618605421j),(0.9921147013139197-0.0007676920977421169j),(-0.13206338472402981-0.004983828782362167j),(0.9912155402509863+0.0051163101688649765j),(-0.13903812673383467-0.00401062353708879j),(0.9902680687409428-0.004633167831835899j),(-0.14607682040738898-0.0013386151300119405j),(0.9892723329623672+0.00014793005205810447j),(-0.15284762574781588-0.006469043814036339j),(0.9882283814459187+0.0006487519298924542j),(-0.15983395607039827+0.0036191889938809105j),(0.9871362650724553+0.0014149684159324404j),(-0.16640480696613916-0.009617311500199515j),(0.9859960370699763+0.00536306062683713j)
(-3.830388206319829e-13+6.372471994531281e-13j),(0.9999999999994535-1.0654324644754354e-13j),(-0.006980200226632532-8.425078279790388e-05j),(0.9999756307048536+8.776072104212801e-05j),(-0.013955444234315335-0.00041649963962861816j),(0.9999025240087563-0.000120764598717054j),(-0.02087830800442635-0.001189020546033745j),(0.9997806834742718-0.001125804434340169j),(-0.027916571087664745+0.00023793449070710904j),(0.9996101150398018-0.0004757676961858444j),(-0.03488976685333807+0.0006707846733390371j),(0.9993908270185657+0.000478630249388691j),(-0.04179057607147462+8.696458645582328e-05j),(0.9991228300982817-0.0026665640979431377j),(-0.04873110204752481-0.0027340897256136233j),(0.9988061373408672-0.002025945640308422j),(-0.05580521006762967+0.0012765671457228333j),(0.9984407641814393-0.00043511529800301096j),(-0.06264931680268436+0.004207027238834259j),(0.9980267284277431+0.0001156231054807999j),(-0.06952852461177539-0.00401769171455546j),(0.997564050259188-0.003950702210720126j),(-0.0766898617588882-0.0009009782965154669j),(0.9970527522263156-0.001913796841295957j),(-0.08360122893662426+9.704568423262588e-05j),(0.9964928592489957+0.0035786264252170843j),(-0.0905887626280075+0.001978653917079097j),(0.9958843986154822+0.0020063916343258225j),(-0.09757263109483119+0.0012036008268499331j),(0.9952273999813137+0.0007452057676140622j),(-0.10447870500020463-0.0015854458460648774j),(0.9945218953678537+0.0028082371352476506j),(-0.11144726781590268+0.0016380795883432168j),(0.9937679191599942-0.0014649364990020628j),(-0.11838868476973897+0.0003227140929749489j),(0.992965508105991-0.001874802610003999j),(-0.12519489236969408+0.004870235530031077j),(0.9921147013138987-0.003307441028331401j),(-0.13198453003221103+0.004876061073893587j),(0.9912155402509468-0.0069325770471734514j),(-0.1391728126643478-9.377545467099176e-05j),(0.9902680687410429+0.0002673051828387653j),(-0.14591508986335205+0.006855238738488416j),(0.9892723329624766+0.0014295054721215408j),(-0.15271869075333794-0.009030422397183878j),(0.9882283814460245-0.00034506431853610284j),(-0.159468280188032+0.006076307954509079j),(0.9871362650723734-0.009743729952425192j),(-0.16667319974194592-0.005303984246940256j),(0.9859960370699561-0.0019305750779645397j)
(-6.071363354916386e-14-5.040040650453048e-13j),(0.9999999999994607-4.973625677973104e-13j),(-0.006961776523619278+0.000497593256819976j),(0.99997563070485+0.00015512553035124804j),(-0.013927510981375643-0.0007215443043993158j),(0.9999025240087498-0.0006680505364616771j),(-0.020935472758437643-0.0005265940165978811j),(0.9997806834743075+0.00011674628744401394j),(-0.027900717375809785+0.0010657525160046844j),(0.999610115039803-0.00017902657040361203j),(-0.034873906604465724-0.0013351220417298785j),(0.9993908270185667+5.438133219139857e-05j),(-0.04185861287563856+0.0009182899111123324j),(0.9991228300983122-0.0007639679359675022j),(-0.04879814980729945-0.0009610794265176199j),(0.9988061373409255+0.002029017185528604j),(-0.05574930945483927-0.0018820101269435112j),(0.998440764181413-0.002124371187555596j),(-0.06275271284475123-0.002035640261695267j),(0.9980267284277217+0.0007762358574587083j),(-0.06974032673396206-0.000913265376300744j),(0.9975640502592551-0.0011909671150051489j),(-0.07671508281789634+0.0006610203228676358j),(0.9970527522263956+0.00041036209661760373j),(-0.08353596142706089-0.0029278045095344554j),(0.9964928592489224-0.0038926307337586764j),(-0.09048302477690201+0.0021151044167240576j),(0.9958843986153869-0.004755328999546393j),(-0.09756931166028746-0.0013705641668526783j),(0.9952273999812691+0.000879375594098222j),(-0.1045063836719571+0.0019634428097534597j),(0.9945218953677862+0.0008719501788949195j),(-0.11138917352810121-0.002614640485022038j),(0.9937679191600133-0.003307343821001169j),(-0.11839699712215805+0.0010833778918931994j),(0.9929655081060055+0.0006907065110882378j),(-0.12530830438994298+0.0024901956278278745j),(0.9921147013139459-0.0002172839048265561j),(-0.13190589582327758+0.009584041643274994j),(0.9912155402510482-0.0008564791655553058j),(-0.1390121887814887+0.006187710281769801j),(0.990268068741013+0.0025447283746590325j),(-0.14592397241827945+0.00626835510745467j),(0.9892723329625055+0.002674552621633665j),(-0.15297274699149851-0.001998066041221152j),(0.9882283814459455+0.0001118642295661566j),(-0.15985487850619454+0.0006365452792843132j),(0.9871362650724084-0.0028296299541709655j),(-0.16676471206934537+0.0004363387772180344j),(0.9859960370698772+0.001074848037553322j)
(2.058134345139665e-13+1.9221430003213413e-13j),(0.9999999999994597-2.732883364053862e-13j),(-0.00697997106388893+4.351199265116394e-05j),(0.9999756307048432-0.00012690941858878877j),(-0.013954017337913554+0.0004054436279272867j),(0.9999025240087663+0.000251982946475833j),(-0.020940550336318503-7.315862873322025e-05j),(0.9997806834743274+0.00027009250505781674j),(-0.02790033163995774+0.00037821238516216535j),(0.9996101150398025-0.0010229168078680984j),(-0.03489594016471858+0.000133141463631266j),(0.9993908270185655+0.0004801077174820161j),(-0.04179247844721032-0.0013647772408107925j),(0.9991228300982888-0.002257543714647812j),(-0.04881954611552009-0.0014599659570123692j),(0.9988061373409158+0.0009057734365700721j),(-0.05573157258067919+0.002190865435403859j),(0.9984407641814195+0.0022874321957505085j),(-0.06258500668705443-0.0039017268432750413j),(0.9980267284276914-0.003246969118466992j),(-0.06973946183018744+0.0014876257382281603j),(0.9975640502592659-0.0004000781685813918j),(-0.07668657409815434-0.0013957835189616404j),(0.9970527522263757-0.0017408096300309383j),(-0.08349515574943553+0.002869476811290423j),(0.99649285924901+0.004722979341649808j),(-0.09054518898062498+0.0018102361192494885j),(0.9958843986153905-0.0035434998283326476j),(-0.09744559309400325+0.0051018116941129j),(0.995227399981266-0.0008661578498426227j),(-0.10444709284749772+0.001110080093445577j),(0.9945218953677543+0.003971416740262294j),(-0.11145464773650474-0.000297957888630831j),(0.9937679191600941+0.00175942211257381j),(-0.11776558154704285+0.010411795978604688j),(0.9929655081060641+0.006508611063280614j),(-0.1252967275031703-0.00015029438045415996j),(0.9921147013139844+0.003021079970502027j),(-0.13223989593354538-0.0007003142916435544j),(0.9912155402510177-0.0019678026271325883j),(-0.13911184006940058-0.0035956760474099465j),(0.9902680687410054+0.002029555897737789j),(-0.14596865992244565+0.002409891434464649j),(0.9892723329625959+0.005252996989784065j),(-0.15264921136956766-0.008385171500830766j),(0.9882283814460402+0.005707299764811189j),(-0.15982050472723888-0.0004645627660228909j),(0.9871362650725386+0.0043800259929495195j),(-0.16672573987149794+0.003178521078133085j),(0.985996037070032+0.002059016548913781j)
(3.752716915752763e-13-3.634592626866606e-13j),(0.9999999999994644+3.729742209523934e-13j),(-0.006972788202009353-0.00034383071374779426j),(0.9999756307048502-6.89558364401488e-07j),(-0.013957746286081712-0.0002788369792773521j),(0.9999025240087588-0.00021458887235791327j),(-0.020938042652066637+0.00037784518275554586j),(0.999780683474304-0.00020137897374232668j),(-0.027853686994773908+0.0012035224658101598j),(0.9996101150398464+0.0015302167878144118j),(-0.03487794821115955+0.0002825523983632991j),(0.9993908270185327-0.0011932153322335493j),(-0.04187269824042478-0.0004961472558779799j),(0.9991228300983039-3.6813443570435714e-05j),(-0.048837979158944875+0.0008873893896471528j),(0.9988061373408997+0.0006036064880097815j),(-0.055755570559345075+0.002698460690321177j),(0.9984407641814391+0.000274009500325155j),(-0.0627204268893851+0.0023957375174923027j),(0.9980267284277391+0.0017486667187633434j),(-0.06961565639537498-0.0004166390372643755j),(0.9975640502592495-0.004410490431679119j),(-0.07670566722869464-0.0008998155514817986j),(0.9970527522263475-0.0011136533354894783j),(-0.0835482104437388-0.0034186529626397365j),(0.9964928592489507+0.0031608239933564146j),(-0.09053322976877033+0.0034758062359888306j),(0.9958843986154496+0.002432626541862066j),(-0.09739266840531942-0.004458601591393559j),(0.9952273999813528+0.00414865496263021j),(-0.10452742553304255-0.00031023917024653857j),(0.9945218953677941-0.00034741340601741823j),(-0.11137122066870983-0.003518504012891943j),(0.9937679191601011+0.0030649932081263202j),(-0.11835130411286372+0.002869901935188518j),(0.992965508106024+0.0020572283129962447j),(-0.12510512040366856+0.007483464385025955j),(0.9921147013139321-0.00106115279013122j),(-0.13210758390563807+0.0037439058114092927j),(0.9912155402510988+0.005032117598600644j),(-0.1391418177820003+0.0014599846420016646j),(0.990268068740982-0.002564180197240613j),(-0.14600549623677175-0.004723765561027304j),(0.9892723329624619+0.0005764906633450306j),(-0.1529061034249808+0.004827747814261204j),(0.9882283814460572+0.0010404277236745474j),(-0.1596236665405124+0.00849516910268536j),(0.9871362650725163-0.0031798364214350033j),(-0.1664978416583835-0.0077799231902119115j),(0.9859960370701327+0.005454942634787033j)
(-2.2913405842663054e-13+4.803969722022572e-14j),(0.9999999999994461+4.909041922962487e-13j),(-0.0069596572104148255+0.00013498840937093554j),(0.999975630704861+0.0005319257254070668j),(-0.013853660728882238-0.0006792086851549403j),(0.9999025240087751+0.0015991371905228723j),(-0.020915070829506468+0.0003003909078515381j),(0.9997806834742847-0.0010269021822333522j),(-0.02792006676654454+0.00019997062194901122j),(0.9996101150398157-0.00021861495164570604j),(-0.03486937177829253-0.0005473122042688044j),(0.9993908270185751+0.0013424720456452991j),(-0.04174766332091626-0.0032413558421619886j),(0.9991228300982997-0.00044339011944484474j),(-0.04879834349972857+0.00025713909477185007j),(0.9988061373408373-0.002226108788381591j),(-0.0557551953251558+0.0027020453920455446j),(0.9984407641814467-0.00031235335101660947j),(-0.06264538396791403+0.0016007277530082492j),(0.9980267284277162-0.003955108209027841j),(-0.06974380521686656-0.001197995285077174j),(0.9975640502592711-0.0005762554977939444j),(-0.0765392498169686+0.00519528585032096j),(0.9970527522263597-0.0007493458120198318j),(-0.08356647659836904-0.0022886342053646466j),(0.9964928592489237-0.0036589079284814405j),(-0.09055116995598224+0.0038032321761816007j),(0.9958843986154303-0.0005344510290864746j),(-0.09752970529964054-0.0023775109194453144j),(0.9952273999813197-0.0021740173207576725j),(-0.10392416632593203+0.011046308222430858j),(0.9945218953676697-0.001986545069143475j),(-0.1113832169648152+0.0013706889208250916j),(0.9937679191601066+0.004150064766157603j),(-0.11823561046409084+0.0035085396171613444j),(0.9929655081058341-0.005246930430892367j),(-0.12524715312732856+0.004093147902407894j),(0.9921147013140064+0.0021945863598440123j),(-0.1320095114919929+0.007423305869133274j),(0.991215540250931-0.0031837351587702227j),(-0.13905644060307407-0.0013123049778396949j),(0.990268068740946-0.0055440250213900765j),(-0.14603167141430332-0.00018196888595371948j),(0.9892723329625169+0.003868987603704758j),(-0.15272103936300102+0.004036897090500095j),(0.9882283814460693+0.008040752523563966j),(-0.15972902983451912-0.0032821912036336033j),(0.9871362650724889+0.006152920175715041j),(-0.16654395920032805+0.008619330978885786j),(0.9859960370699203-0.0007947758604130543j)
(-3.5233543340407377e-13-2.214244412823696e-13j),(0.9999999999994436-9.15795217437676e-14j),(-0.006967918239809531+0.00043138665543392043j),(0.9999756307048473+4.037655593074757e-06j),(-0.013931288364923855-0.0004571375820435382j),(0.9999025240087623+0.000807904416595253j),(-0.02094200697070983+0.0001262189663631053j),(0.9997806834742843+3.692422962367492e-05j),(-0.02787854771085111+0.0009017304297240514j),(0.9996101150397825-0.0012614946794200568j),(-0.03489744479817694+0.00029568285657194816j),(0.9993908270185634-0.00023619542165741365j),(-0.04175061209428738-0.002306209505339371j),(0.9991228300983404+0.0022667515697679316j),(-0.04881987292556632+0.00025723429949237736j),(0.9988061373408627-0.0016893333548092557j),(-0.05576861545957819-0.0023577539807767564j),(0.9984407641814568+0.0005856155194650346j),(-0.06259779625778626+0.0029773144773905316j),(0.9980267284277755+0.003911629436598223j),(-0.06968108402851271+0.0016630767734684346j),(0.9975640502593577+0.0027832235464115476j),(-0.0766848287965804+0.0022405499731577294j),(0.9970527522263919+0.00047565211744042893j),(-0.08361235105417503-0.0016158633568238608j),(0.9964928592489415-0.0028888062524537704j),(-0.09062970381693086-0.0004283080053849894j),(0.9958843986154449+0.0005813188176710554j),(-0.09757970427855908+0.0005998928320763825j),(0.995227399981268+0.0005135824353760593j),(-0.10432869948720999-0.006413352600158336j),(0.9945218953677385+0.0007687683782886014j),(-0.11136024604718847-0.00463372503286523j),(0.9937679191600592+0.0016574196296776263j),(-0.11814541577034757-0.004267060073931066j),(0.9929655081060809+0.006553826464507693j),(-0.1251614163843213-0.0035833962906386928j),(0.9921147013139185-0.005495321227191475j),(-0.1322179638370954+0.002720407983844957j),(0.9912155402509902-0.0016619816588784846j),(-0.1391462704422158-0.002465359447408452j),(0.9902680687410356-0.0011787517261075547j),(-0.14607847043383887+0.0007031172756649974j),(0.9892723329624508-0.0009150605190575722j),(-0.1527334221166426+0.002369312801664362j),(0.9882283814459268-0.008458973286017402j),(-0.15982939112434666+0.0021834408747210873j),(0.9871362650724802-0.0034340204461457526j),(-0.16666284619957092-0.003465676473713387j),(0.9859960370700386+0.00482697258068359j)
(-4.036894049775389e-14-3.8382491629462834e-14j),(0.9999999999994558+3.6970426720017713e-13j),(-0.006963133090542694-0.0004951592747974333j),(0.9999756307048452-8.712176837175067e-05j),(-0.01395724890406834-0.0002699121634291944j),(0.9999025240087672-0.0002546179155556577j),(-0.020918283395992058+0.0009286020479313973j),(0.9997806834742994+0.00038479678821738j),(-0.02791945753663039-0.0003243512212891854j),(0.9996101150398184+0.0001288259968551756j),(-0.03484477956231066+0.0003055548397231031j),(0.9993908270185936+0.0019294671596342878j),(-0.04180597768039874-0.0018012189274591167j),(0.9991228300983296+0.0016081715645699865j),(-0.048834731640773565-0.00021308090803656178j),(0.9988061373409015-0.001193143398649212j),(-0.055720321595280786+0.0021076052519298956j),(0.9984407641813965-0.0026161386043165383j),(-0.06276506557166024-0.0017399992411951284j),(0.9980267284277254-0.0004102306577627602j),(-0.06972414762254571-0.0015688273882744578j),(0.9975640502593086+0.001430960546626175j),(-0.07666838609417541-0.0015873000268714875j),(0.9970527522264007-0.0022909231795440084j),(-0.08361302904440138-0.0011529673589727694j),(0.9964928592490135+0.0030843970154701217j),(-0.09041230172174919+0.004460856469991982j),(0.9958843986153445-0.004470016822570609j),(-0.09750485440848881-0.003694497942490149j),(0.9952273999813489+0.0012555385311920006j),(-0.10451881106684811+0.0006429047097167226j),(0.9945218953677522-0.0012666648102973303j),(-0.11145365487212697-0.001243197075360413j),(0.9937679191600531-0.0013638635858529112j),(-0.11833701182144857-0.0032576258843494497j),(0.9929655081060195-0.002288933687740793j),(-0.12511523076940922-0.005995590576702183j),(0.9921147013139846+0.004318721883004913j),(-0.13223457745688513+0.0014271320464600053j),(0.9912155402510133-0.0019319893144331265j),(-0.1390302521624463-0.004948080461451553j),(0.9902680687409662-0.003906086830596376j),(-0.1460775390602695+0.0002447320662487809j),(0.9892723329624381+0.0012425466918451434j),(-0.1529320623207215+0.0035778105594660584j),(0.9882283814460054-0.0019104160398884969j),(-0.15978162711378963+0.001981854673885489j),(0.9871362650724065-0.005281862050467321j),(-0.166564284904016+0.008247684558984872j),(0.9859960370699486+0.0003599653848670413j)
(-5.4869690874319636e-14-7.647227035639803e-13j),(0.9999999999994557-1.393815618477845e-13j),(-0.006976691640634644-0.00016975294928804965j),(0.999975630704861+0.00018695729700543735j),(-0.013943799889237832-0.0003265654066129317j),(0.99990252400878+0.0006374005703480932j),(-0.020937550752145942-0.0004086103910279472j),(0.9997806834743044-0.00019224103349842724j),(-0.027902447738254895-3.438950250846812e-05j),(0.9996101150397981-0.0010344740778619813j),(-0.03488772471639585-0.00024166664482021087j),(0.9993908270185363-0.0008735739488193251j),(-0.041856953662713796+0.0005925337124010298j),(0.9991228300983046-0.001102138431584145j),(-0.04866634258783575+0.0041855476529523445j),(0.9988061373409146-0.000606876436257342j),(-0.055734246879500925+0.0025898942332585294j),(0.9984407641814526+0.0017397104120362092j),(-0.06272706943619+0.0021779631010516044j),(0.9980267284277099-0.001794597300862042j),(-0.06974760390375477-0.0010655890297074375j),(0.9975640502592619+0.0003192161610373091j),(-0.07667582407470405-0.002559597628497154j),(0.9970527522263652-0.00027520753993817357j),(-0.08359539232362526+0.0036016103657469404j),(0.9964928592489696+0.0009056763992892972j),(-0.09042054063674324-0.005532576908971208j),(0.9958843986154322-0.0027894474351968894j),(-0.09738372987553523+6.940351449520599e-05j),(0.995227399981327-0.006231104558945175j),(-0.10449010097812668+0.0006093164586211258j),(0.9945218953677466+0.002765350626103536j),(-0.11113315227309763+0.005221012834060779j),(0.9937679191601703+0.006891033145371834j),(-0.11836467301226854-0.0013388997057962142j),(0.9929655081060527-0.0027406643155508574j),(-0.12530683747153792+0.002279325267790003j),(0.9921147013139412-0.0011918871004922577j),(-0.13215076780200144-0.005267272126403936j),(0.9912155402509697+0.0004279925117772719j),(-0.13915779363351738+0.0010931511768825343j),(0.9902680687410146-0.0017508633276872533j),(-0.14599548134562443-0.004658458745669102j),(0.9892723329624341+0.001967084834370133j),(-0.15292968617644367+0.0020575304442309664j),(0.9882283814460565+0.003597743439648659j),(-0.15984627645012442+0.002781783227146263j),(0.9871362650726226+0.0018503417255384992j),(-0.16642943923884154-0.00252468602106605j),(0.9859960370700683+0.010328726744049976j)
