Ip,0,1,2,3,4,5,6,7,8,9
11900000.0,11918381.427171635,11918784.160173936,11918901.563848415,11919297.390237276,11919086.274423456,11919369.953597736,11918178.868423268,11917432.16965778,11918510.534582146,11917873.339198492
12100000.0,12118413.660266215,12118777.317230774,12119080.318987187,12119298.746570533,12119038.70129617,12119238.562474098,12118528.539739767,12117302.28580974,12118497.81452224,12117365.77314969
12300000.0,12318395.921926992,12318721.392089533,12318912.483373435,12319184.76336701,12318903.076717408,12319085.967959484,12318649.52251107,12317142.796408122,12318497.382207206,12316873.929491153
12500000.0,12518336.42778226,12518613.406665035,12518637.27240038,12518996.817113288,12518742.135081315,12518943.056107964,12518405.532329613,12516931.248950705,12518414.334933866,12516429.427533142
12700000.0,12718231.382591216,12718474.92591615,12718483.97350561,12718776.067381067,12718582.844314385,12718821.296137,12717862.746749545,12716706.7126155,12718141.955382144,12716006.036635445
12900000.0,12918069.31375489,12918322.156120893,12918408.3675937,12918559.273467084,12918411.858658552,12918725.16928463,12917290.637614913,12916580.09650645,12917673.806481702,12915400.710527953
13100000.0,13117849.412259774,13118145.33505564,13118217.98479576,13118379.33270562,13118222.091964535,13118655.237747699,13117011.864804992,13116670.157719135,13117185.564076046,13114264.537228495
13300000.0,13317606.450885033,13317923.42915209,13317906.338821532,13318265.263341967,13318054.976937406,13318601.83214114,13317202.301675485,13316995.80038784,13316977.011237845,13312446.669769995
13500000.0,13517422.632150762,13517665.003663385,13517750.775590414,13518236.60282366,13517987.878823215,13518544.481260205,13517787.473902773,13517418.7187019,13517268.169822725,13510425.595254371
13700000.0,13717404.17578399,13717436.66151583,13718011.95637884,13718291.309286766,13718074.384886533,13718463.020238295,13718508.38788196,13717708.20320022,13717992.73176727,13709356.839748364
13900000.0,13917621.341851976,13917345.815735687,13918566.534155276,13918393.585562475,13918294.104626192,13918348.040014025,13919094.34915794,13917694.981628727,13918782.060649615,13910485.515594577
14100000.0,14118045.758825256,14117481.006171638,14118935.917862073,14118474.356566604,14118559.329948207,14118199.075578125,14119404.208767407,14117393.06824893,14119196.89667914,14114178.207245372
14300000.0,14318536.876965653,14317849.453324676,14318752.609416148,14318455.010000175,14318771.164766844,14318019.151768316,14319449.437761908,14316991.654044325,14319034.661043605,14319321.338350715
14500000.0,14518903.518797582,14518358.214814527,14518173.160238858,14518290.48074699,14518874.957847688,14517823.671819964,14519323.974210788,14516728.254983522,14518457.996546075,14523835.624204032
14700000.0,14719008.432659058,14718855.794412233,14717767.78638277,14718008.398188012,14718874.618894935,14717660.67283962,14719121.730188813,14716742.83960328,14717852.756780066,14726065.175684277
14900000.0,14918844.193416175,14919207.191215456,14917973.959067553,14917713.893745534,14918809.324774638,14917611.592258602,14918895.557373244,14917012.895299865,14917550.846201707,14925770.179483542
15100000.0,15118528.07701722,15119352.414950876,15118658.379849404,15117546.19145698,15118724.106974492,15117748.55367966,15118659.641833298,15117396.965763358,15117636.532956835,15123943.37131933
15300000.0,15318224.782623244,15319314.826925308,15319245.82855705,15317605.710886505,15318655.379233684,15318070.310894918,15318414.472306315,15317734.422280647,15317958.315917488,15321896.352910915
15500000.0,15518054.700840207,15519164.977743065,15519292.494930565,15517895.816755734,15518626.670721615,15518476.288521152,15518177.631213613,15517924.15978475,15518292.20420593,15520450.744918762
15700000.0,15718046.09565038,15718974.119897328,15718892.365118248,15718319.222294495,15718642.085174715,15718815.814126166,15718004.324565398,15717942.932591172,15718497.902687842,15719703.692636363
15900000.0,15918149.635237195,15918789.475439368,15918511.34898391,15918732.901075706,15918679.505139448,15918979.098831685,15917974.449872067,15917817.802848674,15918561.091671795,15919327.145575063
16100000.0,16118289.060642716,16118637.71685287,16118477.542565115,16119023.163671184,16118697.25540933,16118952.757974025,16118135.77065153,16117590.091251185,16118543.076201007,16119000.92067849
16300000.0,16318406.111434124,16318538.14370835,16318681.12467106,16319150.814405262,16318657.390146378,16318799.20840463,16318436.296018612,16317296.810451312,16318519.103203202,16318608.105079342
16500000.0,16518475.933669342,16518503.807737675,16518773.342528727,16519144.93092936,16518547.84279102,16518596.416041812,16518713.621313572,16516973.948040558,16518544.529864868,16518170.341509828
16700000.0,16718497.071543198,16718528.002165813,16718597.629939705,16719063.87100262,16718382.561712924,16718404.465736795,16718780.011349522,16716671.588163108,16718630.906311724,16717736.040125957
16900000.0,16918473.467904843,16918574.560948,16918346.149568547,16918957.890684526,16918181.130024735,16918277.438266087,16918555.063440967,16916464.942465294,16918720.731564786,16917341.354202803
17100000.0,17118402.474293664,17118590.622953176,17118290.694115605,17118852.84298752,17117952.730508707,17118274.467613768,17118138.053359035,17116445.589868505,17118696.503029276,17116976.97023019
17300000.0,17318275.124560814,17318537.80217965,17318436.253775787,17318751.753246073,17317705.35478438,17318425.053325094,17317752.18492287,17316686.46705267,17318460.101533905,17316506.10175051
17500000.0,17518089.599941082,17518415.057858076,17518516.500088852,17518643.90535466,17517471.64403363,17518673.963555634,17517599.670294702,17517193.410467833,17518044.031546593,17515654.08130456
17700000.0,17717871.976179477,17718250.24027859,17718335.235543177,17718518.59570553,17717319.511185154,17718882.515715998,17717739.243751902,17717874.397736464,17717648.644068714,17714226.23806024
17900000.0,17917688.372079253,17918067.71263582,17918034.005877953,17918383.60845775,17917325.836371467,17918918.000839602,17918073.924779084,17918556.381881304,17917535.434045292,17912465.599789336
