0 Ex,0 Ey,3 Ex,3 Ey,6 Ex,6 Ey,9 Ex,9 Ey,12 Ex,12 Ey,15 Ex,15 Ey,18 Ex,18 Ey,21 Ex,21 Ey,24 Ex,24 Ey,27 Ex,27 Ey,30 Ex,30 Ey,33 Ex,33 Ey,36 Ex,36 Ey,39 Ex,39 Ey,42 Ex,42 Ey,45 Ex,45 Ey
(0.9988747139871706-0.03977208467229826j),(4.587211755760524e-13+0.02583577048682833j),(0.9919834584879719-0.032612811616527425j),(0.10452846326859859+0.06307949722528425j),(0.9780056407103963+0.007221981933059228j),(0.20791169081746042+0.015017940465549447j),(0.9503289563413054+0.03498147587887476j),(0.3090169943746283-0.012635991099037064j),(0.9130679406608652-3.1307499940637015e-05j),(0.4067366430753759-0.029533674606090854j),(0.8659771142005265-0.009134577368379061j),(0.49999999999982386+0.0004440453188323491j),(0.8078359356156926+0.0027613793498180647j),(0.5877852522912589-0.04361161656875825j),(0.7430690680748233-0.010373739340542434j),(0.6691306063585907+0.002230971882947687j),(0.6680698610967267-0.011550729472443618j),(0.7431448254774699+0.03584703206399455j),(0.587749375621946-0.0032059497178534464j),(0.8090169943742972-0.005647668090140094j),(0.4985055784719551+0.029102815143274365j),(0.866025403784218+0.02540107049603635j),(0.4064862520779674-0.007955637077248723j),(0.9135454576420887+0.011846161012456273j),(0.30893417514068655+0.0058125072305427565j),(0.9510565162946352+0.00417049184937449j),(0.20789021557308018+0.0027535605047627303j),(0.9781476007333261-0.001160754960397724j),(0.10445099925338247-0.0029636378635160138j),(0.9945218953676983+0.0027212568297553773j),(1.0273216307657848e-14+4.4011669309007573e-13j),(0.9999999999994621+3.4143759868043855e-13j)
(0.9991677835529283-0.004983740475706501j),(6.481253223405928e-13+0.04048336250332234j),(0.9933586011583877-0.0357826145332158j),(0.10452846326762044+0.03212622554119463j),(0.9775683380004959-0.022702487393323596j),(0.20791169081739377-0.024848952198067133j),(0.9506796218425978-0.02203245739212594j),(0.3090169943746426-0.01520935964952266j),(0.9122447724046951+0.037041902643404546j),(0.40673664307519225-0.031665057201728124j),(0.8659035746609757-0.0063806056604234955j),(0.49999999999957684-0.013049416078255664j),(0.8084984275309147+0.022395308553965917j),(0.5877852522923981+0.018364095981307702j),(0.7412599111689211-0.0022722988225129387j),(0.6691306063589704+0.052847065996504725j),(0.6691149320645495+0.0044521469876522j),(0.743144825477028+0.00107444918075167j),(0.587719902698472-0.007626574641596482j),(0.8090169943744951+0.004319044275760027j),(0.49919843936816444-0.022078170707737134j),(0.8660254037837083-0.01770515492030171j),(0.4066912363089651-0.0032825056639038666j),(0.9135454576420329-0.005114712754509928j),(0.3088502967823534+0.009228236714339233j),(0.9510565162947933-0.00422334425693395j),(0.20787300569661663-0.000661117776071864j),(0.9781476007332851-0.003955705320050191j),(0.10447569829274704-0.0005695987342799903j),(0.9945218953677062-0.003271644337008672j),(4.205615675260125e-13+1.548639688708775e-13j),(0.9999999999994587+5.049086149178095e-14j)
(0.9993924636719236+0.029382519119497408j),(1.275660845923636e-13+0.0187448959644686j),(0.9939618334576646+0.03270838655834453j),(0.10452846326713491-0.006620834088913818j),(0.9775054312241348-0.008656646402012655j),(0.20791169081730349-0.03436456344346209j),(0.949600990463458+0.03780727990094889j),(0.3090169943741872-0.03656590876838674j),(0.9122719144703226-0.028606435131139425j),(0.4067366430757166-0.03881918489677276j),(0.8650469549166946-0.016178378839248695j),(0.5000000000000641+0.03784211735963884j),(0.8066666238638853+0.04709572839941198j),(0.5877852522922887+0.039742263361742136j),(0.7422924246610031-0.03260886417340675j),(0.6691306063584992-0.01424253844529804j),(0.668357341982223-0.025012497007459878j),(0.7431448254765503-0.02021402429510191j),(0.5868804767229301-0.024780889761668912j),(0.8090169943748914+0.021182926039224788j),(0.49951353841223917-0.021973710832427787j),(0.8660254037838004-0.0018387428092586158j),(0.4066367964927769-0.009008246626905456j),(0.9135454576420861+0.00025308345634314153j),(0.30847061373338464-0.009428902053974116j),(0.9510565162943914-0.01576321927402854j),(0.20758232170748803+0.009475151525644437j),(0.9781476007333416+0.006860932633977846j),(0.10446569148914867-0.002948280108919458j),(0.9945218953677228-0.0021039437240155823j),(-1.9436692608558444e-13-8.021534825264354e-14j),(0.9999999999994477+4.422868321585227e-13j)
(0.9977591175833794-0.037957662705803114j),(-4.101684078844973e-13-0.0550995382913737j),(0.9939524995420849-0.011088919536499452j),(0.10452846326783856+0.03176892952563086j),(0.977699389130759+0.022451344206305023j),(0.20791169081821492+0.01930208425431948j),(0.9467452645030979+0.0649367292424242j),(0.30901699437430924-0.06296921885269219j),(0.9133960729849132-0.015493008350203528j),(0.4067366430753063-0.005734433420189807j),(0.8650600983925718+0.009684403587425694j),(0.49999999999969524-0.03971446204239694j),(0.808115672519928-0.03244988787431711j),(0.5877852522924638+0.020113721458991537j),(0.7428528990202384-0.0037047992222943495j),(0.6691306063580889-0.020495768189465403j),(0.6691035511966694+0.005939661564532139j),(0.7431448254771944+0.000962580828170358j),(0.5872609311896607-0.0029199618120241983j),(0.8090169943744722+0.02464904325575506j),(0.4999805025697423-0.00421374898418354j),(0.8660254037840986-0.0013196094586468486j),(0.4047061749299279-0.006259803099237543j),(0.9135454576417162-0.040105157521555176j),(0.3089886185440638-0.00400204915604056j),(0.9510565162948547+0.0012328928554132309j),(0.20769319394987779+0.008780148268064121j),(0.978147600733279-0.003703695713988219j),(0.10444920244000937+0.0035588441749858013j),(0.9945218953677025+0.001974429261741951j),(-9.723743371252627e-13+5.844352779504902e-13j),(0.9999999999994542+2.7440549832391525e-13j)
(0.9994316796008759-0.02876793617920333j),(-4.904554266974132e-13+0.01757053376937609j),(0.9935591821689069-0.0012287270465386885j),(0.1045284632683889+0.043731477487264275j),(0.9756438234249009+0.04978925833122408j),(0.2079116908182277+0.04912116028330338j),(0.9507988916544259+0.01693710615518093j),(0.3090169943750954+0.01425128941489676j),(0.9102307917077679+0.06098769357971506j),(0.40673664307459567-0.04822561806852193j),(0.8653987725018679+0.028416985039101603j),(0.49999999999891814-0.01665651564576778j),(0.8085848228625849+0.015143611485160854j),(0.5877852522915906-0.021673773432840403j),(0.742768200966881-0.014782316450258518j),(0.6691306063585779-0.018469282223153808j),(0.6686866106949021-0.0003858091646656639j),(0.743144825477829+0.02436875444191093j),(0.5870916790743027+0.023288270648561427j),(0.8090169943747612+0.016508168391061374j),(0.4999597073716675+0.00605403243564119j),(0.8660254037840177+0.0019077986557721072j),(0.40640952083188914+0.013557013864335993j),(0.9135454576423837+0.0090667288563487j),(0.30880002980314014-0.007761597945811861j),(0.9510565162948963+0.008590809206497192j),(0.20741670571591692-0.0133584274677986j),(0.9781476007332633-0.005209009907309135j),(0.10439329039449817+0.0008253637018235498j),(0.9945218953678382+0.005249697918109582j),(-1.3860052971774027e-13+4.985187609940489e-13j),(0.9999999999994499+2.5335246053859173e-13j)
(0.9993816053764242+0.03124014423855684j),(-3.2584157206746727e-13-0.016138780064716182j),(0.9932705827817542-0.003046165992831156j),(0.10452846326818713+0.049780223168589835j),(0.9765896669684984+0.04349720967441282j),(0.2079116908165744-0.03396091785430437j),(0.9496589705908618-0.005594045311365559j),(0.30901699437367164-0.05123517756810686j),(0.9129702482877993-0.002065185770633006j),(0.406736643075164-0.032347549023017494j),(0.8659025543244278-0.013902225873054386j),(0.49999999999942674-0.004415260989480659j),(0.80774014429899-0.03199959820973052j),(0.5877852522929173+0.03225495602315556j),(0.743088212556554-0.00880487700109322j),(0.6691306063584385-0.0025717958221310013j),(0.6688801879114843-0.013351601082979812j),(0.743144825477548+0.012521874173715029j),(0.587160499167408-0.01595986042999626j),(0.8090169943747185+0.021893695081357058j),(0.49922525871340606-0.026586146357861867j),(0.866025403784271+0.00820474762272334j),(0.40647211774740005+0.005324896525585496j),(0.9135454576422165+0.013666008601578197j),(0.30901083666112705+0.0019493427250471523j),(0.9510565162947041-7.55065063146672e-05j),(0.20672646505858602-0.0008293698859584628j),(0.9781476007335338+0.02215292233804262j),(0.10444642262741272+4.528354109387123e-05j),(0.9945218953677099-0.004140336083180701j),(8.128009139730471e-13-9.321328431344256e-13j),(0.9999999999994558-5.118752643973323e-13j)
(0.9992871392888052-0.0024795860280282557j),(-8.174973639192056e-13-0.03767047788290702j),(0.9940125193918805+0.012987549526096459j),(0.10452846326698875-0.029055726033631556j),(0.9764833315012797-0.0516488926123541j),(0.20791169081705857-0.024195537036002468j),(0.9509932982106848-0.010433226464547928j),(0.3090169943750821-0.003375163716188891j),(0.913171422118388-0.025298518989953507j),(0.4067366430749913-0.006575860557949049j),(0.8658079371170702-0.0010171679211677578j),(0.4999999999995224-0.019379922440012548j),(0.8089843313630362+0.0029337926699687803j),(0.5877852522921244-0.006651440174884487j),(0.7418921163769532+0.006318364372412975j),(0.6691306063590232+0.04266611725741021j),(0.6679186633184098-0.03540113318601808j),(0.7431448254767928+0.019162132606058983j),(0.5875424702595737+0.0010990245346967319j),(0.8090169943740154-0.0168564705456228j),(0.4992787586406928+0.019822987716816287j),(0.8660254037840017-0.018104428404301775j),(0.40666397443414243+0.006427689855514375j),(0.91354545764204-0.004218236722298798j),(0.30864310623266744-0.015178283732488283j),(0.951056516294763+0.0007453121203091877j),(0.20778878821036223-0.0020296090189106976j),(0.9781476007333447+0.006853565480338179j),(0.10435885067886708+0.001275830576108819j),(0.9945218953676417-0.005813963759465868j),(3.021703177473032e-13-4.746875635619485e-13j),(0.999999999999447-5.015363124805106e-13j)
(0.9986405802258056-0.03247623048723432j),(1.0268180360404583e-12+0.040771141489832435j),(0.9937741677335373-0.0339636291592597j),(0.10452846326757192+0.018253103998013644j),(0.977836797537395+0.015341062229203058j),(0.207911690818162+0.019302279953784585j),(0.9505340099947367+0.031043382257672635j),(0.3090169943741982+0.0054682216538570715j),(0.912279014459385-0.047363344981417976j),(0.406736643075625-0.00830761744225154j),(0.8656527755114123+0.024106341600218708j),(0.5000000000004188+0.008009777928230146j),(0.8086541201804872-0.02141387414453705j),(0.5877852522919754-0.011333891483217532j),(0.7427870314829078-0.010125099130088869j),(0.6691306063589451+0.020715691177801518j),(0.6688684036914812-0.014333962463322688j),(0.7431448254767845-0.012056717184322895j),(0.5873169144025614+0.012360067981195946j),(0.8090169943741654-0.019939247448851602j),(0.4997356429921392-0.016062725010739173j),(0.866025403783915-0.002505192258557819j),(0.4057709856421959-5.077720654873136e-05j),(0.9135454576417458-0.028010738185051846j),(0.30876818207601375-0.008420375731247647j),(0.9510565162945417-0.0090999902542047j),(0.2074843794373236+0.012511564385630548j),(0.978147600733309-0.004578670630151022j),(0.10433779760432325+0.0005725763486948213j),(0.9945218953677641+0.006284566846276458j),(6.831480205120745e-13-2.62307536802453e-13j),(0.9999999999994559-1.200474181867195e-13j)
(0.99984167685481-0.015063174974896933j),(1.1521225721187545e-13+0.009472168843182659j),(0.9943998925840692+0.0021339536822546487j),(0.104528463268015+0.015430496948633288j),(0.9767195534647634+0.049404808395835324j),(0.20791169081810487-0.01872985869971726j),(0.9508854462220334+0.0180132606577214j),(0.30901699437502506+0.0009422259929023746j),(0.9098238471582439+0.07636833893839776j),(0.4067366430760567+0.0308827966352055j),(0.8649606388333103-0.03563056804798626j),(0.4999999999998122+0.023949026883302246j),(0.8089059661133944-0.013402279958703661j),(0.587785252292489+0.00011859318294711509j),(0.7423432331862218+0.01258374632528453j),(0.6691306063588722+0.032131061353440155j),(0.6688418816681777-0.01572286267636579j),(0.7431448254764011-0.011793951092433648j),(0.587632266815934+0.00935892240039152j),(0.8090169943746303-0.009603769060933864j),(0.4995918703649138-0.02007841590742549j),(0.8660254037839106-0.0021955135519663924j),(0.4066685508355172-0.0012299995407820943j),(0.9135454576423534+0.007339869372571478j),(0.3089395454158802-0.00587564792197674j),(0.9510565162944737-0.003651965560677718j),(0.20788359699169967-0.0028064278678303894j),(0.9781476007332109-0.0019507032507778887j),(0.1043897232277265-0.002940877427131821j),(0.9945218953677031-0.004509607248967968j),(2.4753486466684726e-13+1.6635044036705793e-13j),(0.9999999999994506+6.975583305424138e-14j)
(0.9978892607140448-0.006246521241689857j),(-4.993168935968547e-13-0.06463748388304484j),(0.9944703083947272+0.008666231797786403j),(0.10452846326782982+0.005244283876354703j),(0.9775306354744628-0.03164925150514517j),(0.20791169081693978-0.014314692050301198j),(0.9509209615243059-0.0034819292128971807j),(0.3090169943747228-0.01567476599624003j),(0.9134002915493109-0.007652935224242211j),(0.40673664307533636-0.01437508812855896j),(0.863993846598948-0.015120928518840544j),(0.49999999999929656-0.05732356024728512j),(0.8089240606328513-0.011800479269324676j),(0.5877852522921211-0.003333167416221033j),(0.7431380256809186-0.001627205395592374j),(0.6691306063585701+0.0027310479196093534j),(0.6686070543206722-0.007883901223552078j),(0.7431448254767137-0.025263004179710405j),(0.5866057899283358-0.032383718957427275j),(0.8090169943748335+0.018342431153807952j),(0.49974563000603883-0.004176506928497336j),(0.8660254037842448+0.015390324199829108j),(0.4059481877023308+0.016231612445889762j),(0.913545457642288+0.01942422401706717j),(0.3088636106020444+0.005155344496018498j),(0.9510565162946678+0.008258043433787221j),(0.207711951795204-0.004551521123426314j),(0.9781476007333261+0.0078930295479869j),(0.10450592548671053-0.0013414252696085623j),(0.9945218953677639+0.001706384899180252j),(7.657046296871115e-13-7.512220012717563e-14j),(0.9999999999994611-1.6696388195625023e-13j)
(0.9993227969220259-0.0045632408654246795j),(-6.360584441838991e-14+0.03651197589167972j),(0.9933366351746712-0.040511876115541454j),(0.10452846326787002-0.026737940816590682j),(0.9757592314879283+0.06830709399860971j),(0.20791169081791913+0.0008898851440627461j),(0.9508844477089299+0.004421280391533811j),(0.3090169943748804+0.017541851991651883j),(0.910724453954809+0.07059390403540594j),(0.40673664307593427+0.012758246740064445j),(0.8648538100787261+0.03650671218348141j),(0.4999999999994221-0.026365643501853872j),(0.8081232159211306+0.012332252248114593j),(0.5877852522926291+0.03596221113766334j),(0.7427328376013267-0.0075834884422490674j),(0.669130606358757+0.02355109943429222j),(0.6665937690554589-0.04019109231926072j),(0.7431448254762344-0.0421092807033915j),(0.5873393065481239-0.009994979799497936j),(0.8090169943743577-0.020594712300121866j),(0.4999642539693474+0.00030514397139127635j),(0.8660254037839784-0.005970899407805928j),(0.40671286677510593+0.00014459553376687095j),(0.913545457641965-0.0043954422221724665j),(0.30889368890453245-0.006299284255656174j),(0.95105651629474+0.00604241550005344j),(0.2078404381515863+0.003933350362834631j),(0.9781476007332094-0.003761941342259035j),(0.10449044008987995-0.0027743057897616757j),(0.9945218953677636+0.0005007896125233408j),(-2.46338351938543e-13+5.543898673465719e-13j),(0.9999999999994528-2.76219151718049e-13j)
(0.999056340146952+0.03622922328382088j),(-3.6696860521460005e-13-0.023955637983716197j),(0.9940214666064877+0.010243409790685562j),(0.10452846326760022+0.029836166761685004j),(0.9780473539700953+0.001429388984057211j),(0.20791169081716776+0.013930508230852873j),(0.9490073877727382-0.05303180170847158j),(0.3090169943746385-0.03288013301028843j),(0.9107351862034737-0.028215771075760086j),(0.4067366430760393+0.06580724923271224j),(0.8652742705144363-0.03539058061664796j),(0.499999999999032-0.006924130928588371j),(0.8068947863919027+0.05652277440504054j),(0.5877852522927942+0.01531263703800707j),(0.7430547885392741-0.011506434338556484j),(0.6691306063586867-0.0011894665047933713j),(0.6690228429266659+0.0034279669814436756j),(0.743144825477626+0.01150882484923849j),(0.5875596688776415+0.012053701328182372j),(0.8090169943741704-0.010947447435304365j),(0.4996877891965808+0.008036627321083343j),(0.8660254037844416+0.01573295738300661j),(0.40586326100112585+0.01436415070061637j),(0.9135454576419088-0.022436161991740353j),(0.30885926075062275+0.009862267218007124j),(0.9510565162946264+0.00044220622964417575j),(0.20764697575533167-0.0009052831823483376j),(0.9781476007332321-0.010449167467248582j),(0.10445986531911891+0.0016350972666186701j),(0.9945218953677775+0.003415058922892099j),(-4.890628340607039e-13-8.892270600413532e-13j),(0.9999999999994512-3.8347276742900505e-13j)
(0.9996940852201389-0.018212866222648283j),(5.447032496528837e-13+0.01673402159093003j),(0.9943439753217315-0.015589597288727643j),(0.10452846326763181-0.010527277114053447j),(0.9728636309504068+0.09181854827434589j),(0.20791169081835537+0.04334095737991932j),(0.9503948597918456-0.03546463353304212j),(0.30901699437492064+0.000606164909260758j),(0.9132630850816467+0.021083257780892373j),(0.4067366430755471-0.008446114309542502j),(0.8658443967045057-0.007141249538481731j),(0.4999999999995474-0.016201334812324573j),(0.8077687997860254+0.011390383953068411j),(0.5877852522914809-0.04345483210323689j),(0.7415027661287642+0.03348422889975842j),(0.6691306063585666+0.036286166392300694j),(0.668716886566664+0.023283724328389654j),(0.7431448254770547-0.003370781443163247j),(0.5874927719964342-0.013595977138527194j),(0.8090169943746427+0.012605358761410385j),(0.499647523558095-0.017533198583250423j),(0.8660254037837695-0.0067036668877687704j),(0.40608326091995733-0.019548636944777417j),(0.9135454576419041-0.012203803298645871j),(0.30891437292093427+0.004800515152224589j),(0.9510565162947964-0.006353587117962623j),(0.2076303906706987-0.010808548735120375j),(0.9781476007333186+0.0002594662576079279j),(0.10447529074193639-0.001971677264973052j),(0.9945218953677114-0.0026880748266158647j),(3.709155867268694e-13-6.720214662525592e-13j),(0.9999999999994481-2.1462345789480253e-13j)
(0.9978929142155828-0.013797915117267504j),(-7.739837632152918e-13-0.06339833827111283j),(0.9909168472141581-0.08336836264093575j),(0.10452846326782513+0.014398554905548231j),(0.9769948039570447-0.03072822907821042j),(0.20791169081830363+0.03618919449930437j),(0.9504305548917704+0.030243744056738422j),(0.3090169943751786+0.016600405406483172j),(0.9135167701660517-0.006954520697263198j),(0.40673664307589746+0.0020120749065582304j),(0.8654832593661977-0.030633613229223873j),(0.4999999999998144+0.0005563240083890347j),(0.8088265157749456+0.006170614756147977j),(0.5877852522918723-0.01643435669276977j),(0.7431370228452704+0.0033849035959306623j),(0.6691306063582698-0.0003732797562800668j),(0.6688256117869338-0.020045275447724217j),(0.7431448254771367+0.00250126277728901j),(0.587655322917927-0.010229229479025445j),(0.8090169943742701-0.006934487940260356j),(0.4989184439188597-0.009297142068901754j),(0.8660254037836407-0.03152696412905157j),(0.40619687388635733-0.01840825526728133j),(0.9135454576421465-0.009996629595412466j),(0.30821568108074826-0.007634203155525276j),(0.9510565162949866+0.02088817105089262j),(0.20657942228917803+0.021936609759255064j),(0.978147600733179-0.00842606775400185j),(0.10422350479317004+0.007899078809762075j),(0.9945218953677365-0.0011248269477423037j),(-2.1933328623047296e-13+2.2432316421072684e-13j),(0.999999999999452+4.809486142676178e-13j)
(0.9996191983097589-0.025490319978299526j),(-4.0035364729992576e-13-0.01056891464366982j),(0.9937219223842692-0.03925330132361732j),(0.10452846326787006-0.007051217890340773j),(0.9776657467898429-0.010987075549964248j),(0.20791169081815286+0.028665319545473175j),(0.9510319071977644+0.005278310641473112j),(0.30901699437452035-0.004352943267454107j),(0.9114155292409157+0.025143155917280596j),(0.4067366430761866+0.057051362358268576j),(0.864745501206068+0.0057405230252896705j),(0.4999999999999436+0.04671471436435021j),(0.8080168538241992-0.03977393511610712j),(0.5877852522923398+0.005940977014239131j),(0.7430509193874538+0.0010106949809699636j),(0.6691306063588152+0.011770357932342726j),(0.6687938640605957-0.020992965298210983j),(0.7431448254766908-0.00313546949860778j),(0.5873684244664179-0.0031399909350846716j),(0.8090169943745483-0.021908382159528388j),(0.4992413533480118-0.0023904332218776525j),(0.8660254037836482-0.02742912569741259j),(0.4066259378041932-0.003704135927005567j),(0.9135454576423844+0.008736297943719117j),(0.30895000179564686+0.003914996110055282j),(0.9510565162946369+0.005106075629443879j),(0.20780465996085548+0.005782061339349506j),(0.9781476007333069+0.0033259951616012653j),(0.10412637087047225-0.009150523840874891j),(0.9945218953677555+0.0004079654340925637j),(1.4391317768127877e-13+5.349028511791865e-13j),(0.9999999999994457-3.680319937693355e-13j)
(0.9995335986960496+0.01466565976895148j),(1.970739207366986e-13+0.02678625580543984j),(0.9938803648436249-0.012434875986496317j),(0.10452846326745698-0.033481257491543334j),(0.9772335909638318+0.0030366497626186464j),(0.2079116908168551-0.04216653021807417j),(0.9502682829863468+0.03366658260023145j),(0.30901699437461744+0.019111482220874942j),(0.9132654607079592-0.015875994485430443j),(0.40673664307520474-0.016107583796302723j),(0.8651674217229994+0.0381011623906449j),(0.4999999999997636+0.005799466590271023j),(0.8065099665061113-0.016224532503168545j),(0.5877852522913317-0.06153808299742718j),(0.7428742845241937-0.005527124081754137j),(0.6691306063587864+0.0192738144851033j),(0.6677650192168483-0.01757353498437564j),(0.7431448254770597+0.038946352127184246j),(0.5873771295669095+0.00622230473198972j),(0.8090169943748832+0.02099746168150654j),(0.499932433986944+0.002983261978338196j),(0.8660254037841338+0.007659085798571527j),(0.40629324271147854-0.006806654417699447j),(0.9135454576422292+0.017724762418003533j),(0.30901692103103773+0.00010391405189261559j),(0.9510565162946792+0.00018582435283988482j),(0.20760562164043772+0.011236422917968975j),(0.9781476007331735-0.0009590840238247883j),(0.10451437324692889-0.0016785166812840605j),(0.9945218953677508+0.00035777028609574896j),(2.611554993287147e-13-9.610133869242254e-13j),(0.9999999999994696-1.220204493002086e-13j)
(0.9989761004037849-0.03044435526901744j),(2.2082678047902535e-13+0.03346478825677297j),(0.9937430482559176-0.012125857318601246j),(0.10452846326645236-0.03743685341037705j),(0.9776228482287278+0.01862650845501225j),(0.20791169081836253+0.026064317058907112j),(0.9504272138161669+0.034333595912252955j),(0.3090169943749483+0.004220499453136961j),(0.9134822493148816+0.0058108984817596705j),(0.40673664307504676-0.009039735854775395j),(0.8656107433022932-0.0015044386399479066j),(0.4999999999993904-0.02675402294009348j),(0.8073796611566878-0.049498586350084445j),(0.5877852522928682+0.014016771586176634j),(0.7424399683463835+0.011469972744829242j),(0.6691306063591003+0.030258300669278308j),(0.6677753877672715+0.036620809112763344j),(0.7431448254771681+0.021695994966362278j),(0.5869488236754912-0.0298502545911339j),(0.8090169943746869+0.009567836673582922j),(0.499213736645526+0.022236816993910218j),(0.8660254037842074+0.017063678199093848j),(0.4066078410011714-0.0007018985740838406j),(0.9135454576422458+0.01021116031042597j),(0.30868724707442546+0.011115413945555366j),(0.951056516294503-0.008951752850652635j),(0.20770033757336145-0.008075437096409531j),(0.9781476007332156-0.004756917738491084j),(0.10435675448842188-0.005237362533895791j),(0.9945218953677788+0.0029047305079092436j),(2.3197634837985176e-13+1.2531035237239863e-12j),(0.9999999999994601+2.702716522806625e-13j)
