Ip,0
0.0,0.0
200000.0,95669.04439125818
400000.0,191614.76493731962
600000.0,287846.8578889245
800000.0,384342.2365061909
1000000.0,481050.65954930533
1200000.0,577901.6735201506
1400000.0,674812.5217828015
1600000.0,771696.5304320314
1800000.0,868471.4141371066
2000000.0,965066.9761853879
2200000.0,1061431.7968619864
2400000.0,1157538.6790846253
2600000.0,1253388.8037513231
2800000.0,1349014.6963733844
3000000.0,1444482.1917452132
3200000.0,1539891.5908660362
3400000.0,1635378.1316182145
3600000.0,1731111.7425206227
3800000.0,1827295.8144788037
4000000.0,1924164.4012140264
4200000.0,2021976.8408289044
4400000.0,2121008.3031762815
4600000.0,2221534.313737653
4800000.0,2323807.1468945085
5000000.0,2428022.6243318934
5200000.0,2534278.027243967
5400000.0,2642526.1454064376
5600000.0,2752536.5376439993
5800000.0,2863880.247540181
6000000.0,2975953.6006323798
6200000.0,3088046.2026600675
6400000.0,3199440.1004845845
6600000.0,3309511.675081212
6800000.0,3417806.3848290527
7000000.0,3524070.0924978736
7200000.0,3628239.295255555
7400000.0,3730404.8080041055
7600000.0,3830765.5831904784
7800000.0,3929584.7922325125
8000000.0,4027154.13944591
8200000.0,4123767.703642212
8400000.0,4219704.112987457
8600000.0,4315215.03827624
8800000.0,4410518.089956047
9000000.0,4505792.669912465
9200000.0,4601177.852637815
9400000.0,4696771.8151499685
9600000.0,4792632.653575461
9800000.0,4888780.60725549
10000000.0,4985201.764976766
10200000.0,5081853.270016116
10400000.0,5178669.902079902
10600000.0,5275571.739964616
10800000.0,5372472.45183185
11000000.0,5469287.668374624
11200000.0,5565942.896559041
11400000.0,5662380.527815224
11600000.0,5758565.657063834
11800000.0,5854490.613729307
12000000.0,5950178.26789104
12200000.0,6045684.280001072
12400000.0,6141098.493201002
12600000.0,6236545.618125687
12800000.0,6332185.231756972
13000000.0,6428210.902902295
13200000.0,6524847.960601616
13400000.0,6622349.03102623
13600000.0,6720985.995025608
13800000.0,6821036.534964688
14000000.0,6922763.151133533
14200000.0,7026382.861719239
14400000.0,7132027.435492852
14600000.0,7239697.6587699875
14800000.0,7349220.835928613
15000000.0,7460226.606287007
15200000.0,7572157.8462438295
15400000.0,7684326.016286388
15600000.0,7796003.626268192
15800000.0,7906528.86493649
16000000.0,8015391.089884674
16200000.0,8122275.697828287
16400000.0,8227065.409499495
16600000.0,8329809.969675691
16800000.0,8430681.282463003
17000000.0,8529927.863963993
17200000.0,8627836.356305644
17400000.0,8724702.557936834
17600000.0,8820811.303531103
17800000.0,8916423.29005773
18000000.0,9011766.842966424
18200000.0,9107033.017005961
18400000.0,9202372.95368409
18600000.0,9297896.893620592
18800000.0,9393674.60003681
19000000.0,9489737.17231952
19200000.0,9586080.319043133
19400000.0,9682669.132373665
19600000.0,9779444.28736391
19800000.0,9876329.4215001
20000000.0,9973239.283500008
