Ip,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000.0,100536.71751796195,100923.3321176109,99661.686032569,100011.28332531484,100954.88371437564,100038.33166333592,100367.69909372993,99744.20224975127,100047.83458313801,99828.29884002797,100061.07461250595,100658.03291544973,100839.73383517,99452.48442623508,100046.03714259547,99491.06649546877,99994.84357481037,99985.95954242944,100428.80227908117,100136.0090675069,99712.19887163998,100084.956477559,100004.83143240552,99974.90969601263,100353.0941136778,100142.69471733553,100203.17728708072,99996.86901816283,100085.12694590435,99795.6342188924,99758.4183417634,99907.8987341487,101092.35851830633,100033.9456461639,100326.36110198613,100386.23973873019,99063.54927884476,100096.54635920412,100445.93800932817,99898.73508247217,99917.05677374204,101031.89693511376,99994.60487989767,99857.71137747056,101658.8686294531,99946.58044156687,99911.51247990463,100008.79581153352,99687.6085321404,99773.48871462593
200000.0,201049.0428361596,201768.92289450546,199573.60828777507,199992.83744415746,202315.5533480133,200260.4458528407,200562.15319337705,199614.2592845695,200054.0300524043,199975.92217548421,200168.33261346465,201405.43312439,201798.59962734987,199103.2579530821,200063.11483992587,199251.32492536228,199983.5301034243,199971.4698750297,200981.63316160114,200366.25292800355,199402.94926858935,200258.4727614504,200004.2662024491,199922.8437976604,200960.49087861585,200223.87869594363,200562.14653003056,199967.4320400617,200180.1263842211,199752.0315282784,199508.95629255907,199830.06524315,202283.80214095343,200036.2891011182,200605.30453406984,200714.45764114067,198235.69011840122,200231.48662139825,200812.15626142675,199745.4802127356,199886.3432417645,201778.35470102823,200012.94815514114,199716.732417342,203337.17132237554,199885.54157992185,199804.0038134833,200011.55191714028,199495.10286144112,199942.6483961447
300000.0,301460.2818905339,302405.1649912004,299811.21618865523,299944.4897979725,303956.49245797005,300672.5176106416,300536.2778144157,299662.0676619984,300014.8048608106,300493.7210465379,300314.709387766,302149.5815402291,302757.5534516356,299062.20015975396,300046.56031280523,299391.6060288813,299966.9578583779,299958.88411701674,301601.1888744425,300674.4333872478,299128.63488147693,300512.80599962146,299998.0847875448,299850.5717691997,301782.5459170843,300225.0645408093,301054.7816666675,299913.3009175955,300272.7142238544,299915.1783382983,299298.98919610784,299783.8509603337,303415.98574706074,300004.3528573221,300791.22467117204,300932.21985370875,297697.7157308795,300391.7527990661,301038.9521692234,299560.00039858103,299925.8647074615,302105.0624084689,300057.51046880806,299603.46362881915,304793.2840374509,299826.6629007833,299695.546473229,300006.90364101325,299486.27812973346,300574.8987363605
400000.0,401709.6279363486,402735.84963988414,400408.14480240585,399872.8256497781,405694.34787332994,401250.9226971912,400286.9518076894,399918.24867775844,399936.23838452814,401379.01679309545,400485.8952241389,402794.6056073889,403592.69853189966,399406.9724595653,399998.7552432843,399977.5363626338,399947.4279541613,399950.7937597332,402215.37370795134,401030.60147082416,398950.39956882055,400826.6921540221,399987.3257748939,399770.69740520563,402740.8492215959,400143.43972142576,401635.44574235706,399842.0968552028,400350.3341934976,400302.854723544,399177.54148841975,399784.6862341672,404334.3210590157,399942.9186210461,400854.7107990325,401006.80636969546,397617.2402590276,400558.98552089115,401092.3452796687,399373.7599464074,400044.2978068971,401959.1860183573,400126.6239199596,399545.1067688242,405819.99925583095,399781.4694469269,399608.143789408,399994.97538746736,399705.915458446,401671.2758780878
500000.0,501765.489454551,502721.6311564258,501343.4888618041,499790.33153799357,507321.2697812427,501943.6223949053,499858.1204142628,500383.24545388244,499833.3389274735,502569.1218266125,500662.56008359155,503260.3841074593,504200.07376750075,500162.1833110256,499928.8946617082,501008.53771088406,499928.3174599271,499949.52543175523,502750.473200421,501395.8907241429,498921.23020181287,501168.1984819261,499974.0828512907,499699.23342710064,503730.2852432543,499993.4430712173,502241.8091743322,499766.3768978263,500402.6933073289,500897.39495443006,499184.6921386504,499842.5809671096,504920.4086608946,499863.5336629333,500789.4387061964,500932.5714309042,498110.28912739706,500712.80999255186,500971.730119127,499224.3281563346,500238.0420544538,501381.7996355371,500214.3483203495,499563.948837175,506289.36469841714,499760.9848679893,499563.145651359,499977.5151519101,500167.659836808,503156.77295082033
600000.0,601632.4004890501,602388.4886850601,602539.7635118974,599713.1098631461,608645.7751947928,602677.874612046,599333.3256822877,601024.1075111751,599727.0274971114,603947.7326713849,600823.8213556007,603498.282407281,604516.1565020144,601287.6322295734,599851.1718069194,602409.246118761,599913.4640505299,599956.6321828321,603145.1751924921,601729.3389677593,599073.7755729606,601500.0026343637,599961.0538731128,599652.2472342332,604637.8523323375,599804.4418931543,602805.6952095389,599701.3121269975,600423.8939722539,601645.7499488288,599342.1553419895,599959.4426439772,605116.262693719,599782.2278775391,600613.9831020039,600732.3066363168,599209.3326033062,600834.7123682672,600710.0622335867,599147.8528832243,600490.7895345903,600499.1982229946,600311.301732816,599672.127666235,606177.884839081,599773.3825265325,599576.4964369453,599957.6525451307,600847.3282392585,604887.0481323568
700000.0,701349.9036459888,701821.6453130796,703873.3957909313,699657.6404578097,709530.072737724,703372.8358851029,698819.3786326508,701778.2598562422,699639.7259962633,705364.0063966564,700951.1717306522,703499.8068646896,704529.0504821077,702679.8222868623,699781.7988684177,704037.4421338941,699906.3885363495,699972.4975170951,703362.0411080321,701995.2694552193,699411.7984781553,701785.9780047229,699950.9502591257,699642.3534360401,705363.789330572,699614.9632033799,703265.5069122446,699661.6023046756,700413.6391321013,702467.4846059673,699647.3263723935,700127.906190496,704934.3903219964,699716.1550992237,700368.1020948398,700452.3537299015,700845.9803971556,700911.6059948188,700366.6888044765,699171.2379284279,700775.8724950292,699496.5147658532,700406.2930744981,699868.1490744684,705567.0888209981,699822.0761620629,699654.9449893596,699939.3138098341,701683.8934367788,706671.9099029538
800000.0,800983.8423215026,801147.0495131575,805196.2367484564,799637.3107831145,809914.066202129,803954.1925348142,798424.7045599305,802563.8554883512,799590.5714380022,806660.296258867,801031.9443884988,803296.4023943373,804278.1432378826,804187.9509928189,799735.5549590267,805708.3614080327,799909.529562703,799996.151458682,803393.7334823351,802169.5360468406,799907.517625058,801997.5977997872,799945.9086286413,799675.8810421481,805839.7651468712,799464.7477230837,803577.2961532194,799658.3186594169,800377.2112836322,803269.2223807825,800072.3969807173,800332.0477286491,804452.1411980729,799679.9348590052,800104.3804513209,800152.6989771895,802855.3101663729,800938.2394637227,800014.6378475155,799305.8227680656,801060.9490506636,798580.150203201,800488.394077977,800136.0938113886,804621.8264349591,799904.7136685009,799794.1516597596,799926.4160371027,802588.641248309,808310.7253042486
900000.0,900612.221149602,900504.9704566237,906363.1436958377,899659.5123111022,909820.97564968,904367.3325771043,898236.890628055,903294.5074094872,899591.3647305158,907701.5998265513,901061.5017351669,902950.93061773,903843.103628474,905641.4413987659,899722.6640851072,907230.0511058002,899923.6705298963,900025.353039682,903262.7467250328,902243.2382203152,900505.8084536779,902118.7059831092,899947.0439757112,899751.3928907398,906039.7969602577,899386.4031360713,903721.908116736,899696.4101636547,900324.2282897234,903962.1484656415,900568.9800552789,900549.9138907501,903792.802468562,899682.5448576361,899877.1575754712,899894.3556868244,905003.7568875088,900917.888405832,899725.301540027,899544.1158958237,901313.9695454849,897936.6147953019,900548.9689594598,900447.8542060871,903553.3396798744,900013.340937873,899979.1912976275,899922.0233758233,903460.8067970787,909630.6288480641
1000000.0,1000308.8629017632,1000021.3821345142,1007258.6290574238,999723.9854789972,1009345.1783401341,1004585.9991138132,998304.196679562,1003894.9136102824,999644.1863997828,1008399.172332758,1001043.6595399248,1002543.2318702448,1003325.4397070459,1006882.2639697059,999746.72315966,1008440.4813796659,999947.6994023871,1000056.9331971508,1003015.04153968,1002223.1774380731,1001134.518189779,1002147.6305457792,999954.2458997756,999859.9134509108,1005981.7543682272,999398.5437299238,1003706.728055075,999773.4735445748,1000266.4774237359,1004478.2408039544,1001077.2852767038,1000757.3504144192,1003098.5021903256,999725.4834663812,999731.2272632876,999726.8498756336,1007034.9785199552,1000861.2043554852,999553.884443189,999860.4890562205,1001509.0216228284,997695.4743042408,1000583.1880510492,1000768.0059082877,1002575.7547516379,1000135.7312998477,1000187.3689978884,999927.6639836159,1004206.0700104516,1010517.3515438357
1100000.0,1100128.4373327098,1099782.946251348,1107815.9150032224,1099822.8105088414,1108627.1167836415,1104614.6736115615,1098625.226372438,1104313.6396809593,1099741.2096168988,1108722.7897304979,1100989.3034234615,1102153.2342020804,1102827.0494618723,1107793.6226839388,1099804.1425833544,1109236.4773299785,1099978.766163057,1100087.3310640068,1102709.3555862522,1102129.1415290898,1101718.4792683574,1102096.2929276407,1099966.2567571779,1099986.8035680668,1105719.8653318218,1099501.993393746,1103561.968695957,1099880.0988731077,1100215.347966313,1104781.319878565,1101537.6584523194,1100932.283793872,1102500.9867885786,1099802.6144394295,1099692.8201027028,1099678.5430634758,1108721.338450213,1100783.5447979309,1099528.758506214,1100215.809300968,1101630.694111395,1097903.714376712,1100590.6845020729,1101060.2459117344,1101864.4062013258,1100257.596998142,1100392.6849792632,1099942.9725105206,1104753.3994337914,1110931.2335913724
1200000.0,1200096.0992235292,1199820.7688305315,1208024.3017898763,1199942.0498069394,1207822.0470915483,1204484.6198611646,1199149.4489013557,1204530.2151865866,1199866.703459746,1208699.7905650514,1200913.5941649268,1201845.307861937,1202430.374933365,1208317.9211638924,1199885.190059099,1209587.569580002,1200012.8087351369,1200113.210662383,1202404.7712207371,1201988.8343583024,1202193.7601918732,1201986.690490269,1199980.9997898021,1200114.8135325995,1205330.7030288454,1199679.939686534,1203332.7195954958,1200001.726364489,1200179.4697893295,1204870.6114517965,1201901.6612019618,1201058.4970306777,1202096.2139273458,1199901.6943396588,1199764.8731192683,1199751.886605965,1209906.4072322596,1200701.4616177191,1199647.016237862,1200564.991794695,1201676.0135924232,1198517.5413946128,1200575.2325919622,1201293.9200983692,1201523.5714261057,1200365.186655731,1200570.8708587692,1199965.7466045448,1205066.2667204414,1210906.0281204006
1300000.0,1300203.9874060643,1300106.5814167173,1307924.3263161643,1300064.646333083,1307069.448513672,1304245.0217824746,1299788.80458988,1304555.3634931347,1300000.6796564804,1308402.6695182174,1300832.4796550076,1301657.0959951356,1302184.156834905,1308460.5901822774,1299976.334416221,1309532.9416476665,1300045.3301400912,1300132.026075704,1302149.3013795442,1301831.7410524178,1302518.6894439107,1301845.7048986168,1299996.0650801472,1300227.5608318541,1304896.265354808,1299901.9850832296,1303068.8234307226,1300121.580780905,1300163.102150651,1304776.6447377384,1302140.066134061,1301128.0797105841,1301927.8072748396,1300007.170201417,1299927.618714842,1299924.5819082242,1310527.5935721684,1300629.1988101588,1299877.1203890229,1300865.6910005277,1301653.656251139,1299414.533716267,1300543.5705483588,1301449.1560481777,1301569.9322944365,1300447.6859394829,1300703.7978884354,1299992.4061256386,1305145.977206783,1310533.021994473
