Ip,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000.0,93524.25701038117,91314.7021676436,93052.96784738773,92307.06991833927,92686.29466457252,93754.25915824882,92405.01485473657,93540.67317456637,92913.95074493373,91120.11179548132,93003.55183825816,93513.75398050141,93420.17233248557,93161.15476649508,94370.71376773043,94302.71625413003,93600.5659604634,92799.84576482212,93224.78393558293,94379.70808409233,92560.0830513583,94050.55803686523,93060.65050710249,94011.67855096972,93868.93960449932,94439.48251609283,91998.17960435727,93540.27542661424,92856.45596423572,93538.75185280686,93278.31892511963,93489.96398832409,94280.48361370448,90953.11520921443,94244.53126051766,93811.52199315156,93253.28836201913,92595.42794676886,92466.48923576504,92894.39323526867,92539.61222698494,93066.14978835774,94668.93044180996,92871.78648181846,94316.41926135954,93260.47075193707,93002.21488582456,93021.66020090508,92490.03706258103,91467.57373117763
200000.0,186680.15339138143,182471.64994050315,185658.9935505464,184774.45323475046,185296.8062508556,187348.89789050628,184364.46416854614,187121.7486347655,185496.0848683958,181773.2498014089,185857.57582660648,186927.8793313361,186687.4781369106,186148.1360730128,188578.7577834433,188618.2168294836,186788.1688720331,185427.06259878766,186384.2475026945,188565.1139959489,185297.87480593333,188016.99526228628,185698.70604719032,187706.56827561,187522.74096490667,188831.8823517004,183771.44229527807,186988.2383432756,185612.2225175124,187222.28596040152,186284.069226803,186784.80240508445,188316.2302457564,181587.6590374321,188233.0419474434,187503.3194646168,186227.51377578767,185194.32253734575,184434.3600466548,185609.36264687602,184812.07208306267,186090.88595392727,189182.8569613582,185196.7961064581,188439.29579179388,186443.51801251963,185698.46465550203,185703.5256291744,184492.45048538985,182507.94854590055
300000.0,279385.5426559914,273009.1069336471,277750.5225905752,276936.9630400086,277473.7400665409,280565.10422129184,275699.5243505535,280426.37036174204,277552.11090156995,271642.89361241803,278268.1341879566,279974.2799350125,279546.9189716181,278695.8071406544,282475.1302708028,282715.27920388273,279536.19248634065,277572.5258949668,279156.4534354856,282439.6295529562,277770.8684169888,281679.8211693474,277816.88660567533,281015.726019477,280797.78377093683,282974.37858063483,274958.72015177825,280078.54334900045,277935.4976760338,280702.72118349693,278820.75557744433,279663.22946875374,282021.0678861061,271485.2848979055,281871.05000764003,280844.32435196784,278731.75612157374,277404.9491112397,275798.26541765645,277854.25060152425,276544.2812452569,278732.2813397925,283431.70271099464,276994.0870796882,282244.411301898,279251.21845759795,277885.36965939315,277879.2294902852,275891.1068737175,272814.9744795941
400000.0,371829.4772001296,362770.4922551839,369572.6343589435,368482.2603476636,369082.7072096026,373386.5357675351,366578.16018015007,373282.6640716575,369179.7284759075,360814.70324863936,370178.18843777187,372578.4001809831,371959.7048582175,370770.0125433004,376085.9991327725,376474.6073374321,372094.5064385501,369174.99048100546,371419.51746008615,376069.8429691839,369671.9742300852,374984.66071915475,369625.559520893,374104.93620815367,373744.8962012029,376796.6504903094,365497.37241768977,372736.16235581663,369718.5417354832,373731.614343501,370950.0484195599,372130.74897139287,375510.800924702,360592.98229941045,375270.8175321119,373791.7651720791,370835.68763908907,369035.93620614154,366806.5917287464,369589.12975091726,367750.6800815861,370845.8671644717,377462.37727256375,368621.43966210796,375791.73416446906,371580.62897935923,369639.99373945576,369669.2351329114,366919.51189549593,362463.1791478743
500000.0,464478.8181123925,452031.86406398745,461682.8726646513,459413.7228255922,460319.9457472278,466059.0727642024,457544.0905999422,465770.42747670773,460809.4872874354,449842.9764861196,461848.4385248078,464939.0163879736,464174.1173428585,462641.778224729,469649.8038768616,469970.3516838228,464978.1135426124,460507.15921595314,463347.6451107287,469730.8977195265,460988.1020930475,468107.692265645,461651.42190667725,467378.54224744794,466668.115717541,470424.9813355042,455718.89719069784,465155.7764067708,461175.4200415671,466289.9634008765,463037.19678736076,464476.9448611735,469116.2335654532,449326.7335625262,468766.45214027783,466557.09036259993,462913.33416967076,460220.6046961664,458069.8290246846,461102.46320114133,458802.2646401797,462589.47307312686,471504.5120024482,460750.20055947755,469354.5227746515,463615.6999153386,461365.0965038325,461514.7739539997,458172.8917358464,451972.5013839576
600000.0,558016.6375170121,541523.6957406456,554878.5423182247,550122.2117330533,551731.9563427829,559080.8573195147,549462.4917455148,558255.9384206895,553166.0190437639,539720.8639393497,553855.5915964927,557534.2753838515,556720.8188836497,554882.7724829004,563596.2853089129,563495.7884706153,558890.8611101705,552176.6911280983,555426.9373156261,563875.0696802075,552072.7569101807,561457.1009417142,554672.3131644579,561421.8403808108,560096.9170295509,564190.4319284676,546349.4097087354,557808.0418659543,552854.9259956353,558650.3593219686,555720.746901563,557258.9671557873,563338.6062833263,538571.0749981797,562870.2821433818,559603.0141887744,555611.2031058961,551452.5874521853,550490.0152857333,553004.8859042764,550409.4161277701,554445.783366821,565945.0366001364,554270.031341238,563390.64940228,555841.8165047086,553755.3108291569,554134.8356713144,550541.0690399964,542277.9670869657
700000.0,653222.9314301959,632367.5060314933,650061.9407418636,641365.492585786,644155.9922961972,653129.4349814832,643396.6087745986,651354.1057474851,647161.9071767876,631777.3299528536,647017.7203897422,651059.3689045251,650340.2973198061,648290.6568237705,658473.6740874016,657530.1576147911,654594.5842539922,645052.7244922257,648397.0618616067,659050.8944520227,643628.6265462823,655614.1405136607,649589.257785732,656892.2494719608,654700.1566383105,658581.9106934438,638431.2806081711,651377.8230013164,645577.0597460861,651363.0879633559,649817.135869359,651219.8973020412,658756.3108993331,629600.0387553747,658179.4351925433,653577.2257019744,649751.3523560152,643538.4709030257,645122.7063193999,646149.9615668007,643531.702817159,647168.1980857081,661257.6254572518,650131.2627891379,658463.0885912789,648988.0464379857,647696.0577666387,648417.542057474,645073.896041226,634625.3303802002
800000.0,750803.5938841646,725941.286415346,748044.3554291432,734172.3544870421,738593.3375205777,748935.4789832637,740412.4193756828,745828.7218381236,743727.9983019748,727494.515722802,742256.4937580719,746305.8981378245,745851.9732568171,743753.0517384607,754834.2278897358,752654.3562161245,752730.0734652196,740127.1948109822,743130.4067622573,755783.3085410545,736615.4459134979,751223.6107059517,747237.29741727,754368.8126639053,751150.8904434842,754153.0804341191,733174.085006154,746644.4516637636,740304.0655734356,745175.7338841985,746166.8552623695,747150.8183386348,755893.5267484295,723925.0348835061,755242.876986932,749192.6623224799,746175.7494618592,737481.1325008494,742965.6723378303,741490.9341179448,739220.0067489924,741662.0679125845,757897.597328736,749121.493945568,755119.5596643515,743907.4527458188,744100.1615825683,745249.4680609334,742774.1481315079,730389.2945687982
900000.0,851177.4538100437,823650.972198196,849293.2289396788,829677.3083189459,836013.3148717119,847109.9219204319,841296.3232680409,842438.8768402423,843575.9729696531,828196.2064408173,840395.714208922,843988.1010866574,843968.56362965,842050.2458914162,853090.5406078503,849425.575482682,853604.9059352436,838306.5479943225,840452.1668870638,854428.6874269316,832090.8968843006,848843.4004756275,848137.3836218752,854175.1349037802,849951.2760065406,851394.1323012839,831717.1198651751,844309.6799744059,837944.8310797809,840896.32184488,845423.6486026299,845700.9833947488,855066.1061519587,823028.5704846052,854403.2375274845,847062.0409111065,845533.2177981795,834294.146390478,844664.1423750259,839870.7795109764,838380.4784550173,838804.0334763286,856176.7670093218,851585.2430572936,853744.2516108691,841398.7163433756,843679.3227060456,845281.2229321469,844307.2313346892,830775.7805029831
