Ip,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
6300000.0,6299914.660076048,5142684.7826859895,6299871.968420372,6299980.680612566,6299844.902906816,6300103.852564308,6299983.124680675,6299830.207281265,6299435.488694193,6299560.8815931585,5142573.58274235,6300074.012313476,6299756.7509284355,6299942.67598131,6299940.984438402,6299905.24862826,6299987.872867216,5142544.934546236,5142571.695999052,6299963.0828739945,6299537.246270122,6300018.270320959,6299995.772929745,6299936.330714275,6299976.029667416
6400000.0,6399903.274012218,5242660.555232056,6399851.67215771,6400046.255544217,6399899.300361032,6400181.058217658,6399973.2758664405,6399908.03701326,6399605.85387003,6399547.799422286,5242575.796019581,6400158.913119356,6399835.26624186,6399958.530685536,6399934.238740528,6399924.900701911,6399992.677539072,5242539.195193668,5242573.385788956,6399960.465631665,6399750.553132324,6399987.99002696,6399974.753597874,6400077.025806594,6399976.219914905
6500000.0,6499900.683525083,5342629.307946956,6499845.995583961,6500075.096416464,6499939.628433536,6500220.994390968,6499963.762634225,6499979.1347463615,6499779.206880798,6499569.965062161,5342577.799660531,6500207.501992487,6499914.332961347,6499975.059170773,6499931.184031736,6499947.926819562,6499996.1705266265,5342537.340002582,5342575.105123851,6499959.05174651,6499941.702200054,6499959.051041891,6499954.346705142,6500177.679361046,6499976.810041035
6600000.0,6599908.916340476,5442599.8939924985,6599858.596384886,6600067.0373281315,6599960.733563971,6600222.891935079,6599957.211755054,6600034.259731991,6599931.43458391,6599626.785850952,5442579.362545283,6600217.425249865,6599983.179170234,6599990.099581477,6599932.781530037,6599971.249130625,6599998.049566237,5442540.435140449,5442576.642790598,6599959.1387347765,6600085.569243905,6599939.459585803,6599940.2847070135,6600228.243840507,6599977.737302654
6700000.0,6699927.464821731,5542579.731573767,6699888.7933340985,6700029.236462778,6699961.507276212,6700193.178586089,6699955.46146541,6700067.464277879,6700042.91017631,6699709.313479072,5542580.333306571,6700193.737549565,6700033.178705591,6700001.792066604,6699938.763333531,6699991.7228339715,6699998.306072187,5542548.407127725,5542577.820436119,6699960.608419074,6700166.882618622,6699934.237928409,6699936.534436591,6700228.645071959,6699978.874172764
6800000.0,6799953.275426165,5642572.777034383,6799931.520666907,6799973.690811728,6799944.794058406,6800143.154644893,6799959.0114729125,6800077.101117923,6800102.410605987,6799802.270634615,5642580.659637215,6800146.9059473965,6800059.534530865,6800008.937113005,6799947.696513884,6800006.782718249,6799997.191452352,5642559.987701409,5642578.520666443,6799962.964943757,6800182.731802636,6799944.043996425,6799944.131842922,6800187.77187763,6799980.047163135
6900000.0,6899981.43125912,5742578.567708794,6899978.484001583,6899913.613109027,6899916.282380157,6900085.616532774,6899966.843832507,6900065.754430508,6900108.856192072,6899887.842942016,5742580.386493057,6900089.60833521,6900061.98628785,6900011.19139785,6899957.38015445,6900014.944923382,6899995.128652523,5742572.980635996,5742578.702114736,6899965.482387639,6900141.94296247,6899965.077539427,6899960.839653419,6900120.330523506,6899981.06702267
7000000.0,7000006.353788461,5842592.589323211,7000020.218970071,6999859.72329569,6999882.720004569,7000031.401436478,6999976.674185762,7000039.161382378,7000070.503307123,6999950.168950974,5842579.635233308,7000033.255895488,7000044.395972827,7000009.058125001,6999965.456661499,7000016.0405321475,6999992.595306013,5842584.786078306,5842578.399030023,6999967.415767474,7000061.645079739,6999990.286502765,6999981.738701197,7000042.5191120235,6999981.764072391
7100000.0,7100023.200700062,5942607.836700616,7100048.4926537955,7099817.51338132,7099849.979769478,7099986.813321151,7099985.570571948,7100004.460706317,7100001.927010393,7099979.255431341,5942578.569888892,7099985.21077987,7100013.3721162295,7100003.683314058,7099970.057114497,7100011.130131769,7099990.010352689,5942593.044557288,5942577.706362247,7099968.211086228,7099962.095499581,7100011.508682754,7100000.59712453,7099967.7579114055,7099982.0207088785
7200000.0,7200029.078856225,6042617.0890223505,7200058.386167985,7199786.255536592,7199821.536223798,7199952.613847304,7199990.771247079,7199968.274352177,7199919.714215413,7199973.221110473,6042577.359637538,7199947.444517063,7199976.346790609,7199996.520259579,7199970.292729903,7200002.13430127,7199987.653136426,6042596.227822818,6042576.754879632,7199967.651845272,7199861.25457196,7200021.911837767,7200011.636356581,7199903.6490337765,7199981.793860851
7300000.0,7300023.740787383,6142615.213830561,7300049.48475497,7299760.0139012905,7299797.787123154,7299924.796626618,7299990.473294675,7299935.153125528,7299838.097004574,7299938.2699808115,6142576.146333864,7299916.952024017,7299939.65181825,7299988.956324695,7299966.451479146,7299991.2889340045,7299985.6327137165,6142594.016244464,6142575.682471995,7299965.899212809,7299770.603646091,7300018.011316745,7300011.194349864,7299850.956730992,7299981.122068328
7400000.0,7400009.577060527,6242600.811352478,7400025.854240269,7399730.330904549,7399776.403156013,7399896.839410143,7399984.369322002,7399906.795269785,7399765.723029566,7399886.457769181,6242575.024052104,7399887.720136912,7399907.119386866,7399982.002245147,7399959.847532211,7399980.577470053,7399983.910100314,6242587.360595192,6242574.608390134,7399963.416037759,7399693.303836844,7400000.6746658925,7399998.812157697,7399804.802449404,7399980.11568468
7500000.0,7499990.912377589,6342576.711698392,7499994.823160963,7499689.757704718,7499753.5836101025,7499862.695460618,7499973.778074621,7499882.2128502,7499704.402684949,7499831.941937224,6342574.033692827,7499853.593896956,7499879.565817788,7499976.122129826,7499952.37410682,7499971.292207853,7499982.360847813,6342578.212261097,6342573.615691604,7499960.800220462,7499625.100222967,7499974.825615537,7499977.431675381,7499757.618566573,7499978.932517879
7600000.0,7599972.805196818,6442549.180284161,7599964.920479335,7599635.138702746,7599725.823671848,7599819.572693917,7599961.327554138,7599858.741397445,7599650.088382537,7599786.822851175,6442573.171593577,7599811.124070195,7599855.253653948,7599971.239709693,7599945.897878439,7599963.835305679,7599980.85469925,6442568.996629377,6442572.7447530655,7599958.580706606,7599557.571918913,7599947.943508528,7599952.643028452,7599702.888872301,7599977.744725676
7700000.0,7699959.684991986,6542526.067597429,7699943.54740121,7699569.623478625,7699691.640810232,7699769.621490884,7699950.273517992,7699833.542683278,7699595.687415886,7699757.783650604,6542572.407268812,7699761.493952519,7699831.140294152,7699966.904822779,7699941.679211892,7699957.798480408,7699979.325377395,6542561.973683605,6542571.997427414,7699957.040629432,7699482.638927566,7699927.80501126,7699931.186627095,7699638.477689081,7699976.70443129
7800000.0,7799954.202741143,6642514.448858442,7799935.029091287,7799502.748033529,7799652.712718807,7799719.986917522,7799943.6382678235,7799805.1111755045,7799534.773901749,7799744.497428764,6642571.703999518,7799710.907949396,7799804.4944636645,7799962.559461437,7799939.994854825,7799952.2803991195,7799977.808732562,6642558.659747645,6642571.3492789455,7799956.124570552,7799396.870895412,7799920.1347242305,7799919.123527893,7799568.484277354,7799975.916050505
7900000.0,7899956.606255777,6742518.448722908,7899939.579483322,7899448.486151418,7899614.045076439,7899681.172736181,7899943.404121814,7899774.300402312,7899465.0060787685,7899740.253636799,6742571.035309524,7899669.288140452,7899774.359116031,7899957.81558482,7899940.078531534,7899946.33316193,7899976.437770962,6742559.46488711,6742570.764893498,7899955.460702547,7899304.214066143,7899926.85786236,7899920.179576309,7899503.009241591,7899975.420646861
8000000.0,7999964.803359349,6842537.897768778,7999953.453544585,7999421.759820012,7999583.068159587,7999664.169504996,7999949.982205447,7999744.536323569,7999390.155818925,7999734.603007387,6842570.393348853,7999647.6317166295,7999742.39362397,7999952.65762917,7999940.400580335,7999939.396119443,7999975.398137158,6842563.640213315,6842570.212017755,7999954.494261022,7999216.239820202,7999945.477007188,7999934.722177802,7999455.847888892,7999975.195411647
8100000.0,8099975.080587953,6942568.230174807,8099970.223456096,8099434.348208521,8099567.872337879,8099677.170279469,8099962.100557484,8099721.131419511,8099320.081374995,8099717.21473568,6942569.787485195,8099654.783060726,8099712.818635479,8099947.507145277,8099939.204455686,8099931.582264935,8099974.859488823,6942569.541762822,6942569.6705241855,8099952.693157947,8099149.763355649,8099969.768880679,8099959.652490138,8099440.742458624,8099975.166807223
8200000.0,8199983.2610641625,7042601.673411102,8199982.796173312,8199491.330742214,8199575.048701056,8199722.835943816,8199977.140184176,8199709.885252197,8199268.592903959,8199681.768195826,7042569.235238769,8199694.56161899,8199691.459046608,8199943.130675377,8199935.13908553,8199923.729949826,8199974.906332686,7042575.130361591,7042569.134768767,8199949.763298827,8199122.463469175,8199991.610215346,8199989.241027067,8199467.261191988,8199975.233249814
8300000.0,8299985.963120311,7142629.400463512,8299985.58036086,8299589.084996216,8299607.729058661,8299796.936489838,8299991.823654791,8299715.3738085795,8299249.787286286,8299628.680340119,7142568.749812088,8299764.106279914,8299684.15185799,8299940.419700281,8299927.7933396725,8299917.204190409,8299975.49179603,7142578.562421025,7142568.60988192,8299945.805379574,8299147.732638798,8300003.404595811,8300016.669885254,8299537.50764787,8299975.2909814045
8400000.0,8399981.597671509,7242644.02693081,8399976.174318083,8399715.457980677,8399664.384003293,8399888.818151202,8400003.06441995,8399739.430767775,8399273.889520373,8399565.80819409,7242568.329529322,8399853.967751594,8399694.979601562,8399940.110503178,8399917.963802561,8399913.507498339,8399976.430858308,7242578.704364515,7242568.104582121,8399941.360005785,8399230.243306255,8400000.398027033,8400035.847273735,8399644.660117337,8399975.256787982
8500000.0,8499970.822653428,7342641.726934845,8499956.09258991,8499852.138181163,8499738.744251445,8499983.628114842,8500008.74281683,8499780.279258773,8499343.807548158,8499506.856791373,7342567.953394104,8499949.987636073,8499724.850928502,8499942.529950246,8499907.562071087,8499913.817104157,8499977.437058168,7342575.428411218,7342567.623784361,8499937.319025764,8499363.559697183,8499982.196702892,8500042.986852445,8499773.844001684,8499975.082496267
8600000.0,8599956.332987702,7442623.348102528,8599930.332683971,8599978.637382476,8599820.909204101,8600065.716593208,8600008.198977325,8599832.594387013,8599453.438096294,8599467.889121471,7442567.5845954865,8600036.485472172,8599770.860578997,8599947.445827104,8599899.171909433,8599918.587807523,8599978.192927513,7442569.612446055,7442567.163929488,8599934.719723513,8599530.584294137,8599953.029400185,8600037.517385548,8599905.179674702,8599974.758768374
8700000.0,8699942.057134124,7542594.1948412,8699905.919621747,8700076.829862555,8699899.380103212,8700122.285719076,8700002.316050103,8699888.513897562,8699588.290391114,8699462.887486301,7542567.181040107,8700099.888117211,8699826.645020893,8699954.06988975,8699895.369923536,8699927.341322267,8699978.43369235,7542562.852572414,7542566.712862658,8699934.473945951,8699706.836999701,8699920.659931246,8700022.084716754,8700018.213647394,8699974.308935154
8800000.0,8799932.000062393,7642562.532986266,8799889.857072808,8800134.837344585,8799963.496647982,8800146.27671797,8799993.184021145,8799939.341173997,8799728.342985151,8799499.606342794,7642566.709139245,8800131.80069178,8799883.666841898,8799961.216568215,8799897.995572735,8799938.708716936,8799978.018791225,7642556.978199151,7642566.254012916,8799937.105364028,8799865.742608042,8799894.244327229,8800001.668348065,8800096.527411025,8799973.775913613
8900000.0,8899929.070844455,7742537.236351979,8899887.07963934,8900149.24367867,8900005.643619142,8900137.707646744,8899983.451972008,8899977.482866803,8899852.401737278,8899576.908340286,7742566.155881391,8900130.679698287,8899933.092928413,8899967.574453957,8899907.577116812,8899950.71903365,8899976.96892212,7742553.513949307,7742565.773087299,8899942.56930645,8899984.502779985,8899881.732904604,8899982.083950276,8900131.261857452,8899973.206860078
9000000.0,8999934.233696371,7842525.242868031,8999898.996698918,9000125.10855974,9000022.661541238,9000103.122823652,8999975.561034104,8999998.093563482,8999942.782204382,8999684.392314987,7842565.534493377,9000101.674853733,8999967.757883152,8999972.014245817,8999923.082152065,8999961.255292743,8999975.45620482,7842553.244694889,7842565.264418066,8999950.20950495,9000048.95025644,8999887.554236766,8999968.310472442,9000122.614205595,8999972.64015191
9100000.0,9099946.225094555,7942529.547479048,9099923.046436867,9100073.871077204,9100016.1218535,9100053.353613054,9099971.078679303,9099999.98396768,9099989.041972099,9099804.496214466,7942564.880921999,9100054.730556613,9099983.678347703,9099973.845882814,9099942.074627245,9099968.550222306,9099973.749008385,7942556.007064227,7942564.734088755,9099958.870086845,9100056.087090496,9099911.248575643,9099963.121401528,9100078.954748185,9099972.097933158
9200000.0,9199961.914222918,8042548.313773757,9199953.38695015,9200009.807061613,9199991.443707088,9200000.261063382,9199970.320328446,9199985.561460732,9199989.770423928,9199916.556747759,8042564.24141732,9200001.525524737,9199980.714019345,9199972.952466765,9199961.248388033,9199971.582661722,9199972.126949625,8042560.762847779,8042564.198074039,9199967.139110703,9200013.69191237,9199947.458836436,9199966.40462638,9200013.887524093,9199971.585348327
9300000.0,9299977.196967194,8142575.37364956,9299982.52186005,9299946.07337926,9299956.143748252,9299953.405181361,9299972.357295705,9299959.848716768,9299952.012244897,9300001.73739369,8142563.65479263,9299952.144598668,9299962.217462672,9299969.764961235,9299977.201883158,9299970.265093712,9299970.791389577,8142565.926805343,8142563.67558497,9299973.663672376,9299937.221537022,9299987.30622517,9299975.351872671,9299942.14482285,9299971.095494693
9400000.0,9399988.158567598,8242601.987957704,9400003.385746313,9399891.447066197,9399917.73388293,9399917.592263855,9399975.395426903,9399928.885278277,9399888.575870214,9400047.476947075,8242563.134684322,9399912.437177666,9399933.802676117,9399965.08806717,9399987.249227008,9399965.373640064,9399969.798653448,8242569.846895849,8242563.179251268,9399977.455670826,9399844.976831298,9400020.78014631,9399985.443809694,9399875.508261263,9399970.61697019
9500000.0,9499992.164162911,8342619.37525278,9500011.282951148,9499848.638156276,9499881.858288711,9499891.992467187,9499977.401308479,9499897.986739088,9499814.0615025,9500050.249344029,8342562.658331577,9499882.810245454,9499901.60965941,9499959.832053147,9499990.051315961,9499958.247722844,9499969.038020287,8342571.292241566,8342562.705810587,9499978.10941035,9499752.952936558,9500039.476123335,9499991.925704272,9499819.917323029,9499970.140931578
9600000.0,9599988.560103634,8442621.28729823,9600005.119798949,9599814.584663361,9599851.170882905,9599871.06153003,9599976.781791834,9599870.367777618,9599740.775457026,9600015.914525222,8442562.166494815,9599858.783684116,9599870.577431245,9599954.73250355,9599985.89869878,9599950.353083337,9599968.263488138,8442569.80347137,8442562.230841277,9599975.874827806,9599670.841195948,9600038.909302339,9599991.326766595,9599774.569947125,9599969.664679008
9700000.0,9699978.786319045,8542605.89110336,9699987.581991285,9699782.55607626,9699825.227316724,9699846.97046565,9699972.910191217,9699846.522545137,9699675.69927958,9699957.62480901,8542561.576363632,9699833.117714476,9699843.226264667,9699950.143642647,9699976.573554222,9699942.841326935,9699967.17283354,8542565.803109603,8542561.71049147,9699971.568834927,9699600.29322316,9700019.749906879,9699982.567986812,9699733.234948749,9699969.190620335
9800000.0,9799965.87464572,8642576.413438808,9799964.219879368,9799745.361085577,9799801.364475457,9799812.796719909,9799966.341004789,9799824.529356308,9799619.357279772,9799891.924861604,8642560.805343747,9799798.85351268,9799819.294265617,9799945.968761066,9799964.833153985,9799936.239028776,9799965.512928775,8642560.436274545,8642561.091150546,9799966.35026293,9799535.889487743,9799987.633542258,9799967.329165114,9799687.341172304,9799968.721339999
9900000.0,9899953.488405963,8742540.355863921,9899941.72217774,9899698.63362735,9899776.25128563,9899765.49638622,9899958.649827985,9899801.17040713,9899566.862335421,9899834.161011947,8742559.799906416,9899752.329235466,9899796.317717081,9899941.749876516,9899953.65957937,9899930.359906476,9899963.181255125,8742555.192786511,8742560.325430097,9899961.41964076,9899468.45369991,9899951.601715012,9899949.56770999,9899629.873321857,9899968.253057836
10000000.0,9999944.792727701,8842507.492659632,9999925.89250516,9999643.157827634,9999747.60166177,9999707.733572677,9999951.948390357,9999773.511572396,9999510.771397002,9999794.479354173,8842558.561830431,9999695.232278088,9999770.96188482,9999936.89054244,9999945.482425554,9999924.466425687,9999960.293324089,8842551.427488854,8842559.390897777,9999957.724254081,9999389.648621019,9999921.610478163,9999934.333701398,9999558.853894325,9999967.770935208
10100000.0,10099941.493763234,8942487.204979248,10099919.926785754,10099585.489287166,10099715.499388948,10099647.972187562,10099948.221939167,10099740.444115303,10099444.83496704,10099775.506246833,8942557.163774831,10099635.024984367,10099740.680573968,10099930.943797603,10099941.58503006,10099917.63089243,10099957.193583975,8942549.925885951,8942558.30632042,10099955.745482702,10099296.393028887,10099905.801369792,10099926.23317355,10099479.303527428,10099967.249028739
10200000.0,10199943.334980587,9042485.89024797,10199923.500925947,10199536.644644147,10199682.90773603,10199598.737893129,10199948.68984958,10199703.693802908,10199367.446389766,10199772.320250712,9042555.748136591,10199583.551788213,10199705.177768303,10199923.874850012,10199941.850511298,10199909.183731109,10199954.402056118,9042550.64890084,9042557.139997575,10199955.42118312,10199193.681099085,10199908.29205201,10199927.996143365,10199403.014286723,10199966.656058855
10300000.0,10299948.204686852,9142505.168137971,10299932.94218711,10299509.208508907,10299655.186191242,10299573.487219224,10299953.385378601,10299667.95394459,10299283.6760678,10299774.668267595,9142554.507741619,10299554.162593482,10299667.19626555,10299916.212796358,10299944.907576056,10299899.107513206,10299952.507053824,9142552.737987211,9142556.00687386,10299956.218390241,10299094.852592345,10299928.098962482,10299939.578704111,10299346.107024357,10299965.966640236
10400000.0,10399952.827225752,9242541.3857235,10399942.438259277,10399513.678964803,10399638.736206457,10399582.927552238,10399961.086360166,10399640.05136938,10399205.18696743,10399770.729679113,9242553.651097553,10399558.120021261,10399632.350037547,10399909.034826562,10399948.622928953,10399888.24670501,10399952.029073978,9242554.78337381,9242555.05321715,10399957.329598716,10399019.10694924,10399959.48716707,10399958.074878607,10399324.987287741,10399965.174908692
10500000.0,10499953.835304996,9342586.563599437,10499945.928771317,10499555.111944752,10499639.161528433,10499631.80858564,10499969.625422755,10499627.337000793,10499147.946759803,10499751.283633035,9342553.35932156,10499601.281765068,10499607.994752163,10499903.773670731,10499950.790878948,10499878.254044646,10499953.289903909,9342555.278532565,9342554.430963421,10499957.932818757,10498986.857257273,10499993.640549343,10499978.478392173,10499351.789197221,10499964.306174718
10600000.0,10599948.904172506,9442630.519872695,10599939.11653476,10599631.064975688,10599659.481099004,10599717.103482097,10599976.495581485,10599635.724932713,10599128.296994679,10599713.025166238,9442553.744863542,10599682.002251862,10599601.414161036,10599901.890803397,10599949.818320349,10599871.270266129,10599956.321191723,9442553.126304321,9442554.267109556,10599957.440248163,10599014.158860711,10600021.171144553,10599995.084111165,10599430.577315558,10599963.42246531
10700000.0,10699937.604080398,9542663.574680656,10699920.99266049,10699731.491977911,10699698.929191008,10699828.135979233,10699979.57680559,10699667.919444805,10699158.431025926,10699660.038518956,9542554.821659518,10699790.885498542,10699617.807676746,10699904.498134945,10699945.208106948,10699869.411736071,10699960.836738763,9542548.042684292,9542554.63463116,10699955.665542666,10699107.754063085,10700034.748492975,10700003.126166096,10699555.409689814,10699962.618401308
10800000.0,10799921.70589154,9642679.076153833,10799894.4071385,10799840.694287058,10799752.720156144,10799948.680746866,10799977.770650288,10799722.336997125,10799242.541086646,10799602.988139398,9642556.49462762,10799912.522217479,10799658.640317118,10799912.030142842,10799937.706093855,10799874.200355435,10799966.27738919,9642540.7315368,9642555.532167263,10799952.86562466,10799262.167142987,10800031.102425866,10800000.175310135,10799710.885523874,10799962.006924449
10900000.0,10899904.83078518,9742675.046319274,10899865.491206693,10899940.838128299,10899812.883860165,10900060.510856569,10899971.352861809,10899793.053333221,10899374.758525303,10899556.256242996,9742558.571441852,10900028.79083968,10899720.834793136,10899924.058348328,10899929.07571945,10899886.092059057,10899971.918326318,9742532.767610593,9742556.877469368,10899949.649580905,10899459.771705335,10900011.840998929,10899986.882832391,10899875.123540414,10899961.696735332
11000000.0,10999891.525483608,9842654.505735302,10999842.07074701,11000016.085344065,10999869.97102275,11000147.45388089,10999961.93386977,10999870.83202073,10999539.555439044,10999533.84794938,9842560.794626374,11000122.857624229,10999797.067732807,10999939.305038406,10999921.57213276,10999904.23956481,10999977.013057645,9842526.20988544,9842558.516958877,10999946.785850676,10999673.95358073,10999982.872632142,10999966.8455417,11000024.430830726,10999961.766340833
11100000.0,11099886.013016239,9942624.416945774,11099831.503820522,11100056.19762449,11099915.173750209,11100198.874346543,11099952.029735837,11099944.993622245,11099714.609348072,11099545.238820925,9942562.88702142,11100182.811656691,11099877.133614568,11099955.861021008,11099917.273086531,11099926.565181233,11099980.939135727,9942523.046700057,9942560.249878671,11099944.967120292,11099874.618927963,11099952.621790428,11099945.61920972,11100138.433326619,11099962.241004996
11200000.0,11199890.968267038,10042593.576615226,11199838.548484651,11200058.626603507,11199942.28307845,11200211.671549452,11199944.359414026,11200005.650156504,11199875.438110033,11199592.364511203,10042564.600434775,11200203.980568696,11199950.044524757,11199971.557808014,11199917.462759508,11199950.137085998,11199983.310733292,10042524.625904553,10042561.862000221,11199944.6028189,11200034.613269562,11199929.566012917,11199929.15352172,11200204.306477437,11199963.078732572
11300000.0,11299906.669158347,10142570.074853733,11299863.871197281,11300028.544151185,11299948.95101167,11300190.312625736,11299941.065773934,11300045.727772214,11300000.599902159,11299668.641033594,10142565.756959824,11300189.356545836,11300006.32778237,11299984.403404731,11299922.247183712,11299971.76063721,11299984.032765443,10142531.23254059,10142563.161880549,11299945.699519798,11300135.34834974,11299919.806478968,11299922.090558305,11300219.01254815,11299964.169943726
11400000.0,11399930.775553545,10242559.04983749,11399903.637139967,11399976.858541103,11399936.92459452,11400144.975037633,11399943.08319096,11400062.261526369,11400076.08748189,11399760.333909495,10242566.274118884,11400148.09733004,11400039.92790966,11399992.973489532,11399930.510627983,11399988.637105536,11399983.286644941,10242541.938977648,10242564.011801124,11399947.862082137,11400170.171478527,11399925.365889743,11399926.412761992,11400189.028965259,11399965.352070985
11500000.0,11499958.81605922,10342561.370766897,11499950.326369379,11499916.827236904,11499911.21438398,11500088.387495551,11499949.836950988,11500056.652192868,11500097.783572132,11499849.919795727,10342566.16940459,11500092.59437708,11500049.232475828,11499996.662291294,11499940.22254472,11499998.923826093,11499981.455871679,10342554.77905782,10342564.347176705,11499950.412452424,11500144.67536255,11499943.694101945,11499940.833318044,11500127.757232493,11499966.43697511
11600000.0,11599985.264092341,10442573.608691288,11599994.573798105,11599860.257310482,11599878.460737878,11600032.291927297,11599959.36779723,11600033.86275133,11600071.404589534,11599920.50023284,10442565.544525051,11600034.972427363,11600036.98713264,11599995.735115057,11599949.00227693,11600002.056253832,11599979.014311165,10442567.207606908,10442564.180719346,11599952.588068461,11600074.014350653,11599968.511221722,11599961.11485688,11600051.42459605,11599967.245465342
11700000.0,11700004.916797128,10542589.279787183,11700027.537056558,11699814.383145098,11699844.983777683,11699984.520188166,11699968.855268812,11700000.818988504,11700010.064744378,11699960.01685721,10542564.55470744,11699984.008690357,11700009.171394296,11699991.17782434,11699954.77475035,11699998.757428145,11699976.408558633,10542576.726345193,10542563.59156797,11699953.75924859,11699978.10225594,11699991.729368035,11699981.239201443,11699974.666203542,11699967.641529424
11800000.0,11800014.20166836,10642600.974534383,11800043.140997404,11799780.304482654,11799815.084232695,11799947.475014258,11799975.39874201,11799964.483524634,11799930.231015105,11799964.080223104,10642563.371293338,11799943.309156438,11799973.184098886,11799984.391557911,11799956.325266698,11799990.744226912,11799973.964918137,10642581.508695554,10642562.70273634,11799953.600143038,11799876.097724983,11800005.879792547,11799995.105035877,11799907.015430778,11799967.558407634
11900000.0,11900012.053763555,10742602.729003273,11900039.57987657,11899753.41213958,11899790.082221018,11899918.384369671,11899976.83954408,11899930.14294459,11899847.241423644,11899936.640291035,10742562.146957908,11899911.199819447,11899935.861261193,11899976.82004267,11899953.593474267,11899980.220038751,11899971.84286544,10742580.85454292,10742561.65287406,11899952.163064064,11899781.714585222,11900006.327067075,11899998.275112603,11899851.23553983,11899967.010613544
12000000.0,12000000.125345388,10842591.92795727,12000019.667759443,11999725.645449793,11999768.360954393,11999891.176255727,11999972.392644146,11999900.366967624,11999771.629315171,11999888.360405583,10842560.991175182,11999882.285010165,11999901.873977756,11999969.6107663,11999947.624955779,11999969.29717022,11999970.042265581,10842575.351513322,10842560.568991892,11999949.835740412,11999700.609357256,11999992.619976027,11999989.275985923,11999803.87738525,11999966.089075265
12100000.0,12099982.275670676,10942570.174223786,12099989.952058705,12099688.880460694,12099746.384345494,12099859.345723374,12099962.907709282,12099874.892129693,12099707.228715735,12099833.214492446,10942559.96030674,12099850.136201818,12099872.927464172,12099963.39738502,12099940.200874079,12099959.505821122,12099968.456065366,10942566.699680602,10942559.546075866,12099947.196974277,12099630.477160664,12099968.588552129,12099970.078123515,12099757.794278331,12099964.940660456
12200000.0,12199963.487472357,11042542.86891284,12199958.84887374,12199638.403845986,12199720.366057793,12199818.897213703,12199950.68173157,12199851.408240752,12199651.504472064,12199784.321152544,11042559.062356487,12199810.245142477,12199847.940519128,12199958.252985215,12199933.261111151,12199951.51629759,12199966.947602887,11042557.248562614,11042558.637155304,12199944.817038378,12199563.693274496,12199941.167812439,12199945.615227522,12199705.77048131,12199963.736881983
12300000.0,12299948.51321622,11142517.628770377,12299934.326046964,12299575.39265378,12299688.068956053,12299770.431871608,12299938.870354407,12299826.962356012,12299597.898974849,12299750.228916548,11142558.27275699,12299762.305276345,12299824.096394988,12299953.813741794,12299928.297114762,12299945.136924844,12299965.426076276,11142549.373631757,11142557.854618762,12299943.066245193,12299491.590478083,12299918.301173436,12299922.471913263,12299644.096060514,12299962.639188139
12400000.0,12399940.624881389,11242502.00741326,12399921.778094051,12399507.6054746,12399650.167508088,12399719.713503122,12399930.656367304,12399799.517481428,12399539.39656664,12399732.72489798,11242557.554652207,12399711.095032299,12399798.40254234,12399949.523608707,12399925.898749754,12399939.569495114,12399963.895614784,11242544.861838588,11242557.18029756,12399941.992449954,12399408.98235139,12399906.542806143,12399907.101056304,12399574.947222436,12399961.768408805
12500000.0,12499940.80875488,11342501.191809416,12499922.677847564,12499448.009993985,12499610.727968765,12499676.50729086,12499928.402154703,12499769.165193772,12499472.153615164,12499726.794348333,11342556.877282392,12499665.661249237,12499769.253166229,12499944.91834742,12499925.59398096,12499933.831586966,12499962.463513417,11342544.47193752,11342556.58047905,12499941.30803965,12499317.481272109,12499909.06633875,12499904.06384027,12499506.79993433,12499961.18521668
12600000.0,12599947.618811904,11442516.355788874,12599934.36738528,12599411.668408088,12599576.614317896,12599652.00128488,12599933.01728574,12599738.601197692,12599398.033302508,12599722.727184199,11442556.227019802,12599637.00967498,12599737.494902436,12599939.858349584,12599926.032159973,12599927.209233614,12599961.306260174,11442547.784923868,11442556.020802436,12599940.493030563,12599226.533660378,12599924.67123828,12599914.779354488,12599452.69752538,12599960.885024486
12700000.0,12699957.71602319,11542544.167094788,12699951.027762486,12699411.709234383,12699555.939988207,12699655.545206176,12699943.713577852,12699712.698500142,12699325.223039161,12699709.728176948,11542555.608808028,12699634.956043052,12699706.65112832,12699934.638288917,12699925.458444063,12699919.59886273,12699960.605853155,11542553.378708582,11542555.477032775,12699938.985117923,12699151.785975143,12699948.090879912,12699937.130020238,12699426.833486652,12699960.807393536
12800000.0,12799966.927334039,11642577.612187056,12799965.531835519,12799455.494159253,12799555.966192227,12799691.655467603,12799958.212784681,12799697.285499863,12799266.69099006,12799679.929887274,11642555.038936853,12799665.049971135,12799682.215804886,12799929.940503217,12799922.337539406,12799911.633648798,12799960.478155436,11642559.270794027,11642554.939345328,12799936.399337955,12799111.190397171,12799971.525828483,12799966.030726045,12799440.415370936,12799960.856404332
12900000.0,12899971.51322965,11742607.917631768,12899971.63448391,12899542.067500642,12899581.019660275,12899758.181148458,12899973.34723089,12899697.47720004,12899236.882742342,12899631.576533701,11742554.533158507,12899726.484608896,12899670.208314713,12899926.647377329,12899915.937141148,12899904.556179373,12899960.917840866,11742563.49953716,11742554.41033484,12899932.708923627,12899119.932321064,12899986.962480111,12899994.799972335,12899498.008483045,12899960.926377168
