Ip,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
3000000.0,2999936.356731562,3000420.0048054554,3000110.0886245496,2999694.293801553,3000378.5072009363,3000671.493178653,2999865.608234745,2999984.0031757383,3000101.3627816457,2999998.430982052,2999991.5711355214,3000732.8489857377,3000194.8787547755,3000379.97550523,3001562.127293809,2999957.3967577717,3000613.5159981837,2999722.426000465,3000193.094629632,2999572.3766862475,2999939.7573197167,3000542.597719933,3000018.8804003736,2999102.982452635,3000428.041748036,2999896.3628560933,3000161.356962676,3000010.3924955265,2999980.0038874275,2999499.4731258973,2999681.4762282674,2999659.833751786,3000040.770009855,3000127.9140903517,3000157.026676357,2999456.786480193,2999903.1129949507,3000005.2269797837,3000842.2024627174,3001024.021440202,2999945.330276223,3000552.465891273,3000208.10586558,2999992.1015632837,2999949.794066379,3000446.3105636407,3000300.4734437405,3000328.0830232236,3000149.313396125,3000193.4710777113,2999665.3864086894,3002047.4563054806
3100000.0,3099920.492104243,3100433.61309608,3100107.745061685,3099663.8269986636,3100453.4208903993,3100694.4733527023,3099837.428489236,3099981.7018237687,3100100.986744611,3099999.1380207525,3099990.460298513,3100725.692911543,3100239.158646225,3100480.254010168,3101473.860132778,3099917.302972555,3100770.961324915,3099697.856776033,3100343.1561438763,3099796.7204557457,3099936.949558427,3100539.6661527636,3100009.2498327717,3099304.9031031164,3100448.8253909573,3100036.3540432383,3100260.265746573,3100000.2034189687,3099959.64719347,3099498.2754572937,3099539.84777955,3099665.6555766487,3100095.697497793,3100187.815126093,3100203.069590168,3099368.973155708,3099929.9956780486,3100010.0954210837,3100500.270384326,3100861.090022845,3099905.7560114693,3100548.7988907737,3100287.680438626,3099991.7213930474,3099915.8756588767,3100835.3116418193,3100273.384168652,3100539.5120852287,3100277.9347541668,3100163.7503084536,3099584.915063757,3102018.6864003693
3200000.0,3199929.3185531106,3200416.6224527424,3200096.9625664,3199708.1706124963,3200513.0354364263,3200668.7653277656,3199856.7488475083,3199980.2775442065,3200091.736945562,3200001.355237024,3199992.7970920675,3200663.435373378,3200278.016927633,3200563.6777782324,3201270.6917169574,3199895.126880462,3200914.3953276537,3199739.398121685,3200521.0487710806,3200233.2934897835,3199943.769380319,3200493.8702770355,3199998.750882213,3199846.5518115414,3200436.370515662,3200262.375919565,3200369.3303000177,3199990.3218211695,3199943.583700889,3199699.103957348,3199497.222536208,3199810.253054505,3200162.35543401,3200247.85302154,3200241.3815546744,3199411.7850256474,3199986.1600044686,3200018.8077614107,3200126.7673894125,3200628.265398392,3199886.889182272,3200504.335742926,3200362.1372563746,3199991.2970479373,3199900.754200557,3201369.8475293037,3200223.6506012427,3200783.5477335737,3200432.1034523244,3200120.2660917807,3199522.2847007466,3201977.5087768603
3300000.0,3299964.182609138,3300373.356841925,3300080.2261213227,3299829.255950258,3300545.3489934155,3300601.007783047,3299926.048338954,3299980.1970243026,3300076.0295473007,3300004.633238892,3299998.381332776,3300561.594693125,3300303.661212318,3300614.7158582117,3301002.7223461214,3299898.814173074,3301015.9755155593,3299848.386351215,3300695.9744743886,3300821.718150455,3299960.3454955867,3300417.0933385086,3299990.006498452,3300663.5888724886,3300394.5591736943,3300540.2152808723,3300469.326105818,3299983.2676268136,3299936.616476713,3300086.71008105,3299579.2033825032,3300081.830947956,3300229.470268548,3300297.2451932593,3300264.961842375,3299596.999777186,3300064.2808510694,3300029.8157878336,3299818.6644202718,3300383.679809235,3299896.2571475105,3300429.856874456,3300418.022739232,3299990.851731128,3299910.733491435,3301958.7630028613,3300163.669282576,3301017.33641633,3300585.29639496,3300073.751073765,3299468.951237793,3301920.0293044983
3400000.0,3400020.7003756464,3400316.4242764805,3400062.151986938,3400012.3844222063,3400545.646930053,3400511.038917172,3400036.8462667936,3399981.6920398995,3400058.3646334987,3400008.2661688626,3400006.262663568,3400449.1963437037,3400311.819146372,3400626.3714344287,3400745.598962285,3399931.129672388,3401058.954961588,3400011.542651533,3400838.110323955,3401466.3250328214,3399984.7280162764,3400331.4676888324,3399985.502742027,3401627.8694006675,3400336.167852832,3400823.7988025667,3400543.4617761844,3399981.140818768,3399942.048721705,3400603.7019432583,3399785.5993251936,3400439.9268803312,3400285.77331499,3400327.9745730488,3400270.676922862,3399905.92045702,3400152.1145151523,3400041.0211356287,3399671.3333535343,3400197.578684856,3399935.6298910226,3400346.428721555,3400446.74096798,3399990.41195865,3399946.955782395,3402498.2991842087,3400110.3838765444,3401200.8758759215,3400711.474124308,3400037.5241612312,3399405.6661147946,3401847.753465977
3500000.0,3500089.375164738,3500262.47060747,3500047.9839826464,3500228.469613762,3500517.259220007,3500425.218736922,3500170.8589167837,3499984.657911205,3500043.8189362613,3500011.460208448,3500014.9253029726,3500359.1966594146,3500302.599986652,3500601.3061946165,3500575.932200945,3499988.191436273,3501041.1571473093,3500203.016440592,3500925.562279852,3502057.880784978,3500013.183833665,3500262.017112809,3499986.7524622176,3502575.417286192,3500278.4748283825,3501065.812788125,3500581.214444138,3499984.8976475997,3499960.465142583,3501161.865214792,3500087.2018223214,3500823.433553172,3500322.6005268805,3500336.5388026917,3500259.742298046,3500290.9804966887,3500235.1846403964,3500050.2732047183,3499746.961344168,3500129.541129786,3499999.790631236,3500278.4948588144,3500446.2926801555,3499989.998092645,3500004.4390903525,3502897.092436648,3500079.720276241,3501306.355105632,3500791.1413059137,3500023.1524461405,3499307.3259803536,3501766.6826973367
3600000.0,3600157.690809356,3600226.6947945026,3600041.867186805,3600440.3932328364,3600469.954317441,3600367.7642230606,3600303.9956556316,3599988.6412565773,3600036.378865777,3600013.528233944,3600022.6412086086,3600317.6579792933,3600280.0656762063,3600550.1773363994,3600546.072689745,3600059.9078063574,3600974.1664365963,3600390.021682479,3600948.9995820257,3602499.456944025,3600040.990461713,3600228.446982088,3599993.7442368995,3603345.639514848,3600237.558761552,3601228.6558942823,3600580.3431653893,3599993.9608701663,3599989.2586032883,3601662.69728088,3600430.9134842036,3601164.7381200474,3600335.73830561,3600324.3989546765,3600236.9578429717,3600685.703906963,3600300.095081575,3600055.8834866183,3600051.3561388534,3600208.273863836,3600077.3095981693,3600245.8566969736,3600421.1146949218,3599989.6181085883,3600072.872910793,3603097.297315194,3600081.2786379717,3601323.907045388,3600815.4925776287,3600036.523586069,3599151.825343625,3601684.4821478347
3700000.0,3700213.100404664,3700217.819455314,3700045.434896772,3700611.732159023,3700416.5075694537,3700352.757592674,3700412.095279209,3699992.925264944,3700037.630525807,3700014.0533197536,3700027.8908767137,3700334.9888685313,3700250.674864083,3700487.780032,3700665.8273719368,3700132.250776833,3700878.634634753,3700540.525040237,3700912.7240095967,3702728.664216488,3700063.5167339738,3700238.6028807946,3700004.8504238175,3703819.641202184,3700223.050098636,3701292.581258302,3700546.573152384,3700006.2891979776,3700023.0746203163,3702021.1390081793,3700752.080103152,3701405.8946899776,3700326.019068308,3700297.04798412,3700208.967476318,3701020.3863119083,3700337.5435702205,3700057.007688372,3700526.765301712,3700420.2135690963,3700153.157213997,3700257.00656857,3700380.146026652,3699989.2662746976,3700138.991830931,3703085.668584712,3700114.928603778,3701262.253568945,3700787.527001716,3700075.558173767,3698930.249957969,3701606.6377723515
3800000.0,3800246.0543592037,3800235.082912922,3800057.156388265,3800715.3581737136,3800368.517563772,3800379.30412337,3800476.755044245,3799996.69240554,3800046.213359793,3800012.9731760137,3800029.729635542,3800401.992978758,3800221.097805913,3800428.2166599976,3800896.9893555,3800190.7399609713,3800777.236244347,3800630.794163591,3800832.0095789637,3802729.7690823837,3800077.2926017763,3800285.634595408,3800017.229349891,3803945.836918717,3800234.9570650863,3801258.786444942,3800491.135802606,3800018.8923963364,3800055.0749827255,3802185.343987059,3800990.5356626417,3801512.046107225,3800298.5417733113,3800262.023330264,3800182.09485515,3801238.9493932636,3800344.199235317,3800053.7864124607,3801064.10641996,3800710.8799033617,3800212.4309466137,3800305.905519305,3800333.761037524,3799988.9267537375,3800189.8648019424,3802891.872887394,3800170.398421552,3801144.280852543,3800719.9314126736,3800130.320400254,3798654.967931272,3801532.972010158
3900000.0,3900252.194170234,3900268.231068445,3900072.669468128,3900739.4399644113,3900332.760114805,3900431.41685472,3900489.563384824,3899999.2214012058,3900058.2124269716,3900010.561450217,3900027.992446728,3900492.090561397,3900196.083900679,3900380.5761482255,3901163.02653936,3900224.132544365,3900687.458985791,3900650.64527244,3900727.63573652,3902532.663886695,3900080.77078417,3900349.815866785,3900027.6065643206,3903745.8484580535,3900263.574705808,3901146.7756916233,3900426.967211808,3900028.643011157,3900078.674414811,3902146.7102884767,3901105.5925279963,3901478.2157141855,3900260.793243794,3900226.489037115,3900160.421666124,3901311.9926599683,3900322.944918462,3900047.2071949258,3901531.949457715,3900999.2072917055,3900244.1195117836,3900373.308232955,3900290.52499636,3899988.5804996113,3900216.1498921607,3902575.303367597,3900230.055768454,3900999.050193482,3900630.476662989,3900185.574202958,3898362.507100338,3901455.913432167
4000000.0,4000233.085676457,4000300.591292712,4000086.0264064437,4000689.1789418687,4000309.210127072,4000482.8035159283,4000453.528377681,4000000.064328904,4000068.3782864776,4000007.3130751885,4000023.2776386812,4000569.216509208,4000177.0452404674,4000346.4390634913,4001371.575848194,4000227.2388790837,4000616.43784556,4000604.931209114,4000619.3179520974,4002199.7715624636,4000074.570506917,4000404.5592871374,4000033.203672202,4003300.414124485,4000292.5585861024,4000987.006112082,4000364.738019059,4000033.144279175,4000089.255962208,4001937.6704352936,4001085.5195691437,4001327.720815738,4000220.2587977774,4000195.1268431637,4000144.6934544006,4001242.303257817,4000281.465248514,4000038.7339990367,4001813.660286909,4001200.887938943,4000243.803665882,4000432.3749667937,4000254.7600624925,3999988.212809515,4000214.3637534273,4002204.866795698,4000274.098172709,4000852.7173685436,4000536.3673032974,4000225.0840628636,3998109.435547209,4001361.4772692155
4100000.0,4100195.299487337,4100314.3591148094,4100091.501113968,4100583.8990216977,4100291.367398752,4100505.210234737,4100381.335109155,4099999.1541900537,4100071.807837848,4100003.770092267,4100016.715591205,4100599.0957028205,4100161.803674525,4100319.972859934,4101443.0036983374,4100202.036921028,4100559.4317734363,4100510.938512723,4100520.017370133,4101805.295216602,4100061.1421380937,4100424.842994403,4100032.535843218,4102720.824433756,4100304.2663266994,4100811.13419494,4100309.9142951663,4100031.394221645,4100085.368081022,4101618.5187630886,4100948.8165709805,4101103.00016435,4100182.247988505,4100168.972931866,4100132.3835271364,4101061.4686629013,4100229.638089498,4100029.819980803,4101840.96340576,4101253.595414965,4100214.503972345,4100456.966601612,4100225.654264452,4099987.8187558283,4100187.5032462687,4101837.886499346,4100286.6050849054,4100721.0831531794,4100449.254127245,4100236.404972122,4097961.363147664,4101233.109854255
4200000.0,4200148.133455416,4200296.515957487,4200085.42468221,4200450.46099039,4200268.826501866,4200477.816551329,4200290.997074417,4199996.812142071,4200065.572166428,4200000.3428428685,4200009.592761743,4200560.45888661,4200145.595599405,4200290.59513142,4201336.03728924,4200156.761033823,4200502.452851256,4200392.548784686,4200432.827660231,4201413.021267791,4200043.957542527,4200395.4664221285,4200025.835477557,4202114.720255016,4200285.742510795,4200642.784857411,4200261.729366002,4200024.044577014,4200069.051362505,4201257.5822705515,4200737.112219217,4200851.77982775,4200148.586692366,4200145.546938009,4200118.890765915,4200818.872346159,4200176.523357384,4200021.454771394,4201613.413195495,4201136.195673859,4200165.433491138,4200430.130683777,4200198.1738157775,4199987.4045170015,4200143.842964578,4201504.285846776,4200260.605357767,4200605.991879406,4200372.399940382,4200214.7264054315,4197977.145990514,4201057.608864972
4300000.0,4300100.669024273,4300243.559019822,4300067.492588518,4300314.9940922735,4300231.332930962,4300394.781233327,4300200.21573065,4299993.651539932,4300049.784714908,4299997.183457326,4300002.9454930285,4300452.711394483,4300123.0395617485,4300247.385111718,4301062.386864057,4300103.236185285,4300428.279075249,4300272.92300598,4300351.367262107,4301059.026791565,4300026.466341359,4300316.559710547,4300014.969196304,4301555.890941834,4300233.4870307185,4300491.561817133,4300214.36679098,4300013.17281186,4300045.192446119,4300910.645055335,4300501.920170676,4300612.705669765,4300117.561790993,4300120.224363957,4300099.495654624,4300566.432112322,4300127.847781888,4300013.8879119735,4301198.172601415,4300876.025588263,4300109.028389144,4300350.166809074,4300165.483695033,4299986.984110357,4300094.268102664,4301200.704341329,4300200.587063588,4300496.657785034,4300300.841435837,4300164.592766271,4298191.965828269,4300831.551516407
4400000.0,4400059.047970563,4400163.545835437,4400041.129246715,4400195.379823606,4400173.0819636695,4400268.552967284,4400121.1281237565,4399990.4049439635,4400027.763794172,4399994.153204843,4399997.2484,4400297.621009885,4400090.463082958,4400183.859123439,4400685.88728038,4400053.24161288,4400323.99520044,4400167.860584026,4400263.547791656,4400744.249769148,4400011.1241581915,4400204.584195598,4400002.865659602,4401066.42918312,4400155.485931371,4400352.065837502,4400159.976377886,4400001.630369665,4400020.083239998,4400605.579178814,4400289.136719798,4400404.650046669,4400085.123408262,4400088.417588172,4400071.456371124,4400343.505928437,4400084.729946499,4400006.617599296,4400710.674009304,4400542.1061290065,4400057.132075508,4400232.3535928065,4400122.106827546,4399986.572610007,4400048.930826865,4400896.396557205,4400121.630784806,4400375.512956727,4400224.484409457,4400098.935792512,4398603.81384111,4400566.31035798
4500000.0,4500024.794643572,4500074.731746716,4500012.763029749,4500096.694162927,4500095.901102855,4500127.801064928,4500057.014020322,4499987.722243413,4500005.209886854,4499990.897012205,4499992.295483368,4500134.3635463985,4500047.853216032,4500101.577717943,4500306.374163177,4500014.9754062565,4500187.667842493,4500081.781797111,4500157.5417103935,4500439.166230664,4499998.77676799,4500088.398834425,4499992.6185363885,4500616.442174065,4500069.786263871,4500208.209030207,4500092.567986215,4499992.158049865,4499999.594320051,4500336.701472792,4500125.741445436,4500222.873493472,4500046.9620489385,4500047.870786354,4500035.5692733405,4500166.296326921,4500044.01898546,4499998.65363415,4500281.87122477,4500226.247757497,4500017.459620213,4500105.686051527,4500066.805597013,4499986.178321779,4500014.220631839,4500549.228247519,4500045.34052597,4500226.75486233,4500133.160957667,4500035.632313871,4499167.694487243,4500289.939663226
4600000.0,4599994.705566363,4600001.064261247,4599990.179076409,4600010.969423867,4600010.252497663,4600010.376262121,4600001.975500082,4599985.996419363,4599988.611276627,4599987.005217123,4599987.31538502,4600009.174185635,4599999.783527851,4600011.372034623,4600032.650213132,4599990.674339004,4600031.957980064,4600007.531806132,4600028.057091613,4600099.26761697,4599988.579433815,4600001.405296644,4599986.528868517,4600141.695058647,4599999.908338713,4600041.494732602,4600011.531375421,4599986.53211528,4599987.486663181,4600070.678652999,4600012.593839014,4600043.282164709,4600000.79956767,4600000.321384967,4599996.664897833,4600024.87134305,4600000.134480281,4599988.978440504,4600020.888060693,4600017.203956827,4599991.4001495065,4600005.40575218,4600004.230248895,4599985.796851257,4599990.958554297,4600126.820150079,4599993.68213534,4600044.8762835385,4600022.042858563,4599992.51608033,4599800.3352162335,4600044.9189587915
4700000.0,4699962.3643346885,4699965.7080628835,4699980.388384237,4699921.375916189,4699933.608154348,4699953.12667478,4699943.732565413,4699985.26595859,4699983.326302932,4699982.214446777,4699981.291746691,4699962.376273148,4699954.954624964,4699931.664433626,4699951.639435333,4699976.122615695,4699883.341269634,4699930.088441219,4699880.881067317,4699686.607168513,4699978.473058874,4699971.923165617,4699985.37474168,4699574.02935742,4699968.31492971,4699840.662193279,4699923.6115973685,4699985.0008336315,4699984.352881548,4699762.36881268,4699925.589240149,4699833.605023816,4699948.150229609,4699951.953815345,4699962.818852861,4699888.796468741,4699947.834133914,4699977.065694082,4699982.977505193,4699974.8154263515,4699973.840005454,4699963.304431811,4699944.730639095,4699985.409586405,4699974.379742216,4699626.080161653,4699982.463514746,4699840.39467731,4699895.651787124,4699982.230949727,4700395.4492037725,4699881.744804686
4800000.0,4799920.845680579,4799984.36703004,4799987.603353424,4799809.583775705,4799886.503599747,4799981.316620708,4799868.734884689,4799985.2214429965,4799991.8992669135,4799976.584851858,4799973.395881295,4800016.355925515,4799924.383003541,4799884.204559259,4800101.978678167,4799962.239959911,4799776.8637608765,4799833.0754900295,4799734.1279329145,4799190.6057885215,4799966.072953828,4800014.507918985,4799988.135476279,4798875.051477791,4799989.750028785,4799609.600622936,4799842.60550822,4799986.190471437,4799987.504969068,4799375.7940824535,4799825.050928749,4799568.116767249,4799894.948706709,4799912.419425034,4799943.435870431,4799719.814318409,4799885.0384571785,4799963.292019389,4800151.910108197,4800111.330679088,4799955.104520174,4799998.453271073,4799902.264552766,4799984.987821015,4799955.9487016685,4799084.73146018,4800016.343334748,4799640.785219925,4799769.087792515,4800008.394171702,4800846.363232458,4799849.414493375
4900000.0,4899865.795332419,4900060.293726023,4900011.898351092,4899664.054460811,4899887.2529942915,4900100.616718487,4899768.055314107,4899985.314333003,4900013.1168579655,4899970.594485307,4899963.400892447,4900167.947344535,4899918.670038971,4899888.30587318,4900459.732158048,4899938.321995295,4899747.6389723485,4899706.095720137,4899615.5699849585,4898641.414794541,4899949.70033446,4900124.7689948585,4899992.2683804035,4898062.3234090805,4900066.366563885,4899370.892948025,4899786.703664327,4899987.524169259,4899991.856564727,4898903.646488987,4899670.707791802,4899241.3105857335,4899850.764969955,4899892.61734855,4899946.705612636,4899487.772839231,4899814.801455885,4899949.10145564,4900442.853285813,4900385.652362241,4899924.48278439,4900110.996708686,4899890.900424471,4899984.50190306,4899926.501713326,4898580.79187726,4900086.886198414,4899485.995786259,4899665.892404889,4900064.213845443,4901070.297275184,4899984.715567879
5000000.0,4999797.929958046,5000182.48647703,5000048.958616247,4999486.66787001,4999946.730604242,5000294.073851969,4999642.243160422,4999984.936886917,5000042.113428056,4999965.112998534,4999951.9459513435,5000387.654293137,4999945.068512792,4999955.1455682125,5000941.324245842,4999895.995648741,4999821.2609571535,4999550.596630925,4999556.552533639,4998111.34248336,4999929.2387700565,5000279.373428113,4999994.474652342,4997219.6477741925,5000186.140117276,4999163.595416635,4999774.09185299,4999986.045167832,4999991.558949146,4998379.057168678,4999437.7693980485,4998876.1375512695,4999826.737386686,4999901.804820822,4999977.134406265,4999184.884337502,4999745.7483006865,4999936.849071406,5000726.315787003,5000713.051160172,4999874.306068276,5000280.922507212,4999920.846306907,4999983.933073965,4999879.795222975,4998219.339606253,5000174.36418069,4999419.461602661,4999612.931646129,5000134.043753967,5001027.869830383,5000302.738803231
5100000.0,5099724.141504986,5100327.740538289,5100091.025795117,5099295.535351698,5100064.676624493,5100525.197951382,5099503.572599338,5099983.621664091,5100071.5386875495,5099961.250187537,5099940.557549433,5100626.310245572,5100005.157983156,5100083.754125718,5101424.148662241,5099832.708596479,5100005.734247463,5099382.371530189,5099583.989060637,5097703.241827881,5099906.542583532,5100441.500729429,5099991.743741213,5096487.7915026685,5100325.193941636,5099035.489810765,5099817.957823175,5099979.4117400255,5099981.925105286,5097875.631065101,5099129.155825767,5098523.9808816565,5099832.737516243,5099944.827056495,5100033.868173261,5098833.82697974,5099690.736509058,5099929.340654907,5100866.955221728,5100988.367519295,5099803.352233016,5100472.402599583,5099995.12036188,5099983.2844841685,5099815.388001571,5098109.247219538,5100252.937254572,5099476.834044323,5099633.5567051815,5100197.528463693,5100732.807343968,5100791.02251394
5200000.0,5199656.772903757,5200466.142993767,5200128.813509324,5199122.929799522,5200228.640380941,5200746.591389899,5199374.843149227,5199981.203125882,5200093.493037702,5199960.111054095,5199931.401081346,5200827.604984177,5200093.811321624,5200259.935156521,5201779.672311074,5199753.67501817,5200287.280327625,5199229.7496291865,5199712.547888399,5197528.202522813,5199885.249454439,5200570.411402356,5199982.37623946,5196037.153472192,5200453.5527523495,5199031.599905636,5199922.278998444,5199966.772306417,5199961.08295892,5197495.040911994,5198780.039017045,5198255.84985449,5199874.52668693,5200020.262573139,5200110.329641592,5198486.9946604725,5199664.0095182415,5199929.174427311,5200765.646883459,5201116.259360055,5199718.512006398,5200642.707577497,5200107.854529268,5199982.587717753,5199739.949311426,5198335.207061508,5200297.832273006,5199675.391309693,5199740.850623096,5200235.2282367945,5200249.669909503,5201409.118815381
5300000.0,5299611.14565938,5300568.586860891,5300153.887360707,5299008.637499139,5300415.997836788,5300911.881201418,5299284.85283086,5299977.894196878,5300101.7043680325,5299962.517661514,5299926.812543128,5300943.060499844,5300199.808802965,5300458.595307989,5301909.387935899,5299671.620673382,5300631.469190545,5299127.742785168,5299939.220083907,5297677.644368615,5299870.019389186,5300632.505553868,5299966.681707293,5296028.113975982,5300542.818322553,5299181.873021058,5300079.626155081,5299949.254216402,5299930.866690123,5297344.73252137,5298453.0620392,5298146.645990522,5299951.70552957,5300120.060925695,5300195.343370032,5298216.692190616,5299677.5570869325,5299938.052886047,5300391.893442322,5301039.512872271,5299634.129904962,5300753.307811154,5300244.812138796,5299981.902111017,5299666.517062393,5298932.003625404,5300292.505759575,5300007.122410777,5299932.853739687,5300234.155670334,5299680.488386867,5302094.177552734
5400000.0,5399601.919717185,5400614.254420626,5400160.864105628,5398990.316275842,5400598.639745232,5400987.660895786,5399261.598309193,5399974.25437248,5400093.33658459,5399968.770823852,5399928.724950443,5400945.207451515,5400308.014971632,5400649.016306995,5401772.83478845,5399604.282341763,5400989.712049735,5399109.551513878,5400241.946393501,5398196.653230825,5399865.388490667,5400610.735063328,5399947.132217418,5396567.859349672,5400573.651832516,5399491.346392071,5400271.723707989,5399929.90259299,5399896.664743897,5397510.845199252,5398225.15106409,5398256.226256631,5400057.075616086,5400230.857424807,5400275.508530884,5398098.498304224,5399737.65463222,5399956.250059547,5399797.080474591,5400757.018867626,5399569.080275443,5400780.0676128,5400386.1013786765,5399981.305973839,5399611.801566427,5399868.301217027,5400233.738228702,5400437.69625244,5400191.232079245,5400191.656445726,5399143.5978524815,5402771.610389136
5500000.0,5499639.217208121,5500596.000127921,5500148.827806122,5499093.320218184,5500749.161620594,5500962.104177776,5499324.921069183,5499971.056393983,5500069.911689169,5499978.517586457,5499938.138878925,5500835.226807023,5500402.59878843,5500801.740893855,5501399.6605425915,5499570.244821891,5501309.606952765,5499197.607533041,5500582.956537236,5499065.87523934,5499874.541781888,5500509.685390711,5499927.901491539,5497674.438291983,5500540.9689251715,5499935.7058955515,5500472.772684202,5499913.057726834,5499866.23412719,5498033.00621943,5498169.030697418,5498612.043563047,5500177.66810778,5500336.687426738,5500338.220521802,5498191.837043129,5499842.551331622,5499982.385740303,5499105.331334901,5500326.400399041,5499542.273882361,5500719.679779493,5500510.444009677,5499980.881069199,5499592.180957115,5501045.690383687,5500133.182237206,5500912.0376296295,5500483.982264497,5500116.526881048,5498749.310998847,5503368.476458912
5600000.0,5599725.550156763,5600522.157857645,5600121.574534318,5599322.724097638,5600846.939497293,5600847.893697857,5599480.552375296,5599969.087081962,5600037.06801659,5599990.764997485,5599954.780981191,5600642.968201421,5600470.478027027,5600895.249538714,5600882.874779231,5599584.174260005,5601546.450650857,5599396.562883035,5600916.176370341,5600198.0172409685,5599898.342005003,5600354.891672696,5599913.891253856,5599259.043153122,5600455.397735459,5600463.889526883,5600654.765999711,5599903.317974573,5599847.780174955,5598887.9535881225,5598333.985798521,5599198.161140002,5600297.242360907,5600422.423841627,5600374.547302885,5598522.7177903205,5599982.006106839,5600013.58170264,5598484.893225421,5599850.865994632,5599567.744142014,5600590.584827351,5600599.899986743,5599980.693755592,5599619.416715978,5602315.0339525705,5600014.880288299,5601365.37158606,5600771.660775347,5600027.032725105,5598577.504291115,5603826.430974872
5700000.0,5699854.42251444,5700414.303130904,5700086.618518483,5699659.85767623,5700882.497378132,5700678.744977797,5699717.239982313,5699968.9365164125,5700003.197338311,5700004.043379217,5699977.0490291575,5700419.4170005275,5700504.097792192,5700920.64643585,5700355.722900283,5699652.707210564,5701672.84792769,5699690.248010586,5701196.866587128,5701451.597163597,5699934.890583552,5700186.563562717,5699909.492658633,5701134.541301583,5700340.599021515,5701007.504565705,5700793.442826819,5699904.355548482,5699847.809287015,5699987.5308431825,5698730.8702429775,5699954.2207799675,5700399.645367024,5700477.047354173,5700381.19667182,5699073.432988474,5700138.892353011,5700045.975612992,5698107.2880944675,5699453.950573552,5699650.618185137,5700428.17907555,5700643.801237067,5699980.7773773875,5699697.232189572,5703506.8854561625,5699909.372985197,5701736.938129642,5701015.603682018,5699946.342625514,5698661.834121577,5704111.215660613
5800000.0,5800011.061551482,5800301.601554335,5800053.22935841,5800064.574089584,5800859.0568045275,5800500.548658373,5800007.89766419,5799970.833309575,5799977.3125094725,5800016.683372164,5800002.268783097,5800223.670798456,5800502.833803734,5800883.138264713,5799958.384174021,5799772.125037237,5801683.911332702,5800043.654864661,5801390.9741427675,5802659.483897211,5799979.758159863,5800049.379422964,5799917.410758731,5803051.18993396,5800227.173411054,5801494.824091667,5800873.331247588,5799917.901368458,5799869.333067653,5801193.172620698,5799325.676176099,5800785.495109026,5800472.175053627,5800495.897899993,5800361.058510338,5799782.581537113,5800292.530845127,5800075.473561362,5798103.75999016,5799248.497790046,5799785.090563011,5800275.64571682,5800640.861771482,5799981.120558812,5799819.708094119,5804467.824661032,5799845.929139443,5801982.727550106,5801186.002119314,5799896.582533533,5798984.119617431,5804216.689402243
5900000.0,5900175.17325917,5900213.265115199,5900030.02935768,5900482.941931246,5900790.945031435,5900359.521248221,5900314.661677267,5899974.57111985,5899966.710555002,5900027.140984247,5900027.206368208,5900107.828879244,5900472.687877209,5900799.987395722,5899802.634477302,5899928.503637987,5901596.835027117,5900409.657131357,5901481.754857991,5903664.6884758165,5900026.842409619,5899981.011761342,5899937.871083789,5904750.908970925,5900144.7757632835,5901865.696259961,5900890.583880524,5899943.177711433,5899910.915907177,5902344.087510275,5900044.048296026,5901581.959443088,5900508.0847328175,5900481.336704731,5900322.1963504525,5900556.172807374,5900422.926260757,5900098.55823418,5898529.3937191125,5899307.450208065,5899955.019868853,5900172.847586129,5900598.938098699,5899981.664797057,5899971.993574708,5905092.327072189,5899844.931191647,5902083.882295677,5901267.732340693,5899893.083360547,5899480.323159247,5904162.903141931
6000000.0,6000325.063738539,6000171.10920112,6000022.7941605775,6000858.486842085,6000699.381992664,6000290.461829439,6000596.64872277,5999979.546484588,5999975.056877155,6000034.292181844,6000048.712428083,6000103.6836386975,6000424.402856901,6000695.572397385,5999943.024306151,6000100.380387539,6001445.188693586,6000738.826191142,6001472.034194369,6004353.179153693,6000069.6402694825,6000002.372604515,5999968.430702997,6006023.962976502,6000114.513055429,6002083.403982629,6000852.9343773285,5999976.942614998,5999966.8356897775,6003291.65448786,6000786.1895786375,6002241.433939356,6000507.60484639,6000441.684502991,6000275.581419348,6001287.327195464,6000514.825303583,6000112.954961782,5999344.609009799,5999643.851089378,6000137.07749414,6000146.180755777,6000532.556232601,5999982.31257051,6000133.219516038,6005341.4501021365,5999912.433563631,6002048.734323562,6001262.495603901,5999940.350697097,6000056.729828932,6003989.196927545
