1.000000000000000000e+05 5.357160336522065122e-03
6.000000000000000000e+05 5.384573495958659695e-03
1.100000000000000000e+06 5.564439351372420760e-03
1.600000000000000000e+06 6.633619838501763136e-03
2.100000000000000000e+06 6.524753813869984750e-03
2.600000000000000000e+06 6.289726814746032617e-03
3.100000000000000000e+06 6.099128679349087069e-03
3.600000000000000000e+06 6.263662835496813797e-03
4.100000000000000000e+06 6.533625498991232385e-03
4.600000000000000000e+06 6.388810693918039324e-03
5.100000000000000000e+06 6.298602661602746913e-03
5.600000000000000000e+06 6.210637190617853721e-03
6.100000000000000000e+06 6.413441026021466859e-03
6.600000000000000000e+06 6.454786390969953144e-03
7.100000000000000000e+06 6.362938972919339985e-03
7.600000000000000000e+06 6.289079851513899692e-03
8.100000000000000000e+06 6.300098501693135455e-03
8.600000000000000000e+06 6.451933087062220254e-03
9.100000000000000000e+06 6.403384385130439505e-03
9.600000000000000000e+06 6.352825830824634229e-03
1.010000000000000000e+07 6.290934353060651657e-03
1.060000000000000000e+07 6.374977925820451974e-03
1.110000000000000000e+07 6.438283379428793446e-03
1.160000000000000000e+07 6.379878109005151544e-03
1.210000000000000000e+07 6.339006805572473639e-03
1.260000000000000000e+07 6.316689770094281210e-03
1.310000000000000000e+07 6.418543858860000992e-03
1.360000000000000000e+07 6.409824399547103466e-03
1.410000000000000000e+07 6.370514002345925401e-03
1.460000000000000000e+07 6.327301194048550251e-03
1.510000000000000000e+07 6.358817056962689888e-03
1.560000000000000000e+07 6.426801184873000804e-03
1.610000000000000000e+07 6.388785164147059784e-03
1.660000000000000000e+07 6.361081265120777962e-03
