Ip,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000.0,93698.93568905472,93941.22527349525,94234.65821465067,93239.88417625846,94560.08096340219,91904.47405943475,92868.79075234124,93020.74370442322,93354.4044462707,94297.55266306976,94514.84744024285,94010.73021587192,94479.70697214828,94472.3373074908,93796.20775805663,93198.98672913265,92749.73079997113,92329.08934635039,94578.20326298123,93133.29354563876,94089.86860460065,92022.04579960863,93146.27298743319,92539.43180506624,93632.36296327368,93916.77626829407,93505.75893375328,94072.90784702329,92784.21566217521,93245.81918562157,95141.32295292936,93352.5153904029,93895.67523894722,93273.44856751128,93309.02980345722,93186.4886022858,93123.69623058768,92980.17748548482,94864.48962618459,94468.67734240343,93296.80145566983,93014.263166079,93762.47212542301,94489.85131177644,93942.72388311403,91787.46990525209,93824.8271883944,94703.01748308683,92798.01896486827,95112.52424206711
200000.0,187263.23788692453,187930.0603335391,188185.96031841822,186199.47143906052,189053.61296646492,183994.47198151238,185941.07762187955,186230.31731424044,186846.7382959581,188487.11375564232,189305.53524297423,188005.63397465044,188679.24073889048,189006.5010982566,187996.60418049077,186777.31189834472,185729.37829081292,184734.2271369663,189339.64635699548,186686.47541007886,188251.99577757542,184525.97266166934,186604.9240736153,184860.9499354108,186959.93897403244,187567.6984402885,186854.7984993002,188023.7100458647,185778.79128374657,186527.50629230894,189939.79704436814,186841.51197152157,187641.33645406185,186763.49209828794,186927.68836456118,186898.00485492934,185855.69175188133,185596.57937652298,189501.40178353345,189183.74967960015,186935.036980904,186493.2871774875,187862.48806793682,189129.14217637852,187921.27691835663,183699.07466450415,187447.94969914452,189661.63637801036,186109.64554343134,190040.00360800276
300000.0,280255.2399873144,281527.29524237226,281462.92269042076,278461.0178924031,283170.05415092444,275541.760517606,278603.7278326315,278983.4674068388,279984.82385176874,282230.1255345525,283987.38465093815,281573.00224715204,282307.0432343005,283244.4991925813,282141.3528829028,280089.49551649985,278313.9234332467,276505.7658801865,283899.1185273926,280102.6742882184,281998.1591381491,276813.1475938542,279772.67439749534,276410.01299758925,279583.340563991,280559.20759201865,279575.36599223525,281452.6418257393,278357.73695679085,279303.7305218111,284224.39210881985,279896.2151479431,280849.54481410544,279898.61302095297,280327.9040398702,280551.0833140054,277742.92122258147,277309.1247362955,283699.01838108274,283762.146345304,280335.31393485615,279835.2104612292,281767.5433031262,283531.5655998751,281511.48587188707,275035.4540158453,280439.94331012806,284535.287159948,279324.040486143,284564.67428003764
400000.0,372498.8858702812,374483.41990219435,373965.15013586084,369943.6612283076,376790.803452283,366073.2731607526,370440.9963704096,370848.33619866223,372454.7738978327,375407.27305281995,378252.5327846006,374503.1060786651,375335.33115547564,376983.47734331683,375811.0866598079,372632.3642633926,370076.37489916617,367220.34109974623,377968.9807113195,372913.57135661616,375042.9599150209,368330.8629757791,372194.2968082587,366986.5209821699,371414.8063218241,372791.75493172713,371483.8745502067,374210.5104151517,370108.74662020657,371276.6120474803,378054.17363680806,372153.2915329953,373385.07116752904,372282.8191074819,373105.5452753974,373611.8309237589,368715.2014620067,367960.2284049009,377456.9984177846,377904.3707034568,373041.6863236467,372542.11664070963,375044.97827750584,377427.1372731134,374487.2565276751,365376.0605109193,372651.1542165403,379038.98225438764,371913.97527469596,378662.4579836022
500000.0,464171.72573092795,466849.9008862314,465943.42170534335,460969.1019430756,470053.0876018985,455564.1176713275,461405.2779520295,461777.414872128,464259.8191409255,468186.57129815716,471990.83117312315,466887.8616165434,468038.0205874238,470266.0962803762,468794.2425559691,464236.63782331045,460962.309337938,456912.49226463086,471475.86115190916,464926.64382617886,467418.6643530062,458891.07073076174,463742.9308380533,456850.88393202645,462745.74530298775,464525.62036590045,462778.54191893083,466475.12247436057,461000.9264823531,462521.66334582487,471723.4066511086,463605.4272788537,465443.33342812763,463856.57828041946,465145.9790611249,465802.27414179384,459146.058965009,457862.11236972164,471013.8331275754,471514.69963861903,464901.8866723075,464413.7520363152,467530.5130567072,470774.37847636803,466923.49350282754,454757.6557746445,464293.53347289196,473057.3328023301,463642.4136323518,472531.16598903004
600000.0,555801.3580271743,559002.8950304014,557969.6573592917,552225.803353493,563341.1361227644,544498.101298425,551876.8117342122,552162.34680928,555765.0819851274,561011.7578547389,565347.4509798724,559134.7188598203,560950.2813368902,563398.0274958548,561186.742327099,555150.9656953883,551351.2916181779,546114.4344245763,564611.5496512967,556322.8743061363,559496.2366113908,548770.8622246762,554697.1848036209,546712.5110145502,554218.8976995462,556353.9658504102,554030.9484981499,558737.9403364889,551437.3710113688,553510.8470384993,565706.3703410099,554643.926777991,557539.6772737865,554955.0925948666,556698.5797217657,557220.917636073,549806.8206788836,547769.0899495038,564810.1354397893,564757.0445547674,556151.0606688646,555643.2569989127,559411.0676749734,563803.0493828366,559211.6198323935,543721.5011572544,555926.969588174,566704.7162666396,554672.5935270672,566557.7643303531
700000.0,648184.7742336299,651587.9797926185,650838.9137493703,644658.4271743427,657215.2606859315,633818.2530726194,642622.194173463,642786.1489350741,647654.077123806,654524.25457719,658709.0806223418,651905.0629767778,654768.3878220234,656897.464868019,653405.1780001479,646018.1968943558,642015.1795942874,635791.9701445368,657812.9476836425,647653.7226301847,651924.3662677786,638694.3720666688,645715.6909450922,637633.7630849585,646728.7738371348,649105.3701186043,646098.1968278943,651718.6779387565,642205.5842703616,645045.9437335042,660558.3124402562,646007.1077307024,650426.2755562582,646269.791167784,648356.3784134815,648357.7304263649,641747.141483696,638771.8056378479,659401.2634831916,658039.2119492289,647394.9022514679,646806.6848817815,651213.9391577553,656985.3938328831,651997.7724180007,633254.9847146634,648371.1430805926,660320.6140554128,645568.6834488496,661237.6232047098
800000.0,742250.9095384199,745405.8390650356,745422.7322948686,739299.7650129148,752295.6614535892,724807.1187565462,734681.4256293214,734705.5246566228,740818.4197821792,749436.2284972735,752630.68388436,745996.0726115189,750206.8122172388,751393.020865919,746124.6765113248,737774.0146357429,734003.8575664067,727214.770802941,751684.1091247014,739758.1771056029,745510.062285752,729730.373564396,737736.4869965626,730873.0051419924,741267.550893914,743694.2890961347,739977.5507927649,746227.9391075317,734356.7490275908,738128.1510913767,756788.7207848745,738661.8996521905,744955.0449467568,738739.4346043279,740962.1464955385,740023.0564333275,736118.8173400703,732135.7882463898,755334.8170028577,751937.7955637523,739516.6727515878,738771.1641804617,743722.4381925251,750950.3908309367,746063.5190788802,724664.4659802072,742562.9612346754,754408.2641256305,737211.128457797,757062.0210046807
900000.0,838872.601773742,841251.9422298654,842480.6972112354,837043.2577447337,849115.8280871552,818906.6968343443,829197.9163095487,829078.5853995025,836193.4173988136,846367.370366363,847720.0455046876,842177.7011078543,847824.3948268789,847485.3889897483,840160.7900802218,831491.2216462368,828473.2150836048,821767.3118482286,846876.3164935602,833621.5728298061,841056.1431732854,823128.7335575145,831821.0070433986,827656.8839715045,838716.4403570562,840924.0853137597,836607.3715197658,842988.6573410259,829027.710928977,833772.8999864222,854723.9268063363,833632.4562944578,841894.5582844251,833387.0633489386,835459.1985989264,833216.3742708119,833933.3210585002,829072.0742599372,853008.6413684593,847080.3724580177,833528.8555545249,832545.3764961503,837838.7732299695,846356.7233799082,842162.2863736204,819383.150497888,839364.6651363908,849531.7505017329,830651.7203797884,854390.6738939623
