Ip,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
0.0,513709.738051621,514299.5484561114,513370.9822314596,510533.8463627185,512205.1752127729,512356.2052032886,512517.5498883882,514247.86429670156,514396.4794279654,512918.425875425,514397.42529024713,514278.45358458994,514194.0835181324,511568.0303407542,514297.14529044577,511450.0246832383,511890.22432791616,513660.0464524418,514032.7842444725,513997.4060043408,513929.8661936226,514311.24336320366,513944.883894241,510194.702779109,513879.6262135949,514228.6110811487,508840.8644055882,513931.7181845587,512321.16744398,514109.8057671576,514224.22750405007,512839.7240078484,513452.3827630496,514165.29234921094,513798.988752101,514207.6171257648,512668.057494221,513793.65665027604,514334.5507984391,513840.27522039093,513840.7705458864,514131.9982070498,514104.6793944262,509680.6398402579,513654.6241447257,507512.6689689356,514116.593850123,513793.1253757491,511905.0409013981,512490.717378504,511971.4584249485,513974.4765065782,513714.0130995652,513951.71518844296,513990.8964533932,514247.2111743124,512384.21331216226,513786.1704208577,514295.1648345171,513499.143414421,513908.6921543214,514190.8250546688,513432.5206307996,514217.4451943065,513264.68304702896,513790.82428375783,512940.4468088729,514267.89252118475,513768.9166050024,512489.6944870274,513278.68512672157,514387.73595201,513710.39192455256,512458.4718006753,513201.12654086633
1.0,513710.6627690189,514300.48415751173,513371.9311036057,510534.75526857655,512206.09383164346,512357.127287114,512518.46680691006,514248.7979255956,514397.4129081066,512919.36620124563,514398.3576750093,514279.3858130946,514195.0222539694,511568.9922840925,514298.0813130809,511450.93879656884,511891.17979030346,513660.99263374147,514033.716564725,513998.3458705736,513930.7944706898,514312.1746344268,513945.82682077243,510195.6236861306,513880.5708298444,514229.540707164,508841.767884475,513932.6506332543,512322.08863673924,514110.7341364217,514225.1610380135,512840.646117949,513453.3090955774,514166.2316922915,513799.9225418879,514208.5514278383,512668.976866221,513794.5947753343,514335.4808359032,513841.2046094007,513841.7034510864,514132.9295541618,514105.6126080458,509681.5465199054,513655.54809092154,507513.637854746,514117.5204502631,513794.05027362617,511906.0059321683,512491.6650968147,511972.4030049928,513975.4030454443,513714.9515153243,513952.647570751,513991.8228330982,514248.1407981303,512385.1594191158,513787.09563935705,514296.0952688381,513500.0682853641,513909.6230596692,514191.7556043225,513433.44549778244,514218.3844255322,513265.6285144344,513791.76732035103,512941.3679140649,514268.82146942115,513769.8600713608,512490.61444663204,513279.6358518519,514388.669949261,513711.3175340385,512459.4243806885,513202.06500333245
1.832980710832436,513711.433041059,514301.2635789574,513372.7214959722,510535.5123699046,512206.859023689,512357.89536539384,512519.2305826206,514249.5756206506,514398.19047931343,512920.1494747114,514399.1343337964,514280.1623417032,514195.8042030326,511569.7935644683,514298.86100209143,511451.70023560134,511891.9756721533,513661.7807846714,514034.4931696995,513999.1287612164,513931.5677078251,514312.9503656715,513946.612260591,510196.39078411757,513881.35767714796,514230.3150679821,508842.5204653234,513933.4273452253,512322.8559727639,514111.5074503775,514225.93865400023,512841.41421822365,513454.0807129543,514167.0141471425,513800.70037100156,514209.32968370104,512669.742685695,513795.37621564884,514336.2555394764,513841.978772719,513842.4805433825,514133.7053485399,514106.3899571832,509682.3017668738,513656.31772058073,507514.44491797936,514118.29229055706,513794.82069600327,511906.80978425976,512492.45452802326,511973.1898220871,513976.1748346998,513715.7331977546,513953.4242274393,513992.5944898129,514248.9151570589,512385.94750812725,513787.8663287888,514296.8703028843,513500.83868527896,513910.3984861022,514192.53073452687,513434.21589442383,514219.16678723093,513266.4160707,513792.55285184743,512942.13517722045,514269.59526567464,513770.64596085646,512491.3807555732,513280.42778771115,514389.4479512107,513712.0885491437,512460.2178615673,513202.8467246192
3.3598182862837818,513712.84493567963,514302.692244065,513374.170270345,510536.9001228095,512208.26160656393,512359.3032386101,512520.6305695367,514251.00112123217,514399.6157529487,512921.5852004279,514400.5579349887,514281.58570424025,514197.2375010797,511571.26229633007,514300.29015758133,511453.0959393485,511893.4345086596,513663.2254506346,514035.91667218076,514000.5637851896,513932.9850372401,514314.372266741,513948.0519570356,510197.7968603071,513882.79995352076,514231.734457041,508843.8999324152,513934.851043867,512324.26248548744,514112.9249204996,514227.3640098398,512842.8221319786,513455.4950733045,514168.448372354,513802.1261172457,514210.7562123956,512671.14641865256,513796.8085812385,514337.6755567735,513843.39779974037,513843.90493910474,514135.1273651933,514107.81482374045,509683.6861207,513657.7284376815,507515.9242497386,514119.70705957897,513796.23286607297,511908.2832299896,512493.9015407149,511974.63204317185,513977.58951022,513717.16600715724,513954.8478246959,513994.0089223473,514250.3345426789,512387.3920605865,513789.27898828435,514298.29092596396,513502.2508140617,513911.8198282935,514193.95153402,513435.6280172172,514220.6008416572,513267.8596466995,513793.9927164256,512943.5415565617,514271.0136199197,513772.0864816098,512492.7853859386,513281.87939131615,514390.87401434476,513713.50180555606,512461.6722972082,513204.27960507886
6.1584821106602625,513715.4329105282,514305.3109587946,513376.82584464643,510539.4438458658,512210.8325124792,512361.8838415955,512523.19671759935,514253.6140352953,514402.22825123795,512924.2168573832,514403.1673677475,514284.1946992922,514199.8647076748,511573.95445246424,514302.90977125405,511455.6542357568,511896.1085270153,513665.8734945101,514038.52592357795,514003.19415547437,513935.58297349396,514316.9785833821,513950.6908918994,510200.374168836,513885.4436173457,514234.336168905,508846.4284679126,513937.46065464563,512326.84059469117,514115.5231149808,514229.9766589404,512845.40280995937,513458.0875671304,514171.0772787051,513804.7394813203,514213.3710112518,512673.71943287936,513799.4340791414,514340.278420305,513845.9988475964,513846.51582752366,514137.73389333906,514110.4265754143,509686.2236131069,513660.3142541912,507518.635835748,514122.3003029522,513798.8213454439,511910.98402642115,512496.55388624937,511977.27560597507,513980.18258220295,513719.7923184261,513957.45724972064,513996.6015490039,514252.93624837295,512390.0398966318,513791.8683647464,514300.89489968406,513504.83921784005,513914.42511997174,514196.5558313846,513438.2164098278,514223.2294347953,513270.5056927849,513796.6319594145,512946.11942179204,514273.6134350836,513774.726927336,512495.3600455018,513284.54015172797,514393.487959686,513716.09227614704,512464.3382488252,513206.90604574647
11.28837891684689,513720.1766185576,514310.11101137893,513381.6934581478,510544.10643999185,512215.54493142857,512366.614034483,512527.90041651577,514258.40345429647,514407.01690941607,512929.0406331421,514407.95040683507,514288.9769353346,514204.6803244759,511578.88911998546,514307.7114713654,511460.343541383,511901.00994874537,513670.7273056765,514043.3086285643,514008.0155717657,513940.3449389504,514321.7559113168,513955.52800632,510205.0983209465,513890.2893999307,514239.1050558191,508851.0632244723,513942.24401842523,512331.5662164012,514120.285553763,514234.7655941714,512850.13314312405,513462.8395558437,514175.896012045,513809.5297246905,514218.16388694255,512678.4357170911,513804.24656545924,514345.04941835615,513850.7665157572,513851.3015330031,514142.5116072243,514115.2138635568,509690.87478584313,513665.0540057951,507523.6061186157,514127.0536668092,513803.5659771279,511915.9345306474,512501.41558272357,511982.1212044506,513984.9356323682,513724.60629544,513962.2402729839,514001.3537826825,514257.7051239282,512394.89332746726,513796.6146401791,514305.6679317599,513509.58371050115,513919.2005671473,514201.3294582998,513442.96088193357,514228.0475934712,513275.35584259,513801.46963893896,512950.8445988712,514278.3788454986,513779.56681138545,512500.07934719464,513289.4172720161,514398.2792697374,513720.8405569311,512469.2248846202,513211.7202569855
20.69138081114789,513728.8717463407,514318.9094144269,513390.6156932993,510552.6528835042,512224.1826998792,512375.28438066615,512536.52220566076,514267.182363171,514415.79442732077,512937.8825213895,514416.7176250409,514297.7426792336,514213.507252734,511587.93426451593,514316.5128938568,511468.9389427285,511909.994155833,513679.6242439106,514052.07522942795,514016.8531318586,513949.0735268297,514330.5126631953,513964.3943392828,510213.7575880472,513899.171621684,514247.84633315494,508859.55864550883,513951.011826619,512340.228183645,514129.01500990463,514243.54362191726,512858.8037551555,513471.5498539316,514184.7286558178,513818.310142602,514226.94913728064,512687.08057302143,513813.06776033726,514353.7945660178,513859.5055545764,513860.0736327746,514151.2690612479,514123.9888656451,509699.40029190405,513673.7418811352,507532.716548292,514135.7664897877,513812.2627942045,511925.0087013511,512510.326975825,511991.0030920045,513993.6478813083,513733.4302220434,513971.007457057,514010.0645347526,514266.4463806422,512403.7895704296,513805.31446866243,514314.4168052798,513518.2802714777,513927.9538651714,514210.0794269786,513451.657404708,514236.8791820989,513284.24607104884,513810.3370084735,512959.5057584106,514287.1137510554,513788.43822154007,512508.72973945295,513298.3569350136,514407.0616469003,513729.5440606501,512478.1819900724,513220.5446038227
37.926901907322495,513744.80975886976,514335.0367169596,513406.96995806467,510568.31834750436,512240.0155504066,512391.1769403874,512552.3257807462,514283.27392332244,514431.8834499501,512954.08953426994,514432.78776875685,514313.8101126114,514229.6868294229,511604.51382143813,514332.64572936104,511484.6941323915,511926.4620205214,513695.932148129,514068.14422469033,514033.0522007778,513965.0728528354,514346.5636291453,513980.6461435718,510229.6298182954,513915.45255046006,514263.86892722297,508875.13059743436,513967.08303393505,512356.10538439493,514145.0159297338,514259.6335851407,512874.696831941,513487.5156466059,514200.9187180279,513834.4044625418,514243.0523391274,512702.9264236685,513829.23684339103,514369.82425654103,513875.5240296378,513876.15270469827,514167.3212964974,514140.0732614755,509715.0273707043,513689.66659872216,507549.41577999893,514151.7369241949,513828.2038907549,511941.6414551331,512526.6613792397,512007.28341805405,514009.61726707977,513749.60430948297,513987.0775206786,514026.03117612883,514282.4689373471,512420.0962061496,513821.2610797386,514330.4533162809,513534.22089446866,513943.9984790018,514226.1179619176,513467.5979558548,514253.06730481185,513300.5416810038,513826.5907152032,512975.3815037917,514303.1246678875,513804.6993338415,512524.5857558528,513314.74315143813,514423.1595714971,513745.4974064661,512494.60018003156,513236.719431628
69.51927961775606,513774.0238585258,514364.5977432868,513436.9469351003,510597.0328258802,512269.0368109483,512420.30762896116,512581.29342768143,514312.7694003705,514461.3743170984,512983.7966789745,514462.2440316518,514343.2613806739,514259.3436320544,511634.9037611912,514362.2168920859,511513.57303216227,511956.6472469968,513725.8241753046,514097.5983253554,514062.7447478735,513994.3992772679,514375.9847628324,514010.4353368704,510258.7231699121,513945.2951306956,514293.23803095357,508903.6737072714,513996.5411864408,512385.20791844977,514174.34528312203,514289.1261977325,512903.8285683845,513516.780576081,514230.5947723654,513863.9049768656,514272.56921656796,512731.9715426532,513858.87446466717,514399.2063753556,513904.8855295708,513905.6252661736,514196.7446967138,514169.5555955744,509743.6714647882,513718.8563240354,507580.0251110747,514181.0104086762,513857.4236010504,511972.1288780531,512556.6019923178,512037.1249285404,514038.88884131634,513779.2510946715,514016.53357771115,514055.29771719687,514311.8379741078,512449.9859289372,513850.49088007,514359.8479067225,513563.4397227924,513973.4078969734,514255.516317825,513496.8166464386,514282.73978487117,513330.4111894769,513856.3834040279,513004.48145503853,514332.4723742196,513834.5055942737,512553.6495683522,513344.7787191458,514452.66673845827,513774.7395453536,512524.6943611594,513266.3674716612
127.42749857031336,513827.5728456378,514418.78251237294,513491.89391115494,510649.665865765,512322.2320617093,512473.7034002331,512634.3905666432,514366.8339046158,514515.4305094914,513038.24931572576,514516.23679687927,514397.2449003837,514313.7038195846,511690.60771139094,514416.4202227843,511566.5073057372,512011.9760171308,513780.6155339385,514151.586935776,514117.17050554225,514048.1539473716,514429.9132145153,514065.038190011,510312.0502567818,513999.99584883533,514347.0710292207,508955.9927567962,514050.53721390717,512438.55207714357,514228.1053473718,514343.1856602613,512957.2265963483,513570.4224298299,514284.9903540573,513917.9786426512,514326.6731522178,512785.21062500536,513913.19967123977,514453.0632548921,513958.7044104384,513959.6476831722,514250.6771017846,514223.59597225295,509796.175408229,513772.3606174152,507636.13130057906,514234.6680999756,513910.982731061,512028.01142710773,512611.48245220893,512091.8238020019,514092.54307115823,513833.59306780633,514070.5257672972,514108.94271268893,514365.67085475643,512504.7731326818,513904.0684446408,514413.72754561563,513616.9971892544,514027.3146315838,514309.4030454805,513550.37384003185,514337.1287512463,513385.16132593405,513910.9926924014,513057.8211637529,514386.2661743488,513889.1397501504,512606.92311647185,513399.8331697039,514506.752750721,513828.33970544493,512579.85627109295,513320.7114027148
