Ip,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
8100000.0,7837650.866690123,7835040.838239591,7840834.556924412,7842425.451291858,7830237.328411979,7839861.470386294,7833719.19102307,7843853.084184684,7831808.024421148,7839143.638897099,7846866.0377781065,7841121.147225839,7828045.953301701,7837324.519739159,7832578.031890811,7845146.922981269,7834298.969367182,7819085.770917883,7829869.13268785,7834679.594224093
8200000.0,7943631.626492983,7935538.6821770035,7944792.254588194,7953903.089608631,7933083.037309753,7943304.421833566,7935349.837608073,7947219.034313082,7931763.665156218,7942203.7245888105,7949799.98713056,7943761.3709911825,7931086.0519445995,7941129.424613233,7937145.722057017,7945344.751505386,7934846.4731418565,7924642.648929314,7935513.191909315,7938072.561195854
8300000.0,8051688.899838842,8038459.85840729,8050474.65541222,8066497.551926794,8038964.0058942195,8048605.410390738,8039578.371343319,8051953.552719543,8034485.477440693,8047216.644690705,8053749.501592214,8048122.642264061,8037433.954158695,8047100.13140336,8044471.232729877,8046840.572314733,8037901.959454315,8034740.295747191,8044265.578700414,8043961.875746052
8400000.0,8160044.685750823,8143128.2248849915,8156552.082476892,8177399.637488549,8146704.996906527,8154524.14797686,8145494.639435252,8156876.849147391,8139414.548440587,8153010.466284461,8157653.944747971,8153131.632836299,8145867.541243151,8153899.977589984,8153018.1112004295,8149040.750104124,8142779.314453276,8147547.792544934,8154329.953678468,8151075.019488481
8500000.0,8266825.352693643,8248401.896642673,8261578.3978628935,8284409.999327005,8254571.891940488,8259640.323118625,8251713.4227031395,8260755.585900088,8245408.959477768,8258187.793280492,8260465.152184596,8257532.841218547,8254526.272009568,8259944.071307469,8260864.574855333,8251175.471131466,8248303.948958272,8260284.506562395,8263474.704110668,8257772.9904638305
8600000.0,8370646.089285609,8352965.698946975,8364411.941913202,8386555.660069485,8360790.791840217,8362766.472643655,8356759.4273539325,8362645.724736653,8351016.2865637615,8361530.223819108,8361424.873521838,8360242.069482683,8361476.53542004,8363874.413809171,8366312.951568442,8352491.743289918,8353114.367924156,8370196.25485203,8369776.438040795,8362544.002113665
8700000.0,8470930.475470463,8455707.233505672,8464486.59472195,8484052.449040981,8464089.38912168,8463245.829824418,8459498.5185739,8462102.42917773,8454899.224853687,8462314.25297049,8460218.041357927,8460618.865885824,8465319.361160917,8464917.170468343,8468371.864739249,8452439.584801799,8456055.078265646,8475513.243347982,8472177.423250394,8464429.138550468
8800000.0,8567875.82806436,8555995.560858406,8561842.574827181,8577886.010292642,8563974.292819263,8561022.042969333,8559400.439615773,8559195.91667524,8556202.6621195,8560410.119521568,8556967.154653339,8558552.613355223,8565505.611635579,8562974.651085172,8566886.380123798,8550780.384520514,8556469.11497439,8575791.6527083,8570592.864984684,8563181.519018175
8900000.0,8662203.400195241,8653756.809189947,8656977.350728985,8669359.037346123,8660680.225344183,8656517.904193731,8656551.793263815,8654383.33325216,8654698.73974581,8656182.625663674,8652114.0361299,8654377.41964895,8662279.875518803,8658491.02967363,8662365.522252025,8647592.364520434,8654277.309967736,8671649.314591728,8665667.468858324,8659162.833805766
9000000.0,8754867.202742996,8749372.35909037,8750629.889871616,8759756.25185982,8754927.163500676,8750430.237312637,8751491.794582112,8748324.42984489,8750707.09545457,8750295.113430103,8746258.458955077,8748699.284957347,8756410.66546851,8752221.06482382,8755690.748022417,8743195.447448675,8749871.643964747,8764279.914205935,8758423.619211178,8753109.613228912
9100000.0,8846812.134253751,8843492.405823883,8843577.249896945,8850126.65958197,8847643.665679133,8843525.822182192,8844988.740045227,8841704.105877783,8844894.8334267,8843505.32486965,8840003.09465306,8842211.49767236,8848888.602262586,8845003.320537934,8847842.783947846,8838036.954746753,8843921.298896644,8855032.37060219,8849957.14230635,8845890.114191163
9200000.0,8938798.974377917,8936843.459477883,8936474.083917294,8941145.880709084,8939737.03570856,8936475.594820237,8937834.45736324,8935089.622406548,8938058.341363357,8936495.61003873,8933828.680912018,8935537.657070555,8940681.26616291,8937579.260541933,8939693.841428276,8932573.493353,8937173.937327221,8945127.38223675,8941219.114994537,8938306.429470437
9300000.0,9031291.009512752,9030067.596776059,9029742.479201758,9033046.076240892,9031926.19810899,9029737.201771284,9030684.306238225,9028833.026299648,9030938.289944796,9029749.937354714,9028011.355651284,9029116.755642965,9032558.142593415,9030465.725933468,9031864.735866101,9027171.3673428,9030290.854216145,9035479.480300415,9032871.310662983,9030952.111746637
9400000.0,9124406.033261694,9123606.08636127,9123519.501615109,9125632.578553185,9124634.284395136,9123492.890156241,9123948.767691692,9123028.486496828,9124082.197066143,9123484.589941556,9122593.065204289,9123139.205361916,9124978.320763644,9123884.950938646,9124643.888577318,9122039.6935575,9123727.929683916,9126590.981813008,9125206.774998574,9124127.056551127
9500000.0,9217948.431220585,9217636.040447095,9217674.351783954,9218409.522547781,9217946.779070862,9217654.244940689,9217744.295791328,9217535.269417778,9217760.510317434,9217643.700107347,9217413.91549433,9217544.820329791,9218044.836916367,9217763.630107047,9217978.894875783,9217207.155978277,9217670.43032436,9218518.273788767,9218146.907121833,9217819.614089083
9600000.0,9311527.284676617,9312072.07510519,9311899.297699621,9310799.69711041,9311649.822677651,9311940.073133942,9311915.989930717,9312067.051843094,9311947.96295413,9311967.300138576,9312203.059967289,9312088.726772059,9311541.34201519,9311809.942508796,9311554.05230187,9312548.682253813,9312033.787901849,9310934.138932992,9311331.030605925,9311767.739874426
9700000.0,9404735.562959697,9406639.468412546,9405854.982689366,9402392.3144182,9405352.156706126,9406012.64190205,9406135.706650682,9406326.273306886,9406381.802545518,9406120.416234702,9406704.215264399,9406462.755901555,9405056.9913188,9405656.146972647,9404945.765547939,9407857.320685178,9406537.497824632,9403296.412213473,9404289.880548015,9405593.349771224
9800000.0,9497334.60834012,9501004.874117801,9499325.939231476,9493134.76190243,9498663.014343685,9499632.078634258,9500053.949946495,9500142.084626837,9500690.533902114,9499846.146846281,9500796.517469019,9500436.999388242,9498172.657188924,9499025.640621517,9497812.93301837,9502941.464818025,9500838.527540114,9495086.433531953,9496654.69378997,9498973.800380647
9900000.0,9589385.164991943,9594925.935323501,9592336.924278092,9583418.771703469,9591369.836076595,9592779.608974708,9593458.692582432,9593568.685717572,9594557.78932746,9593093.76923537,9594573.62218711,9593976.4952982,9590649.869545192,9591870.730184622,9590060.401975298,9597717.240472749,9594684.920913663,9586039.497131407,9588333.262299245,9591795.35563617
10000000.0,9681294.003930977,9688371.74848382,9685199.76078977,9674063.147946054,9683559.781096939,9685715.635872133,9686390.68062212,9686919.01117871,9687868.141949026,9686085.279090654,9688361.856753966,9687299.886573426,9682562.339826507,9684442.381367594,9681928.375641968,9692267.934063375,9688040.144956524,9676294.548368298,9679603.223107811,9684243.014822125
10100000.0,9773778.138713798,9781580.361887526,9778486.981144717,9766218.881537277,9775657.52550359,9778964.900854597,9779186.055822197,9780731.626417901,9780791.06325458,9779309.417566728,9782677.770668661,9780870.119073963,9774340.025367172,9777282.199934358,9773995.146463806,9786855.216999918,9781143.189250002,9766436.541870516,9771112.523566965,9776810.318926647
10200000.0,9867761.622454483,9875044.920877565,9872943.193387046,9861206.42026374,9868382.957234321,9873238.098023394,9872444.57693954,9875680.94230572,9873787.228813453,9873451.102262512,9878135.112215811,9875324.36547981,9866729.602694713,9871146.596194072,9867105.075438026,9881881.533037262,9874495.738467056,9857447.4667942,9863802.635272047,9870236.941138148
10300000.0,9964211.132757742,9969437.504688412,9969343.92363504,9960260.796850014,9962643.368727695,9969300.576225342,9966935.457794996,9972440.917609278,9967544.845450511,9969267.369483065,9975312.024349367,9971354.091665393,9960687.236535408,9966874.128520928,9962234.030873425,9977811.919945015,9968785.764728323,9950587.674014838,9958766.540098201,9965386.470975125
10400000.0,10063905.292384991,10065482.195531335,10068307.533781061,10064150.08886127,10059365.957618186,10067794.41294314,10063450.317691416,10071511.9304108,10062859.26464616,10067416.700431414,10074591.82917781,10069544.133004783,10057208.924379788,10065199.722614698,10060290.925375577,10075067.030318184,10064759.165675031,10047201.251442747,10057033.759330675,10063068.517526735
10500000.0,10167148.187241284,10163785.71078056,10170078.138606558,10172706.425193207,10159267.712476285,10169028.647792747,10162608.266957752,10173034.565560604,10160463.27677507,10168254.594734628,10176006.122230524,10170186.948102674,10157091.331084995,10166525.01881376,10161852.509674992,10173903.34121368,10163047.099613763,10148407.749829356,10159269.486404281,10163808.95077921
10600000.0,10273502.65822077,10264641.80092666,10274337.729155453,10284496.697080858,10262578.889489958,10272787.062814325,10264632.19163808,10276647.435894549,10260816.91971518,10271638.790991995,10279135.765714511,10273115.336004322,10260632.985591443,10270691.244527465,10266868.78875043,10274306.66925779,10263964.111747576,10254658.641533213,10265422.976852968,10267602.485209445
10700000.0,10381707.127332874,10367855.844976109,10380153.375252673,10397004.665796453,10368801.224261787,10378249.98489848,10369159.045893941,10381475.650929177,10363892.610536052,10376833.647253342,10383139.05632386,10377632.734884743,10367356.492378166,10376861.434246628,10374463.60373551,10375937.763872521,10367323.58378921,10365265.306551412,10374475.923320236,10373745.376217462
10800000.0,10489934.397430995,10472675.741965093,10486154.56193034,10507450.60889158,10476659.183403013,10484128.91913424,10475196.395184763,10486311.276558807,10469042.030071642,10482614.019556595,10486939.346949998,10482621.082186893,10475927.603030708,10483638.502200218,10483015.452900274,10478168.81811188,10472360.200327106,10478224.291123545,10484532.453317713,10480889.362601731
10900000.0,10596349.833588324,10577914.93317885,10590915.821221055,10613788.749359835,10584379.243337834,10589013.501678359,10581321.001713343,10589944.179351788,10575058.698824866,10587584.654766029,10589515.628525915,10586829.110437138,10584438.346289724,10589442.53948006,10590598.440954609,10580220.8586748,10577852.056436697,10590694.588980068,10593361.01296574,10587383.750528388
11000000.0,10699673.806634028,10682266.21057486,10693367.32704378,10715230.709749933,10690231.441875398,10691779.54174438,10686083.49918156,10691493.939546423,10680481.339349909,10690583.810496535,10690167.888791895,10689223.986832224,10691000.277316134,10692983.554523986,10695594.517886717,10681360.607310787,10682445.106975675,10700016.420027362,10699138.268977577,10691775.802132146
11100000.0,10799449.341964029,10784674.121570766,10793033.083288126,10812130.530008366,10793046.552313939,10791857.395029524,10788426.52308098,10790592.690693751,10784024.399646915,10790972.469243549,10788647.460156253,10789240.651665848,10794326.412956517,10793585.27282567,10797132.591701468,10781078.926475484,10785042.636781886,10804605.625815993,10800949.365237791,10793205.975113375
11200000.0,10895965.71406015,10884587.818770306,10890030.072376736,10905543.809308512,10892444.353186902,10889269.460171917,10887912.444518186,10887375.730415452,10884919.813652057,10888700.82288976,10885131.38478059,10886840.141787114,10893991.04713653,10891238.981590252,10895167.270374632,10879184.671619747,10885070.728870595,10904194.293095674,10898832.802338893,10891524.944818245
11300000.0,10989993.954677686,10982007.36895271,10984903.262154968,10996787.622009544,10988745.147417497,10984490.476281367,10984704.541179033,10982340.408157256,10983026.59344962,10984188.846713502,10980094.103177391,10982406.60451412,10990331.31697566,10986447.562236972,10990278.366580887,10975796.559107779,10982526.769252082,10999510.897954188,10993507.774375718,10987162.853212075
11400000.0,11082499.607635552,11077364.182092486,11078408.290542295,11087124.191482373,11082714.256105635,11078238.75391076,11079387.880268622,11076160.02716595,11078726.920385199,11078124.977767097,11074144.745537456,11076569.149668192,11084164.023617448,11079990.379023828,11083376.23610797,11071259.986508815,11077854.338233123,11091792.527858185,11086023.178795794,11080888.637115724
11500000.0,11174410.418684002,11171330.122581668,11171313.258632185,11177556.492209764,11175289.323008535,11171276.32471639,11172745.245984685,11169510.33667424,11172718.668289563,11171265.38760028,11167875.401865125,11170019.690905351,11176489.105444103,11172701.811295595,11175436.921312636,11166030.438641252,11171744.85631244,11182383.531326149,11177465.40499717,11173571.642798303
11600000.0,11266450.339812467,11264628.203154773,11264245.097269496,11268699.898131732,11267359.401904667,11264249.673140109,11265557.331123162,11262932.65019226,11265800.16655387,11264270.44688508,11261741.612440769,11263361.387090117,11268254.73661292,11265297.814988954,11267304.049098605,11260556.958733829,11264942.374123741,11272469.785254601,11268751.65951664,11265991.556239199
11700000.0,11359034.716596415,11357877.668638535,11357586.914846,11360722.521169387,11359606.400537545,11357579.532295268,11358449.809369927,11356743.322948674,11358691.59511711,11357588.791896615,11355986.474345915,11357000.318163587,11360191.498471899,11358256.070852177,11359554.534786606,11355186.444444308,11358084.813428512,11362912.185336659,11360494.591978766,11358703.856047355
11800000.0,11452232.534868294,11451484.481458692,11451434.583339475,11453376.205070699,11452406.167286228,11451407.40750324,11451792.606140543,11450999.741504358,11451904.650033778,11451396.371063977,11450619.3794935,11451089.52865562,11452708.76785325,11451754.853753636,11452426.802227154,11450102.32102599,11451591.916821403,11454149.812326327,11452932.4770959,11451963.304493867
11900000.0,11545810.783535885,11545586.353558525,11545624.450422667,11546137.622034714,11545796.975047091,11545610.565441892,11545660.07894407,11545533.04712651,11545666.924021995,11545601.999188833,11545457.290677417,11545536.51127607,11545859.57551295,11545682.820182186,11545823.832604859,11545308.151058277,11545608.53688476,11546178.040359754,11545938.540862912,11545716.623940824
12000000.0,11639363.628089936,11640064.41910329,11639833.858313756,11638437.243065277,11639529.96797943,11639889.744517075,11639864.560101077,11640045.75757162,11639913.578746945,11639925.375027318,11640222.558131134,11640078.317313448,11639389.915636742,11639726.767296262,11639402.970211552,11640661.36586078,11640015.611175511,11638626.022817302,11639123.801624665,11639675.004539065
12100000.0,11732496.357476113,11734626.031933693,11733731.116013663,11729904.250818288,11733201.59341801,11733911.000696914,11734064.13905964,11734249.571359657,11734356.576039828,11734032.447569562,11734670.484874772,11734408.506760787,11732874.891193721,11733520.876792572,11732739.738392232,11735950.358126435,11734513.971268976,11730938.741532832,11732019.488784138,11733456.683236053
12200000.0,11825005.680136377,11828941.072292661,11827128.409355659,11820545.341595579,11826435.405874271,11827458.750898803,11827918.890553812,11828000.237243822,11828621.279275425,11827688.068383856,11828706.39616854,11828318.0254113,11825909.45143285,11826813.010361543,11825518.381787745,11830993.0723474,11828763.588278472,11822619.709878828,11824285.81470976,11826759.49954784
12300000.0,11916999.985658268,11922790.399758825,11920089.63190633,11910815.259169605,11919054.968456067,11920551.410903282,11921246.47147858,11921387.812994612,11922411.240831323,11920877.212607825,11922456.894691452,11921805.333241574,11918292.573216036,11919594.735614825,11917687.153966919,11925726.330151988,11922536.088851089,11913453.83136374,11915878.673411762,11919507.723976994
12400000.0,12008933.695738526,12016179.013843743,12012966.64583528,12001587.024852406,12011194.48789069,12013489.153753288,12014128.343228625,12014760.65883381,12015647.518440899,12013861.430962995,12016279.130677579,12015125.609800704,12010147.453534732,12012160.12193448,12009535.543677049,12020259.0720679,12015831.668235967,12003642.424117127,12007129.65168628,12011930.94665685
12500000.0,12101561.1222328,12109383.479313234,12106363.393675582,12094047.721781632,12103324.614836205,12106829.384033708,12106941.519690571,12108683.64664108,12108542.005813612,12107163.077210886,12110710.551793212,12108772.246129518,12101953.01201278,12105087.370558083,12101685.50992225,12114876.464767642,12108928.889708467,12093831.181296088,12098734.46721234,12104562.929575399
12600000.0,12195824.692214247,12202928.549152378,12201039.460556637,12189525.198070806,12196200.104789518,12201300.401322376,12200317.210109182,12203841.307328975,12201593.09614608,12201486.645697502,12206369.656755848,12203399.150511496,12194493.960017513,12199154.507766202,12195010.21909058,12209995.945398027,12202362.133655732,12185050.497319426,12191666.716675973,12198170.180833796
12700000.0,12292681.698358761,12297503.256794734,12297762.000183826,12289217.261035314,12290743.646172669,12297663.234527668,12295038.848055126,12300895.673010984,12295513.321952851,12297587.837205652,12303818.48279654,12299694.537812153,12288744.937822616,12295199.208862968,12290490.974112857,12306084.19920275,12296837.290490458,12278587.500845168,12287026.63976428,12293621.92291426
12800000.0,12392864.272406759,12393827.551578265,12397111.847093614,12393792.347457564,12387869.813437665,12396527.852844443,12391888.014753431,12400309.22204791,12391101.767116813,12396096.964918716,12403401.348359818,12398215.125283994,12385691.695014171,12393925.865515037,12389009.278516745,12403547.200533878,12393096.766872685,12375778.415385678,12385814.655923378,12391704.44871422
12900000.0,12496588.77507638,12492477.792485716,12499265.565737542,12502920.58591598,12488246.467590272,12498141.597813258,12491443.594758099,12502160.238936279,12489067.868744588,12497312.091638979,12505091.844715992,12499199.344473878,12486081.955364864,12495672.060340675,12491073.562414601,12502610.282062313,12491741.330747025,12477681.292660952,12488619.206409816,12492885.543365275
13000000.0,12603302.66295327,12593690.023989866,12603818.8658684,12614992.229580225,12592015.922135461,12602205.80859211,12593857.46725013,12606013.011563418,12589817.280443098,12601011.398856955,12608407.22843342,12602407.931813283,12590122.086169325,12600188.561575336,12596527.688923512,12603216.165940493,12593026.645031573,12584617.07836612,12595266.428309228,12597070.387950985
13100000.0,12711641.179311326,12697193.136033991,12709761.25163223,12727392.087896656,12698568.777521,12707821.952491872,12698677.255730018,12710930.616549373,12693241.65317286,12706379.626603913,12712458.20837909,12707074.611614343,12697213.819274653,12706547.064935211,12704378.812128987,12704980.978163475,12696687.051519915,12695713.74496885,12704600.514236573,12703456.071954357
13200000.0,12819736.789441176,12802161.944115564,12815687.148023114,12837384.342842137,12806534.906521708,12813659.096329587,12804832.181359963,12815681.727124475,12798605.72476274,12812143.907036865,12816156.496215977,12812041.40143374,12805916.052389862,12813296.646419726,12812928.167378135,12807245.114408294,12801880.820727786,12808804.804366289,12814636.138829527,12810624.846931895
13300000.0,12925800.052610077,12907369.727305338,12920195.994372055,12943079.118877504,12914109.277590258,12918321.58914599,12910866.548032006,12919082.450884072,12904643.461564401,12916916.05580103,12918510.550640225,12916065.349538606,12914281.545295786,12918868.32840284,12920253.82093719,12909222.644788213,12907343.307189599,12921004.274718283,12923152.219417697,12916921.02089858
13400000.0,13028655.920379935,13011520.981611114,13022289.763024561,13043863.40796026,13019610.87724881,13020749.294932982,13015360.77126776,13020315.4178971,13009889.91138798,13019592.296279164,13018877.564244246,13018165.86496878,13020472.555382833,13022041.623582743,13024820.121403782,13010200.847472493,13011731.801852724,13029756.048009949,13028428.760118486,13020953.69632991
13500000.0,13127960.623839483,13113617.707705688,13121578.484211693,13140217.054302877,13121972.325592134,13120456.183031963,13117333.802498782,13119085.949880937,13113113.276862869,13119615.100558445,13117071.505882485,13117850.472517256,13123313.027018648,13122234.186918238,13125872.27137878,13109710.299955806,13114008.96201724,13133657.955986014,13129688.465580506,13121959.953299526
13600000.0,13224087.604517134,13213186.092775892,13218250.112967601,13233256.044163885,13220920.487778889,13217537.722911816,13216436.316724595,13215589.337672228,13213630.100035388,13217009.172233056,13213319.14809158,13215146.944957998,13222494.416852206,13219519.986544058,13223466.916850956,13207604.58721033,13213680.830256268,13232606.636693124,13227083.920007385,13219881.841651272
13700000.0,13317851.298855241,13310295.218573952,13312891.835363397,13324306.147024512,13316854.034782523,13312515.07898617,13312902.529277097,13310358.474668344,13311381.003828816,13312244.121820334,13308123.129479565,13310484.423271867,13318439.018764282,13314454.467368893,13318247.484145314,13304039.52440099,13310816.340955712,13327430.303131258,13321400.530067867,13315211.477938598
13800000.0,13410224.601867417,13405421.700513102,13406272.142319929,13414604.098321445,13410577.844764613,13406123.865575623,13407358.323598698,13404076.785936018,13406805.120631583,13406029.16594291,13402098.611173308,13404511.123124832,13412006.160665091,13407837.002387669,13411148.122417754,13399382.82727751,13405905.796466544,13419402.45006366,13413708.149821527,13408745.217713628
13900000.0,13502115.790065328,13499255.403566413,13499147.901923057,13505105.544630518,13503034.899112519,13499118.72716681,13500597.455990594,13497408.819927273,13500626.679608569,13499116.111089006,13495825.078606553,13497914.955330987,13504201.528724812,13500494.906195303,13503137.155874355,13494095.764873523,13499659.183513949,13509859.275957141,13505080.574534126,13501350.314618103
14000000.0,13594211.2463095,13592513.561623253,13592117.512203824,13596365.988322902,13595093.996142974,13592120.538900927,13593387.49081405,13590869.304809812,13593643.077780856,13592142.025358323,13589732.279415099,13591277.41548381,13595952.088623181,13593117.29725531,13595028.24230808,13588618.47595479,13592814.683608789,13599950.300841523,13596399.72283785,13593782.457256379
14100000.0,13686879.36712853,13685791.677300664,13685525.89255385,13688492.212779123,13687399.548032697,13685513.548282374,13686323.856248202,13684739.843657158,13686552.583065711,13685520.440222748,13684031.298584107,13684971.966344288,13687949.181475973,13686142.969377277,13687354.590654941,13683278.315489847,13685985.960652832,13690482.669937428,13688229.323229589,13686559.011448337
14200000.0,13780143.41562131,13779460.982870802,13779430.34018644,13781188.090460839,13780281.360258505,13779400.768613065,13779736.946609316,13779043.718694592,13779831.139077526,13779388.977633396,13778701.73025774,13779116.299144244,13780553.776711406,13779708.3872713,13780306.719772262,13778234.218950333,13779557.212168671,13781833.850008326,13780755.10282867,13779891.375014542
14300000.0,13873738.098342579,13873622.06293464,13873638.691467427,13873910.389821509,13873733.772166716,13873629.199935565,13873661.859708903,13873588.151605325,13873665.299270174,13873624.954515206,13873541.565746173,13873589.291198874,13873772.200900938,13873668.264865011,13873747.20689668,13873467.147991221,13873635.164785948,13873942.207328083,13873806.66688684,13873688.399301808
14400000.0,13967248.834686428,13968126.491237832,13967818.625296837,13966104.806515874,13967478.088608127,13967886.693466775,13967882.661290428,13968069.397145087,13967954.348963274,13967932.788304796,13968271.05015472,13968114.717860576,13967317.980631532,13967693.446809104,13967312.258973429,13968820.514607435,13968070.212567553,13966399.635592502,13966973.075999781,13967639.823091185
14500000.0,14060298.788441027,14062668.60385495,14061650.935189111,14057445.804847777,14061104.452891279,14061848.112841899,14062048.966687284,14062212.728321394,14062390.071572755,14061984.4119632,14062661.087756474,14062392.59462171,14060758.209729394,14061425.464141129,14060582.529760556,14064081.734555827,14062549.477454828,14058645.664513843,14059792.628673987,14061365.844461098
14600000.0,14152723.475798363,14156926.160184845,14154978.540181668,14148001.423265826,14154255.918200461,14155325.670477375,14155835.096749794,14155903.09593393,14156599.995949905,14155570.134455146,14156645.525913522,14156238.115955634,14153707.12246135,14154640.585595597,14153272.125477357,14159081.252827967,14156740.636786645,14150212.23471251,14151959.445805667,14154589.196550068
14700000.0,14244679.657824632,14250706.355268765,14247905.179372579,14238288.480338288,14246795.148351392,14248376.193668785,14249091.17815101,14249266.793053655,14250311.616425429,14248712.119771058,14250384.149542227,14249684.448044445,14246004.076559957,14247371.207346383,14245374.6580248,14253778.07031004,14250442.045374278,14240937.273633992,14243479.691642467,14247274.254517544
14800000.0,14336667.649054628,14344050.955649244,14340821.167289723,14329231.036865836,14338903.688043354,14341338.522359421,14341939.728989031,14342685.84791892,14343484.202360814,14341710.630710948,14344263.175526394,14343022.37181567,14337821.919282207,14339953.619123038,14337228.189806605,14348306.498156667,14343691.480183864,14331084.7028285,14334738.276964279,14339694.758369345
14900000.0,14429475.23637739,14437273.634012898,14434358.325802537,14422046.95093481,14431096.039749363,14434799.622999446,14434796.680564823,14436747.870834738,14436371.313321546,14435118.76069957,14438837.499154324,14436772.849249162,14429686.240206765,14432999.633571642,14429495.392463706,14442973.244815825,14436805.628426418,14421358.608074116,14426475.772602513,14432422.040498363
15000000.0,14524057.380768873,14530927.41612911,14529285.953614095,14518063.095412118,14524157.691634158,14529500.551116442,14528320.82052124,14532142.374926282,14529506.16601439,14529655.955001006,14534725.478415199,14531601.99438285,14522415.466520825,14527304.058392944,14523073.304730043,14538207.40825165,14530348.171566803,14512833.35400699,14519692.918049723,14526244.892978666
15100000.0,14621353.844607627,14625713.328671431,14626355.911550196,14618427.407499136,14619020.623241056,14626191.504327293,14623304.212626055,14629512.977700189,14623620.941896172,14626070.308079114,14632467.03034081,14628188.769780248,14616996.37881138,14623696.991814446,14618941.566541579,14634472.960196849,14625037.878031656,14606815.9000829,14615489.760635348,14622031.722636785
15200000.0,14722040.046966057,14722340.784818418,14726103.433575053,14723692.699232534,14716578.512215177,14725442.545885285,14720511.169041542,14729277.118826713,14719512.124685433,14724956.365512587,14732361.148915796,14727054.734605405,14714395.819835968,14722843.924291344,14717944.8294291,14732156.293486899,14721607.139967168,14704623.877729781,14714827.175988993,14720537.182160234
15300000.0,14826234.596007392,14821348.426830536,14828630.130395642,14833354.317735456,14817440.110869512,14827431.737408651,14820472.064449156,14831444.804537708,14817858.028421478,14826547.141167348,14834318.52908057,14828377.548315125,14815301.931564601,14825009.718816979,14820512.530428622,14831447.0027957,14820618.789665282,14807238.69294853,14818204.385635495,14822161.787279772
15400000.0,14933264.826336632,14922907.789938956,14933442.110548649,14945627.580178596,14921650.632847555,14931773.682726733,14923260.465076417,14935504.038530538,14919001.849092698,14930536.482946249,14937791.705511441,14931841.991654292,14919818.92210882,14929849.069695631,14926374.355105335,14932241.76089692,14922262.56853207,14914834.530130783,14925314.448924717,14926714.196271295
15500000.0,15041668.596499823,15026667.86123072,15039455.353755778,15057819.37283497,15028486.231552588,15037493.359291365,15028331.99273089,15040460.19276412,15022748.885425216,15036030.96030718,15041847.936184887,15036613.813779173,15027223.91039648,15036343.949227192,15034421.27345723,15034112.18781843,15026190.19882891,15026348.655016344,15034864.154777296,15033292.105522223
15600000.0,15149553.87389326,15131733.27802413,15145240.424487216,15167266.352136761,15136489.246080544,15143227.017126001,15134542.754706845,15145068.415699575,15128277.591835486,15141718.70480691,15145395.61195627,15141503.101468712,15135976.85532733,15142999.790595686,15142889.295863546,15136370.688265756,15131486.542071087,15139464.23332772,15144792.937939854,15140417.384399172
15700000.0,15255194.297371732,15236846.707214458,15249435.17491491,15272252.981233178,15243839.211332472,15247606.651369646,15240417.045772716,15248182.349540656,15234271.065082995,15246231.246179877,15247481.760057176,15245286.445056917,15244109.531230226,15248273.132309139,15249879.101456782,15238230.883962417,15236854.212883474,15251280.265542116,15252912.14844651,15246444.552246388
15800000.0,15357530.696421321,15340736.837378856,15351123.26977732,15372344.550717928,15348921.129443701,15349646.640608288,15344579.235356675,15349055.860423403,15339274.378142968,15348533.659547197,15347527.308233175,15347045.171681864,15349854.22695345,15351025.033196364,15353952.94635446,15339007.546829622,15340974.9314701,15359372.644586485,15357622.462527333,15350058.435296025
15900000.0,15456334.957705729,15442473.216125535,15450004.507411188,15468140.60047689,15450779.7122126,15448949.379216315,15446134.349775912,15447470.682612112,15442121.932094667,15448155.433918577,15445411.572332665,15446364.483975712,15452156.992169064,15450772.571704322,15454478.861880433,15438276.141901335,15442881.239453698,15462532.870885028,15458290.316765476,15450599.923728311
16000000.0,15552061.439695084,15541663.759263372,15546336.66340015,15560809.610063417,15549250.717290936,15545683.19180511,15544824.483242447,15543681.32138489,15542221.522410385,15545196.136309016,15541410.685277212,15543339.463240154,15550827.76224284,15547672.043693092,15551614.290225985,15535937.42650978,15542163.899288358,15560818.74451807,15555179.830307513,15548102.8629833
16100000.0,15645562.837270923,15638446.33583054,15640745.609310372,15651679.498473166,15644807.716453364,15640412.724133627,15640952.938119654,15638253.344089543,15639596.017001625,15640172.353265611,15636053.416091837,15638442.047766637,15646369.409972487,15642328.053097975,15646061.40478326,15632184.325230097,15638962.972960994,15655148.978295304,15649136.686773468,15643117.938996099
16200000.0,15737814.401822684,15733339.746574964,15734008.578671522,15741956.565651152,15738289.960670523,15733887.101469336,15735182.322646745,15731876.770132838,15734738.514223333,15733810.369953414,15729958.24517221,15732336.265380545,15739677.555041132,15735555.761943443,15738772.71946988,15727405.303157613,15733812.189726148,15746824.625510413,15741245.747936774,15736464.380945148
16300000.0,15829700.644131467,15827047.881724423,15826867.302549088,15832545.249848727,15830640.747267686,15826849.846885042,15828312.85738298,15825201.459401565,15828395.338804998,15826853.881506328,15823689.254437212,15825702.568056481,15831757.848468687,15828171.394705487,15830704.023614982,15822065.057048177,15827435.88316933,15837166.97495835,15832563.256261837,15829002.970686685
16400000.0,15921866.78826491,15920278.213041268,15919888.20226948,15923938.156870492,15922704.266782451,15919892.862349175,15921094.791192597,15918712.40624994,15921358.665802341,15919913.238448692,15917647.80501651,15919097.563147243,15923511.186727108,15920833.678475564,15922634.951306615,15916592.208486335,15920562.199740028,15927284.12270876,15923931.8070626,15921461.543367397
